episode_index	image_id	case	partition	block	S_orig	y	integrity_passed	holdout_score	norm_pseudo	norm_clip	support_count	pseudo_loss	clip_loss	feature_0	feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20
10	64824	clean_s0	train	-1	-0.057480877276957734	-1	True		0.08034124920980845	0.10609538451387729	20	0.04137248918414116	-5.754677658842411e-06	-0.06575918904837356	0.10132910588714696	-0.7728062501744488	0.4400768276683313	0.2601888038395022	-0.3546065714678688	0.022552597882938088	0.02362991596907172	-0.11445069734521289	0.5573835300440355	-0.7364985766053507	0.1793757292507703	-0.24198749362101407	0.17474510749407715	0.02930100205680982	-0.10801150088953389	-2.52147210112025	-2.2434167355819485	0.5852954759822102	0.04137248918414116	-5.754677658842411e-06
11	64824	color_cast_s2	train	-1	-0.03115713244649023	-1	True		0.029331384842188005	0.06266009887636954	20	0.053381435573101044	-9.34087296400321e-08	0.16170795875997132	0.7019746704109411	0.1420336551315714	-0.581811399778472	0.2710843496570576	-0.006410964121639529	-0.12695941664792823	0.18099037388543	0.47650209466765325	0.5418147051592712	0.15564477065895754	-0.5277052663680811	-0.14721145537366284	0.228642396882535	-0.31195437773073914	-0.07362298691108951	-3.5290971811787406	-2.770030415461099	0.771434069571153	0.053381435573101044	-9.34087296400321e-08
12	520635	clean_s0	train	-1	0.13424829931167365	1	True		0.5409898914131961	0.12009107298006012	11	0.23742493987083435	-7.377898145932704e-05	0.03499231746136414	0.2913998456068177	-0.8432072517382075	0.437517893873732	0.024545015655597708	-0.10014794424465215	-0.025787509806428684	-0.0120094404416644	0.19215624552017352	0.3171925826061947	-0.8728967634368461	0.22203258985673793	-0.13183489019153788	-0.14559441051326544	-0.08717127105272297	-0.07099726129978559	-0.6143546853117083	-2.1195048825417317	0.9467756328296303	0.23742493987083435	-7.377898145932704e-05
13	520635	gamma_s2	train	-1	0.19598348250986408	1	True		0.11687217549159407	0.2125763932604676	5	0.050121698528528214	2.4410187506873626e-06	-0.18095714008163222	0.5939597354426996	-0.7398445160921066	0.2298889524595462	0.08821458570856239	-0.00303718151211602	0.02861448629425834	0.07508449390876856	0.11112518441685205	0.09456117620014501	-0.19351724863584688	-0.10103537916310565	-0.8437385434594326	0.4643653652194873	-0.04965042721388373	-0.032514872217848226	-2.1466744585735964	-1.5484538575204572	0.0762999011774432	0.050121698528528214	2.4410187506873626e-06
14	512844	clean_s0	train	-1	-0.08330637182753478	-1	True		0.16066103350094255	0.2748268208441957	7	0.09182365238666534	6.061234671506099e-06	0.3942830957546389	-0.20808862159396785	0.5447658202895935	-0.6342619429368905	-0.17368147177659787	-0.08937756372560028	-0.24876805030526794	0.0462904887665448	-0.008026878412523968	0.7577289911317318	-0.646009804588625	-0.0822283591649936	0.03013017600643309	-0.00046112531992420654	-0.004109926270712262	-0.027699149840214495	-1.8284585154055333	-1.2916141220676918	-0.46606101393474303	0.09182365238666534	6.061234671506099e-06
15	512844	contrast_s2	train	-1	0.46528997848845094	1	True		0.8587996414347557	0.13061785816516952	5	0.21409359574317932	-2.1416155959741445e-06	-0.0761101720863352	-0.6129200966314806	-0.4086059442795407	0.39916964302918073	-0.5340705718710291	-0.06368469728064748	-0.04902872559636612	0.023452993227259036	-0.004345935259646036	0.17138009950854943	-0.8606206889853603	0.44873674796908186	-0.15104249377258608	-0.06453273302521827	-0.016917901024843345	-0.03623273526123993	-0.15221963049534892	-2.035479332083732	0.5108220751449426	0.21409359574317932	-2.1416155959741445e-06
16	315128	clean_s0	train	-1	-0.028562168205089132	-1	True		0.1308950554657481	0.08841776706416334	3	0.06581724435091019	1.2352482372079976e-05	-0.36282763332515144	-0.3117357665638031	0.4783219221064166	0.3732636550270042	0.5931120405745534	-0.03842058726943235	0.2142725986143509	0.06235801693437238	0.06287551543292846	-0.7574024150863145	-0.21293835099960381	0.5070553825866692	-0.31132144932471073	-0.10961879790559767	-0.07217610704052446	-0.0761159164029826	-2.0333593801429832	-2.4256823446332607	0.10006003096091688	0.06581724435091019	1.2352482372079976e-05
17	315128	color_cast_s2	train	-1	0.08797626140621648	1	True		0.07350784019299471	0.06786980203012162	3	0.05304226279258728	1.4976114925957518e-07	-0.3693098414812444	-0.19200565524900745	-0.2015413770303059	0.08227857277064056	-0.79366171429972	0.3479731167288767	0.10105618409661263	0.1347546661993431	-0.1981829536486546	-0.3983889446092041	0.4805332447444151	-0.08785324619955692	-0.6052877595308077	0.43250470429950405	0.07180358737977555	-0.06921002279123938	-2.6103632091460613	-2.6901640851541537	0.6744316278397451	0.05304226279258728	1.4976114925957518e-07
18	252018	clean_s0	train	-1	0.00354053562224809	1	True		0.001343705935120365	0.05523482371023761	5	0.0030114222317934036	-2.0916277208016254e-06	-0.18217223181002695	-0.26258253386949315	-0.6025149116775464	0.22554407119106798	0.2441485731988795	-0.6374561338626566	0.017044203023359898	-0.1331164500784586	-0.29973709205564997	0.1837218043141512	-0.6993182525920337	0.2160773930015282	-0.5436379570244734	0.1760945623261144	0.08731239032582391	-0.08058250028186184	-6.612323858350341	-2.896161660276324	0.2436803242612582	0.0030114222317934036	-2.0916277208016254e-06
19	252018	gamma_s2	train	-1	0.03274489976686774	1	True		0.004369704297405893	0.05338444016721719	5	0.004392243921756744	1.764558874128852e-06	0.5852058510987311	-0.19912463284936047	-0.2907152946228701	0.207795742264394	-0.6055904638940859	0.23338928672234463	-0.19429765015134465	-0.1767118925632737	0.43300456706070894	-0.11190022738960549	-0.48862614980430336	0.09131920148974276	0.3662205742979503	-0.6314876426249783	-0.09403707699167702	-0.1056103662887571	-5.433059938432778	-2.9302359580938067	0.1044773870733624	0.004392243921756744	1.764558874128852e-06
20	399129	clean_s0	train	-1	0.014222404402386282	1	True		0.0023413795404007153	0.39655694466972985	2	0.0016297975089401007	-3.432221637922339e-05	0.055410648117807465	0.07822271049778023	-0.7499601144685033	0.6087811631894328	-0.07851239988489546	0.011221399690343924	-0.055157002785492265	-0.22005403230225806	-0.009660471819209041	0.5799487100321312	-0.7881663466090635	0.18726625721644577	-0.07550165698098385	0.039349706366066585	0.0033875587652357126	-0.00556352765443413	-6.0570149757203025	-0.9249356298820847	0.7573341646349206	0.0016297975089401007	-3.432221637922339e-05
21	399129	contrast_s2	train	-1	-0.012709094105321403	-1	True		0.771454663171305	0.309912400530757	3	0.11136674880981445	-8.291771337098908e-06	-0.019924807232237884	-0.36603442794945357	0.7788368366466272	-0.5008572267083136	-0.08292487799849398	-0.003700519030689915	-0.000655517887517293	-0.03586587529046991	-0.039166258426114584	0.2446597312804677	-0.8327154224870335	0.4818701593416943	-0.11166256442277629	0.003950852977908853	0.0035536638207802	-0.022294140781643105	-0.25947737342629124	-1.17146560036571	-0.9686288480424923	0.11136674880981445	-8.291771337098908e-06
22	345781	clean_s0	train	-1	0.24726863799640114	1	True		0.7838826696606114	0.0669100698903674	8	0.04852726310491562	3.49222646036651e-05	-0.08875198530993218	-0.3490051879786483	0.8624230569044695	-0.33531064538618366	0.06916059702982527	0.07858837962250709	0.05037353537082462	0.024797000146483852	-0.10291602675134472	-0.09737001785284956	-0.7357581762537956	-0.17773163087603305	-0.5377300530984248	-0.3412909781870806	0.001538571570283143	-0.03692201908603612	-0.2434959258751754	-2.7044058016300823	-0.5966721530660027	0.04852726310491562	3.49222646036651e-05
23	345781	color_cast_s2	train	-1	-0.052738202382537805	-1	True		0.17292248530813892	0.06678821300343152	8	0.0865468829870224	7.335655709539424e-07	-0.07417725333962583	-0.4066245391243022	-0.4006733041299715	0.09696431127721325	-0.8063710153443386	0.06927638701821884	-0.05668598069812317	-0.031085565139037537	0.08220737260183478	0.3783922626110224	0.7179587588778723	-0.33939660314598186	0.24423983465571378	0.36984540256096116	-0.15098621989555816	-0.013071057841777835	-1.7549118466909241	-2.706228666038496	-0.6428990095662869	0.0865468829870224	7.335655709539424e-07
24	442326	clean_s0	train	-1	0.24261922122874274	1	True		0.6783777525884631	0.27982455443559473	4	0.23496831953525543	-6.483776815002784e-05	0.23958871307234458	0.5578542394965426	-0.11637450181746016	-0.7294181532644779	-0.20992541176121315	-0.05627449109063832	-0.15452120168499864	-0.12120119815950296	-0.005577480320134428	0.6979525198603989	-0.234635338374656	-0.6390086681807411	-0.21577932232923747	0.028917247408691237	-0.02503727321103101	-0.03770362727819463	-0.3880509889845956	-1.2735924635011326	0.9335383381682577	0.23496831953525543	-6.483776815002784e-05
25	442326	gamma_s2	train	-1	0.16488592738440444	1	True		0.0011957474591458692	0.22307339734528558	1	0.0005984899471513927	-9.775023954716744e-07	0.5267513850664141	0.07076652847982712	-0.1852734968166726	0.2199245110637725	0.6714427261382553	-0.40830078230219047	-0.09092671033234452	0.09497097425636068	0.2938833742881948	0.708992801235805	-0.4930872029847068	-0.31853285539815906	-0.22855523248859547	0.09083784458188049	-0.07571640107708444	-0.01190036512782815	-6.728983799473973	-1.500254425593418	0.041482784183501126	0.0005984899471513927	-9.775023954716744e-07
26	283858	clean_s0	train	-1	0.08556922183214088	1	True		0.005283125825881747	0.18835732165690675	4	0.0029200795106589794	5.9504550335987005e-06	0.09580478386223179	0.5667876714334465	-0.5970393775945906	0.4682671567121432	0.2718219381731909	0.11988327207404353	-0.047118860166557155	0.05799722483863149	0.04797220869979126	0.3856603386651187	-0.784014035700545	0.45543885167808756	-0.1078000721531019	0.11893955597848895	-0.03303819895115315	0.001794002990790191	-5.243237343767336	-1.6694144729799807	0.891155008506954	0.0029200795106589794	5.9504550335987005e-06
27	283858	contrast_s2	train	-1	0.0729726929539908	1	True		0.017642962818785614	0.1091894956765334	4	0.004469350911676884	-8.800368959782645e-06	-0.13581280675287802	0.7100539301738934	-0.5884805957112981	-0.2331288976985681	-0.25427355850909744	0.10294926116466306	0.023492370332290072	-0.030237704728057677	0.02672850300659601	0.2994579202458231	-0.886610610954375	0.2839909708589769	-0.18378449376151185	-0.08611246085310739	-0.040967897475011915	-0.0032908113840248174	-4.037418282201938	-2.2146704137273985	0.7015512352536694	0.004469350911676884	-8.800368959782645e-06
28	297011	clean_s0	train	-1	0.10861306967200302	1	True		0.06562376850787995	0.6547084486862114	7	0.04752559959888458	0.00012377180973999202	0.6205606070974512	-0.4065530268661497	0.5779544147133687	-0.10511480576843768	0.2648270670366847	-0.14321665227540456	-0.1006440984977546	0.06136058889284064	0.009798148246742744	0.6898888314105921	-0.7111611484265394	-0.06647400806702142	-0.11522002232034578	0.01981808700358472	-0.00870334873305607	-0.006653225368736887	-2.723817323825397	-0.4235652589487189	-0.7113113364354978	0.04752559959888458	0.00012377180973999202
29	297011	color_cast_s2	train	-1	0.136361612525502	1	True		0.1480374516163766	0.10600025802519901	6	0.047611404210329056	1.6914065099626896e-06	0.66921174200006	0.5338259957552147	-0.16334701056215659	-0.1927675379539588	-0.23025373975353694	0.2942846031121043	-0.22894288307345742	0.10634295958801979	0.14321675781514395	0.5591630306217541	-0.19011754767177663	-0.22227089323333482	0.6613800250046188	-0.3712093648283047	-0.07411268198237797	-0.023748976704404755	-1.9102899857613838	-2.2443137506636077	0.22115545336706818	0.047611404210329056	1.6914065099626896e-06
30	287187	clean_s0	train	-1	0.23264104597764848	1	True		0.44918068583623266	0.08720681595621381	3	0.13966421782970428	3.916615241905674e-06	0.03936802967719627	0.5532169498886887	-0.5356779206840923	0.5219340369669416	0.04966166357628404	0.3533242082315131	-0.047914273469106275	0.05861003654695601	-0.004970655366465632	-0.5988285961637623	0.493490320810328	-0.46750344759323553	-0.40168016476752094	-0.12346693557225634	-0.02392045277157038	-0.046089128064288	-0.8003300538426995	-2.4394727864749526	-0.9049627618379797	0.13966421782970428	3.916615241905674e-06
31	287187	gamma_s2	train	-1	-0.01824111485288685	-1	True		0.03508540553998088	0.08448280124259952	2	0.01975097879767418	-1.5499653045480954e-06	0.8031485606656363	-0.3637524548258573	-0.16128547386071176	0.3237683559546655	-0.011801304077717997	-0.1366725516615144	-0.2462742426523483	-0.11103120690248545	0.16896480724406082	-0.4145742206184647	0.5754892921713037	-0.5311667041200604	0.16745430945710058	-0.3878728584913658	-0.07530373833842875	-0.04578387708069518	-3.3499700315309244	-2.4712073009138895	0.09637740280063739	0.01975097879767418	-1.5499653045480954e-06
32	18201	clean_s0	train	-1	-0.12520379887069993	-1	True		0.15877669259816812	0.147278240787829	14	0.11105398833751678	2.834723454725463e-05	0.32083182680386435	0.7030063912806322	-0.3587748433368488	-0.45031251175343123	-0.1803506910464086	0.05357427369276239	-0.1457234194679111	-0.12131082688108302	-0.09116854542362066	-0.3673119967096096	0.5221536463501123	-0.06686782051821889	-0.5851863032060809	0.48558239602029124	0.00042597176480541705	-0.0376961978273107	-1.8402565129867132	-1.91543168679983	-0.3086322674847785	0.11105398833751678	2.834723454725463e-05
33	18201	contrast_s2	train	-1	0.9560250190505716	1	True		0.11954763320587596	0.12460448417348975	10	0.03946411982178688	1.2952418728673365e-06	0.05785626910760623	0.06384348491800587	0.5328137092053004	-0.8287060323563307	-0.10816693401223387	-0.0893619343035627	-0.04667102517623798	0.008288501298688529	0.024594997620607215	0.8080611748244236	-0.46207657003432745	-0.363123310133869	0.016165458734650445	-0.02402387350421353	-0.010539868144137711	-0.010458083254255774	-2.124040382790498	-2.082610684717049	0.10853763892149794	0.03946411982178688	1.2952418728673365e-06
34	16693	clean_s0	train	-1	0.21261027758400064	1	True		0.20141854059399086	0.16664360766471464	20	0.11894810199737549	-9.931384738592897e-06	-0.02641100096543835	0.47347839123145713	-0.8453614100511889	0.12094152592935765	-0.20947963596776775	-0.029908416370831976	-0.017911456300581434	-0.027583586338294126	-0.12481412151612951	-0.4802720718363005	0.6950993354201437	-0.45430253344515104	-0.24351139666520963	0.0029114489006346013	0.06931693694230506	0.009755997560927264	-1.6023702443698054	-1.7918978328055655	-0.8172432487739362	0.11894810199737549	-9.931384738592897e-06
35	16693	color_cast_s2	train	-1	0.12869673378572716	1	True		0.08794487013898143	0.16197821314297034	20	0.10252562165260315	-1.6908297766349278e-06	-0.04708788194093708	0.5542663303317651	-0.7284767881226204	0.09518579466588199	-0.33840878013785713	0.1871061004031579	-0.03429545161217511	0.011288347476784182	0.0541112700265891	-0.7979327540536215	-0.10801891950469539	-0.08150480114596097	-0.41189633469819165	-0.4151788945698407	-0.004679999008066601	0.003188016092375224	-2.431045136503846	-1.820293439559524	-0.3119807459156611	0.10252562165260315	-1.6908297766349278e-06
36	25907	clean_s0	train	-1	-0.05893184568508232	-1	True		0.07958184109816244	0.5483843269523785	20	0.04190914332866669	-2.2288500986178406e-05	0.2336261010146156	-0.5614021007110185	-0.16034237379383628	0.0673405373721405	-0.7625312185096184	0.07799730906121907	-0.07040109837584221	-0.08665072033365888	0.053251869318008224	-0.7122108233724652	0.6947203201978885	-0.06310706931101501	-0.04265560569402102	-0.02736933719524942	-0.015467498096907869	-0.022211059761187587	-2.530969339051642	-0.6007789112914074	0.3300399392851425	0.04190914332866669	-2.2288500986178406e-05
37	25907	gamma_s2	train	-1	0.9538229472309498	1	True		0.24499403328016284	0.5716538875353487	16	0.08668261766433716	5.194896743887512e-07	0.9177389340953485	-0.20134224040697857	-0.12338097391266833	0.04032770184269325	-0.20103913450222824	-0.06012895091856786	-0.20028443013658617	-0.12736281054769222	0.017437502568081454	-0.7733579280938122	0.6117839442204244	0.09915270483178659	-0.12289229470695116	0.043620611299540694	-0.010754426795733282	-0.01953621635799569	-1.4065214226884097	-0.559221562463886	0.1269542253883879	0.08668261766433716	5.194896743887512e-07
38	497002	clean_s0	train	-1	0.19759617514814334	1	True		0.12440391746803042	0.058137929783587144	13	0.1553477644920349	-1.2974629498785362e-05	0.22867316674244498	0.30105563784416295	-0.6738520631790953	-0.1359827441438227	-0.5064359919653331	-0.0016901760375264254	-0.08798564228153564	0.34682046084667284	0.3057671113365635	0.3482336551451066	-0.6894493326472723	0.08078216999495855	0.3220624982289769	-0.4201820384783431	-0.12682065461274702	-0.08374351960717201	-2.0842216082642815	-2.844936991905608	0.44808088444653904	0.1553477644920349	-1.2974629498785362e-05
39	497002	contrast_s2	train	-1	-0.16447749180184917	-1	True		0.6511817446058613	0.05372989835812301	10	0.13393613696098328	-5.315556563800783e-07	0.532957958545868	-0.5084139888331324	-0.2071538651065333	-0.09791117183667356	-0.02310631893109535	-0.5701333657612497	-0.27958427180729006	0.034905403715148435	-0.09424340710757277	0.1502477349203098	-0.8301172278596647	0.15265425021999884	-0.4954723620296239	-0.02289763375847494	-0.03450012396821472	-0.09454334725633001	-0.4289664981528736	-2.923785665940144	0.06124847738896277	0.13393613696098328	-5.315556563800783e-07
40	330677	clean_s0	train	-1	-0.08916541215520865	-1	True		0.1413441813967638	0.19338778829617911	20	0.21071358025074005	-0.0001329835649812594	-0.08028519107671342	-0.180436674486128	-0.2511736698737893	-0.09958046555437541	-0.8897343403316882	0.25863448705934905	-0.010094880500468712	-0.17138118959758614	0.10964311250267855	0.331200741254873	-0.7890993231272826	0.2748093598883775	-0.3916454426348433	0.15044152207874734	-0.05517487752022832	-0.031991552150927624	-1.9565573601909594	-1.6430578401634293	0.49568134981330797	0.21071358025074005	-0.0001329835649812594
41	330677	color_cast_s2	train	-1	0.1192223132292456	1	True		0.0923428072059649	0.10973119501027494	20	0.14030329883098602	5.787219379271846e-07	-0.05405887014019656	0.793906111286332	0.025455215836806253	-0.4570032266093682	-0.13471888657655468	0.3585651810053876	0.07670500613670443	0.06847614518037826	0.1703398902896797	-0.3782043896951735	0.5814982454479898	-0.2433551513213474	-0.5430777725134103	0.3628496897799717	-0.05130405108788541	-0.03685583006622886	-2.3822474615968705	-2.209721585568713	0.013358169216582614	0.14030329883098602	5.787219379271846e-07
42	129738	clean_s0	train	-1	0.09507853361452341	1	True		0.0008755664648335999	0.06989640158209742	2	0.0012149495305493474	7.035364887997275e-06	-0.15485564077987768	0.058777798378827746	0.6159981571067984	-0.4230292486469744	-0.42182680369410336	0.4858805926171404	0.011811886079040528	0.00031722681001945563	-0.04424272262339086	-0.5833669990981458	0.6927228509262002	-0.32600632153989323	-0.26169801361166894	0.032494911549269624	0.015480716950585246	-0.04241501795346261	-7.0406394915487445	-2.660741110565378	0.6635377008990376	0.0012149495305493474	7.035364887997275e-06
43	129738	gamma_s2	train	-1	0.021961942686559568	1	True		0.0018616427428918701	0.023836230868864317	2	0.001132247969508171	2.4160834755093674e-07	-0.07364780894315795	-0.3703012034220087	0.5602567155842874	-0.4130575096914365	-0.5598897613476144	0.24294103578407	0.017770431132732318	0.011672372749850118	0.3063164019650752	0.06440437811817222	-0.11300800198813436	-0.3178083383392899	0.553960129945056	-0.6639080993077933	-0.04835497414151127	-0.19561542892034167	-6.286295985404018	-3.7365485503805793	-0.453038633008085	0.001132247969508171	2.4160834755093674e-07
44	302343	clean_s0	train	-1	0.2360569394324442	1	True		0.21167823873285385	0.07856822792420033	6	0.1237933412194252	4.624441316991579e-06	-0.13016956082761913	-0.7804632245508402	0.4529144064421152	-0.05619507916811997	0.055360531589780985	-0.31674688180032046	0.05516088996220154	-0.24332610770964347	0.24994750126024057	-0.07139752974513729	0.5081995004784948	-0.6781418992645621	-0.4099407368858206	0.12161977902263807	-0.15137379292821423	-0.09235078730785336	-1.5526878990684083	-2.5437878861380967	0.2443709242503329	0.1237933412194252	4.624441316991579e-06
45	302343	contrast_s2	train	-1	1.2371922201899903	1	True		0.43563152554187207	0.0577473364036971	2	0.09405326843261719	-9.311126632383093e-06	-0.11806820215139709	0.10880893402941838	0.6907653234945555	-0.6938383949123194	-0.039181092393863866	0.10453544831355875	0.05590997353651541	0.007957513326339306	-0.028252591034927114	0.4780153111725708	-0.243191101344906	-0.7368503803263923	-0.3990463539182395	-0.0742842219122747	-0.050004942161321154	-0.03682561809613606	-0.830958517854156	-2.8516780535063138	0.40339609675512195	0.09405326843261719	-9.311126632383093e-06
46	6730	clean_s0	train	-1	-0.02836122549824992	-1	True		0.4080092791075022	0.07264017141306024	5	0.2798077166080475	-1.1401945812394843e-05	0.13791762297538923	0.1974626801354882	-0.7276507670847433	0.5624500659103912	-0.2311825222327374	0.1900350058970732	-0.0787603127437961	-0.019991368745444476	-0.11088991731965157	0.5186399397394934	-0.8097208729493656	0.024345588743158435	0.057926940069812596	-0.23419430169705185	0.06296254647397992	-0.01756860106779137	-0.896465361923596	-2.622237184916825	0.6275010099531825	0.2798077166080475	-1.1401945812394843e-05
47	6730	color_cast_s2	train	-1	-0.1569232809876053	-1	True		0.5327733259117469	0.1121268207517756	5	0.29049497842788696	2.127759444192634e-07	-0.45927723897995326	0.14468446091824222	-0.09478822349442875	-0.0789508530493698	-0.7076137698092636	0.48947698873354684	0.11144106963671728	0.013736749412723329	0.040249576106347745	-0.8391109362665005	0.43848434210278125	-0.1074234429694745	-0.18101726187290768	-0.23590431919769933	-0.005974000536728684	-0.04484092193685077	-0.6296592249867776	-2.1881247201372456	-0.16163515324025646	0.29049497842788696	2.127759444192634e-07
48	277507	clean_s0	train	-1	0.006649714378211836	1	True		0.2818754530134779	0.056808357945583754	6	0.12089065462350845	1.498958681622753e-05	0.3627747120538855	-0.5053685680473613	-0.10503409007345353	0.3334762948216223	0.4453958713609281	-0.5210453662847094	-0.12766030806046016	-0.06779092288167894	0.03527622550223465	0.00293691364108445	-0.5531551632422281	0.43622251011926644	0.5217973433182197	-0.45862778017670164	0.0016109533022319125	-0.14093170703139077	-1.2662899615797794	-2.8680718171331843	0.6956036121402511	0.12089065462350845	1.498958681622753e-05
49	277507	gamma_s2	train	-1	0.17756011530854207	1	True		0.2076088703834064	0.06644306249156652	9	0.4441348910331726	3.389263838471379e-07	0.43325150022995423	0.3509972067628367	-0.7220260634046507	-0.17416670024724015	-0.12348605876822606	-0.3041990004658108	-0.11810133085196846	-0.12531823382654206	0.0687398641220364	-0.676379490079821	0.7259871959748176	0.010837057546371449	0.032846660702119154	0.019907854675559115	-0.036827522457088153	-0.08820019108092692	-1.5720994003546434	-2.711409901190877	-0.7284043768022701	0.4441348910331726	3.389263838471379e-07
