episode_index	image_id	case	partition	block	S_orig	y	integrity_passed	holdout_score	norm_pseudo	norm_clip	support_count	pseudo_loss	clip_loss	feature_0	feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20
93	115151	contrast_s2	train	-1	0.26082077831067696	1	True		0.4325322294422231	0.15876718959928754	16	0.16720856726169586	-9.347284503746778e-06	0.07682520513110742	0.3571255135582792	-0.8676288021074943	0.30619473582009427	-0.02311000670438873	-0.13070709352045526	-0.033510799982280084	0.035817740092831424	-0.019722979763223188	0.42366775811006124	-0.8569638768659038	0.25686000723695634	-0.13442633741895288	-0.030303653026924744	-0.009222946514803338	-0.026051312880206786	-0.8380984364427333	-1.8403163661246014	0.9784065328515446	0.16720856726169586	-9.347284503746778e-06
94	229472	clean_s0	train	-1	0.043470012132425934	1	True		0.4300853405511561	0.1663642242707282	7	0.12450861930847168	8.899150998331606e-07	0.6301557307069776	-0.5904518469087575	0.07934162640879905	0.1132293450343358	0.16382218354604683	-0.40518307896520145	-0.20932304926125503	-0.018089196303287584	-0.00267769478701911	0.4743392470818336	-0.8492535819203457	0.19556120747656494	-0.10159525948204007	-0.05609043958825414	0.001345111199644169	-0.04527397547873703	-0.8437716235860167	-1.793575772077509	-0.32037899538370007	0.12450861930847168	8.899150998331606e-07
95	229472	color_cast_s2	train	-1	0.14571835884637316	1	True		0.6816021659335972	0.09826883588129318	8	0.12085838615894318	-4.569072871163371e-07	0.3695025735673715	-0.1530545058425138	-0.05041720260553334	-0.016686380311375412	0.6489972516947278	-0.6269630340544803	-0.10493348924545089	0.10922783901396699	0.5854620320259079	0.5184801160514101	-0.03808161825511181	-0.44519187245865605	0.2952187368745664	-0.18755906852500256	-0.25040201943374535	-0.06109735852397813	-0.3833091257511334	-2.3200483327928225	0.4751133958861358	0.12085838615894318	-4.569072871163371e-07
96	429602	clean_s0	train	-1	-0.025152614747597564	-1	True		0.1810903861404007	0.24258473064603361	6	0.08378484100103378	6.339902029139921e-05	-0.3118612770276972	-0.5603546552182426	-0.3543288032081099	0.5459363168863062	0.12284771008205231	-0.35461066478583864	0.15441342255807414	-0.021588257415094767	-0.028623987142703203	0.4929222217826562	-0.7760469562728521	0.33862935289509244	-0.13769564836412948	0.13936451266117056	0.00250018146111084	-0.030013726311649086	-1.7087590014135232	-1.416404224902181	0.12725957056001305	0.08378484100103378	6.339902029139921e-05
97	429602	gamma_s2	train	-1	-0.11524982617516757	-1	True		0.07035031463784215	0.10607049489203725	6	0.035152144730091095	-4.5350941491051344e-07	-0.3950104234065933	-0.4723757045252998	0.504682460278172	-0.08717149542032694	0.4573133172529794	-0.3694584276740882	0.11018591953757569	-0.02736360793136749	0.4860699860384024	-0.0857217679819833	-0.34878225050884093	0.10633010132862107	-0.7122038847893806	0.2770190458627646	-0.1848401457094227	-0.07275158887313614	-2.6542680229535294	-2.243651359754541	-0.7832264463776601	0.035152144730091095	-4.5350941491051344e-07
98	41110	clean_s0	train	-1	0.10366496990660683	1	True		0.2840066795736697	0.4486401536506955	3	0.22380247712135315	-1.4237166396924295e-05	0.11995621073918483	0.5202953338342672	-0.4548950940879741	-0.09483845642823667	0.5617208555931339	-0.4264310977216982	0.02586730130767289	0.0306018897453853	0.014701212551318012	0.6830296325681978	-0.7275553060083606	-0.02531697740071882	-0.051327518602524456	-0.013355848794506627	-0.013306228915456011	-0.016934407055553935	-1.2587575214683946	-0.8015341520927525	0.6665041853930069	0.22380247712135315	-1.4237166396924295e-05
99	41110	contrast_s2	train	-1	-0.06166522806764775	-1	True		1.7851554533392913	0.1230932428515524	5	0.43319815397262573	-3.973155457970279e-07	-0.10755073226860858	0.3316601643255127	-0.8451708437385071	0.3196823909702825	-0.2453595779089885	0.03717196101719806	0.016952218475105193	-0.0073030347140121	0.10523737213414279	0.690581054290627	-0.5039111724768439	-0.47438868577678545	-0.08913214890803974	-0.14325001290607214	-0.06716286664874688	-0.008709258398550579	0.5795055001456467	-2.094813138829174	0.5074267779705199	0.43319815397262573	-3.973155457970279e-07
100	412437	clean_s0	train	-1	0.21502137854176584	1	True		0.16451656517934402	0.08228481363215516	11	0.10025770962238312	-7.509715942433104e-06	0.1390340892109242	-0.0132124095377864	0.34670195845893437	-0.5031404754686447	0.5685148704706675	-0.5324740614174744	0.0024088420677040234	-0.019969518182868098	-0.07186483254842242	-0.01692879729962073	-0.47890973726211933	0.11213251624030883	-0.8101048860918415	0.3075817814259722	0.01792104645683983	-0.03772242511366707	-1.8047440136621715	-2.4975687128318667	-0.8557648698404914	0.10025770962238312	-7.509715942433104e-06
101	412437	color_cast_s2	train	-1	-0.1674454111952605	-1	True		0.15256684637612983	0.1162825785508735	11	0.11150948703289032	4.722713242699683e-08	0.09973781012725264	0.8632789926970255	-0.41915393042648474	-0.2119400638176618	0.08366386520669547	0.10713536236427208	-0.07556001449422682	0.0024895666891132807	0.18170958605213453	0.7106704107316498	0.34202450481863733	-0.3228586464085173	0.43116205200033325	0.21544790108914086	-0.08857731757709632	-0.02337245846906705	-1.8801524420770126	-2.1517320281686225	0.6224854079955134	0.11150948703289032	4.722713242699683e-08
102	218917	clean_s0	train	-1	-0.09475416920987556	-1	True		0.36842331349704105	0.036433313666870096	20	0.20102545619010925	-3.70648194802925e-05	0.02703242692634462	-0.6746243414530337	0.625231612958487	-0.29909723472033983	-0.2192424307400758	-0.093232387501571	-0.030231289715155246	-0.07812853354682203	0.3369017038430612	-0.5987781761686676	-0.4380152018764673	0.23096133455224382	-0.3698483799007417	-0.3144957157171186	-0.20939215748405704	-0.056754097370865064	-0.9985226934924163	-3.3122717122335876	0.1912887094306593	0.20102545619010925	-3.70648194802925e-05
103	218917	gamma_s2	train	-1	-0.022264661845810507	-1	True		0.4852114519594152	0.1331335256701973	20	0.28535374999046326	-2.976086932449107e-09	0.31502331923067484	-0.5318037720730384	0.4691273453766931	-0.1606841937163285	0.39778736177055407	-0.44806354606100474	-0.08521224677137663	-0.076081052583669	0.50574460835638	-0.47867448898096054	-0.11561489370163203	0.2812333243488716	0.3759881392657845	-0.4970403153161609	-0.18441608499554552	-0.014446107055824343	-0.7231704996342752	-2.0164027019685444	0.7035369460704273	0.28535374999046326	-2.976086932449107e-09
104	403225	clean_s0	train	-1	0.3977553468952782	1	True		0.33207971422278937	0.12199660004457369	3	0.03501713275909424	1.2848246115026996e-05	-0.02295091237620624	0.42123674577944087	-0.850345843065155	0.30376098762566284	-0.023083053117919423	-0.07376862178301738	0.01030927735909289	-0.024354693552563367	-0.04489276039880963	0.405887750821345	-0.7681870236064658	-0.12535525293231617	-0.47480072806724877	-0.009272052499708187	-0.029854585183802494	-0.03164699856607584	-1.102380235802078	-2.103762103116118	0.7992585826167674	0.03501713275909424	1.2848246115026996e-05
105	403225	contrast_s2	train	-1	1.0079654448549706	1	True		1.8233300472762402	0.17778893547252086	3	0.24547365307807922	4.5895681068941485e-06	-0.029713755161063653	0.6205529886665977	-0.773903830595322	0.07058423609439984	-0.09496650986423955	0.008800369768166373	-0.0012178114217823851	-0.0320037505057138	-0.08277227926781444	0.6580637648027091	-0.7374803551005632	0.0808935755895322	-0.07423930462860585	0.054617744391164555	0.033090903386711244	-0.009497697366628945	0.6006645255396078	-1.7271581880213833	0.9950661617195282	0.24547365307807922	4.5895681068941485e-06
106	390571	clean_s0	train	-1	0.6038455227768676	1	True		1.4635469032836312	0.15375290857678287	8	0.13019677996635437	-0.00014132485375739634	0.13322805617425607	-0.49692582456945433	-0.2055009621455339	-0.34427185355091094	-0.7182727690254587	-0.23690917254171256	-0.023933241792716275	-0.04412174647385331	0.07653203847847152	0.3005105312874415	-0.6901645788343395	0.48795074274925887	-0.31592212474706866	0.298795734695953	-0.005361250411089494	-0.01728500646108888	0.380862875344578	-1.8724084548953694	-0.008271684640936606	0.13019677996635437	-0.00014132485375739634
107	390571	color_cast_s2	train	-1	0.7299160265720726	1	True		1.4489335014132834	0.09626187968765691	5	0.16301175951957703	-1.6797694968317955e-07	0.0539247618234215	-0.6737169407205613	-0.4238896974113925	0.07512982490961387	-0.349909531654361	-0.4851547396149157	-0.00017281301107736246	0.007668513991349509	-0.01817759458756614	0.8336037404655354	-0.30012085218098805	0.10112286230806344	0.012754020159092088	0.4485712041022576	0.055031104158735265	0.008295005484399768	0.3708277695416754	-2.3406828880938284	-0.6498128027716578	0.16301175951957703	-1.6797694968317955e-07
108	228505	clean_s0	train	-1	0.07492355660676338	1	True		0.023250214937024435	0.21971073300803218	3	0.016112331300973892	3.3887044992297888e-06	-0.06492095486304172	0.17351841747732552	-0.6618425179545365	0.34196072868023664	-0.5523999145759226	0.2928935240363827	-0.07881824863968148	0.11644471406350398	0.07419603520605575	0.8805885892546363	-0.24003905015544913	-0.33757123033865016	0.20155779537464097	0.07315942857191023	-0.0309211029989073	0.023487064468017342	-3.761440902345291	-1.515443447762393	0.10667291205203733	0.016112331300973892	3.3887044992297888e-06
109	228505	gamma_s2	train	-1	0.15442381515450626	1	True		0.13119228638698818	0.1818128419177637	3	0.023593198508024216	7.274985364347231e-06	0.25832677370504353	0.7081390617996081	-0.5338032814663553	-0.28893360330587087	-0.09553240736757129	-0.01375281273888906	-0.16803952006399647	0.16070132445905103	-0.022246064987521793	0.8425032823600355	-0.4640514705557584	-0.16817418420466607	0.21233061265112796	-0.0014809053270287763	0.026727405183302178	0.01631477548256961	-2.0310911969749914	-1.7047774621165155	0.8650325582328936	0.023593198508024216	7.274985364347231e-06
110	577481	clean_s0	train	-1	-0.04698361984950896	-1	True		0.2868470265007506	0.2719976363535821	6	0.23321625590324402	-2.341014624107629e-05	-0.16617626021172235	-0.7366109271858192	-0.10160918424822564	0.6227841095586286	-0.09369393442916144	-0.08781833025044398	0.08673041249850592	-0.08713519446380241	-0.10063943831480264	0.4197035558856497	-0.7747956644558612	0.3520661675258853	-0.24154608071117142	0.17205590707569307	0.036398386544087676	-0.013752593927143463	-1.2488062140268532	-1.3019619025967568	0.017430152321730598	0.23321625590324402	-2.341014624107629e-05
111	577481	contrast_s2	train	-1	-0.003857256709235627	-1	True		0.2194077827202994	0.07672781198712081	7	0.2510793209075928	1.345254531770479e-06	0.18792032842293654	0.15991010650256798	-0.8186801324779366	0.41545886642616064	0.11528709521579968	-0.25867404481542977	-0.06499274998968442	-0.10883035262619462	0.13704008917892335	-0.3495131142442819	-0.6173870053211286	0.6481592503815612	0.0030193718962189396	-0.2321009217098363	-0.05764279783495423	-0.024100251056923105	-1.516823259020381	-2.5674910289280533	0.8113437035850378	0.2510793209075928	1.345254531770479e-06
112	363640	clean_s0	train	-1	-0.021940990256960467	-1	True		0.5055751807585559	0.20332274066182332	5	0.15221670269966125	0.00010153176845051348	0.1147891750861788	0.29909623174385	0.12453829225702322	-0.825227715796506	-0.440886236219802	0.028343925147080704	-0.07461409287906702	0.01014918921495159	-0.004336305659676051	0.432706435782611	-0.8239279744130221	0.35827723655842747	-0.06602785210781162	0.02386472270039	-0.0006533302192623883	-0.02442995160651	-0.6820585260419657	-1.5929607069407556	-0.23975979042322557	0.15221670269966125	0.00010153176845051348
113	363640	color_cast_s2	train	-1	-0.04998252618311677	-1	True		0.0973399452118041	0.1297822420289354	4	0.05780868977308273	2.057591700577177e-06	0.15561077316892674	0.8169787214361938	-0.3033844336416546	-0.34974308269538934	-0.14177354994983613	0.22046164922815095	-0.12475160905626476	0.09850215884162612	-0.03369969575415517	-0.6808663955496657	0.5010719468965675	-0.32838845178918696	-0.41398766428105555	-0.06794750562166094	0.010787159839370343	-0.015943592824945153	-2.3295458374205857	-2.0418972943185536	-0.557866744599299	0.05780868977308273	2.057591700577177e-06
114	338363	clean_s0	train	-1	0.005258089643390371	1	True		0.21460387050628985	0.1031095644304353	2	0.0575118251144886	1.382737173116766e-05	-0.18041111910527255	-0.13100326677935967	-0.8260436765586209	0.1414647809781491	-0.3379223036066743	-0.3445587176826443	0.12198038423565742	-0.011752659405095489	0.0716622118257231	-0.7519444542506024	0.48690388676041474	-0.13802707316299173	0.13339278785760794	-0.38697437172221383	-0.0679123313422744	-0.0340927009739861	-1.5389614130335063	-2.271963123770825	-0.25577562354332833	0.0575118251144886	1.382737173116766e-05
115	338363	gamma_s2	train	-1	-0.007231788741065499	-1	True		0.10831086729543302	0.09566939397276226	2	0.03371322154998779	1.973970711333095e-07	-0.20063087878179425	0.33982229717054313	-0.7005144743955576	0.5724026959610631	0.11364070760746575	0.07074238332283474	0.08901419082077719	-0.007775617926509784	0.3016803477675659	0.23151464642481587	-0.6791785990138789	-0.08711750567568292	-0.6014732165076794	0.048107935495099875	-0.14740635741463357	-0.02653053424216406	-2.222749785628623	-2.346856843860444	0.36619205164100216	0.03371322154998779	1.973970711333095e-07
116	489744	clean_s0	train	-1	-0.07062935243218085	-1	True		0.0956636101246468	0.08171320274197535	7	0.14928236603736877	1.144668203778565e-06	-0.27494584105862235	0.2209878577418696	0.4488687758436394	-0.732848424232514	-0.13157324641153187	0.049471110740229904	0.09319821604373056	0.3295062107517817	-0.18380664284948925	0.17930512478324132	0.07204839050031589	-0.813160015667127	-0.5075241614946862	-0.03915643133331898	0.055832624350641735	-0.07357530859885852	-2.346917302307166	-2.5045396898908825	0.7642239056490038	0.14928236603736877	1.144668203778565e-06
117	489744	contrast_s2	train	-1	-0.22009832236014676	-1	True		2.1862492917443546	0.03962443106961894	4	0.21189334988594055	-2.898460024880478e-06	0.058645418512972385	0.6825802235070461	-0.7207575538786521	-0.04959564405969809	0.02095064397709828	-0.0784274934961572	-0.02428618705289812	-0.03891213024298022	-0.28385895648121245	-0.5427621707784306	0.4472238887472488	-0.35527735440388075	-0.5233383010809416	0.05231407144971893	0.08029618646083996	-0.12463906497679726	0.7821874233919509	-3.228309404727037	-0.7040127906188749	0.21189334988594055	-2.898460024880478e-06
118	73610	clean_s0	train	-1	0.036049651738284026	1	True		0.2349988971113713	0.05088812535231342	6	0.07956533879041672	7.095182354532881e-06	-0.1375083780455128	0.5245864967888341	-0.7550620133825048	0.3293517341729378	-0.09049211740610469	0.13660040547818111	0.01967806380512366	0.008574625652165227	-0.263835718475054	-0.423643644447252	0.20387610168029655	-0.053138709063520306	-0.7601354302949711	0.3514615917921023	0.04802292459565543	-0.053761182261266506	-1.4481744579878364	-2.9781256762909227	-0.24011846269314938	0.07956533879041672	7.095182354532881e-06
119	73610	color_cast_s2	train	-1	0.1985984061539885	1	True		0.18027737249516407	0.06028642114482237	7	0.2145472764968872	-4.5728114628218464e-07	-0.142170403844801	0.7114745777154787	-0.586807873929963	0.05590240595270082	-0.09185661110963585	0.19651364376765082	0.029095811362952705	0.27968040009327566	0.07482656971520821	0.7065853910948993	0.001608921809310493	-0.37633466056885895	-0.33657077939956354	0.4821706054108232	-0.0840908324004543	-0.025846736471186016	-1.7132586558378762	-2.8086483889025082	0.586091115345868	0.2145472764968872	-4.5728114628218464e-07
120	463892	clean_s0	train	-1	-0.06516877694686549	-1	True		1.3859585344901635	0.21032772682403172	8	0.2649601995944977	9.52572372625582e-06	0.03908005439625941	0.841276603279046	-0.3697290293941058	0.028612136199129685	0.3777327139964026	0.08831240366111254	-0.0448695212691269	-0.02671813626014694	0.029023548290439415	-0.8803274358542482	0.07181542489831576	0.28253952608051264	-0.3489721984811741	-0.12767872804650526	-0.004218571902482926	-0.03307493021954824	0.3263919829256344	-1.5590883608127957	-0.8999536663218387	0.2649601995944977	9.52572372625582e-06
121	463892	gamma_s2	train	-1	-0.10279262844999312	-1	True		0.15226066047831494	0.37100205757378596	7	0.08170430362224579	6.826732033005101e-07	-0.05134056991707713	-0.8589449309046175	0.21651017581137322	0.40392350477534916	-0.16712237550299794	-0.051496192965003476	0.044805343662685536	0.13022147478990337	0.10824869829752007	-0.8941244145205645	0.26565275205513655	0.2598722820307936	-0.08606280841944199	-0.20380705718145634	-0.037435642185785295	-0.019318700047632812	-1.882161355274815	-0.9915476703663992	0.9456164126963686	0.08170430362224579	6.826732033005101e-07
122	263261	clean_s0	train	-1	0.09209488889704177	1	True		0.08230102649725062	0.27748710595872467	7	0.12035113573074341	-6.269415462156758e-05	-0.233020400839469	0.22332697637755575	-0.8250667952677444	0.3676821876568079	-0.27765934630353395	0.031452004112709334	0.04261983735161556	-0.0008688662720219621	-0.010518140210303338	0.1855935091481069	-0.5540008701735344	0.23392191930626027	-0.671735805785814	0.38754422473222827	-0.0029011281483739154	-0.04878579869068795	-2.4973716987371555	-1.2819808118851812	0.78561713404078	0.12035113573074341	-6.269415462156758e-05
123	263261	contrast_s2	train	-1	0.17263521331195011	1	True		0.475519388808997	0.10979017801720252	7	0.19100706279277802	-6.702276095893467e-06	-0.3294600781561499	0.14122053308566737	-0.6024879833833633	0.3028721639207375	-0.563660003977298	0.29233695418808714	0.06773190316331672	-0.09501786442019995	0.08831958757414483	0.30671257571308036	-0.8790222624943583	0.30514053941530667	-0.09861484389023902	-0.12158621310401287	-0.06162762281396928	-0.06348307672465058	-0.7433476222023444	-2.209184207294033	0.6581342312592259	0.19100706279277802	-6.702276095893467e-06
124	161193	clean_s0	train	-1	0.22832566518921732	1	True		1.1445497256022736	0.07395645530001148	5	1.007339596748352	1.5192610590020195e-05	0.16585133657236026	0.7088172767597781	0.15165725289825024	-0.623155139170043	-0.05606996071464122	0.21163567768476604	-0.10354402486456768	0.0097101412348564	0.11910457340199403	0.005187614133364673	0.5455518306399049	-0.645270872462452	0.3843176137219664	-0.34541660940523145	-0.05175326517740686	-0.045769288150551354	0.13501130691383056	-2.6042788008560613	0.418534638899473	1.007339596748352	1.5192610590020195e-05
125	161193	color_cast_s2	train	-1	-0.3232814471563094	-1	True		0.865133773986178	0.08941758539803175	3	0.5093543529510498	1.4211353800419602e-06	-0.22029813524629438	-0.7123398358266951	0.5595882360744349	-0.0950504164826342	0.15822824651864884	-0.29288890325986083	0.10031318048434097	-0.03137343533400057	0.4040673474108002	0.7235687175871448	-0.24169805581903084	-0.16975570926791184	0.4267741205672579	-0.0827091109237948	-0.19206971020297353	0.008672834274962791	-0.14487113199934856	-2.4144379114593426	-0.6513450610615366	0.5093543529510498	1.4211353800419602e-06
126	540556	clean_s0	train	-1	0.22297419026433568	1	True		0.3133896522799027	0.999066664727518	16	0.1638774275779724	-3.2800751796457916e-05	-0.11638300353255707	0.6080466328943498	-0.29847405050765136	-0.42074017702265704	0.4312374070772607	-0.39126250322545325	0.03480824415868384	-0.10179180598812787	0.00329727842185187	0.6109976630971213	-0.7773487290094222	0.14404624758394521	0.022805596214716964	-0.03254029439851981	0.0032261695460064394	-0.007825698632945964	-1.1603079672157035	-0.0009337711000503654	0.5660190171975658	0.1638774275779724	-3.2800751796457916e-05
127	540556	gamma_s2	train	-1	0.39572077071826994	1	True		0.33046639413670453	0.3697152388502654	12	0.13934651017189026	-4.2639868524929625e-07	0.4207573005796096	0.08647625490983578	0.2915400239082805	-0.48157123075477853	0.5272516965616807	-0.45503081269367446	-0.0947397251776975	-0.06749598472488785	0.018508612479655018	0.6095428716237472	-0.7493851410952521	0.015567694282114143	0.15757300562457216	-0.20331004137993883	0.009218515948022721	-0.006728302012727712	-1.1072503067432402	-0.9950221943833294	0.009699644530741063	0.13934651017189026	-4.2639868524929625e-07
128	544046	clean_s0	train	-1	-0.01724364712031339	-1	True		0.33768737982668284	0.2713917574117964	6	0.13979682326316833	7.06114005879499e-05	0.29600791729002646	0.05773277993341397	0.6228603341173765	-0.652064627846338	0.2509876662227145	-0.1604704213765313	-0.07192119887266941	0.044550429085439935	0.03865567883313502	0.5093702283937837	-0.823522551912156	0.12610096597878045	-0.20813910546044395	0.014490205358916795	-0.029363231813945657	-0.023723598550321193	-1.0856347232463361	-1.3041919026660125	-0.6078264203549082	0.13979682326316833	7.06114005879499e-05
129	544046	contrast_s2	train	-1	0.3716405956095415	1	True		0.30807227298136186	0.03897412178551892	5	0.13977035880088806	-1.683634422988689e-06	-0.24986861293484072	0.04001672257047382	0.6249992624011637	-0.6261409336033448	-0.2935952017286499	0.23982666018217286	0.07460380778377679	0.06330161052072186	-0.3267245422173549	-0.6279868484094173	0.39129716033551565	0.40864806606380266	-0.24948649396304523	0.3040082351223541	0.12108119148249342	-0.09721990268985983	-1.177420870995028	-3.2448573970306125	0.1942336464154713	0.13977035880088806	-1.683634422988689e-06
130	442259	clean_s0	train	-1	0.018422615887518853	1	True		0.36788360873883136	0.3055116560767385	2	0.057009775191545486	1.5729461665614508e-05	0.18324760649243402	0.36517176766589093	-0.5057221404448105	-0.14194145435773384	0.4929906488024361	-0.559392362614011	-0.03378724550502587	-0.008152416298740398	-0.08287926435413494	0.5413108770357815	-0.8049758569623772	0.10877950168365244	0.09036616518996764	-0.17691162225163748	0.025686331681126016	-0.013072800900625584	-0.9999886714387477	-1.1857673469977192	0.7168892049918127	0.057009775191545486	1.5729461665614508e-05
131	442259	color_cast_s2	train	-1	0.09261040439559666	1	True		0.009287551739360932	0.0647348670967695	1	0.007722286507487297	-3.3944616006920114e-06	0.750057254976711	-0.37974904027606493	-0.09516338909859384	0.05539290593438109	-0.13097924043892276	-0.2081376132782261	-0.37918986296508095	-0.27716160653252575	-0.26121615384399466	0.5679364543556243	0.17045668217111615	-0.15378827461644198	0.7212053384469581	-0.0985364181663793	0.10074078389549693	-0.12850182643993754	-4.679080297986247	-2.7374553184933372	-0.5128783137006998	0.007722286507487297	-3.3944616006920114e-06
132	52751	clean_s0	train	-1	0.00672239160079901	1	True		0.7629785205641123	0.3833690465811704	6	0.11742573976516724	7.190932592493482e-06	0.04856600840617919	0.2937539675408441	-0.8199931876587518	0.47572759165668316	-0.052412181762842965	0.0013709375867938913	0.0014657012484825135	0.09946514747134104	-0.032582205910663894	0.6969819947972575	-0.6804500594170766	-0.07563133390077258	-0.18853319672499058	0.09336674775960978	-0.00606580060079847	-0.011099863126250909	-0.2705253993847447	-0.9587571856355737	0.7340398355083384	0.11742573976516724	7.190932592493482e-06
133	52751	gamma_s2	train	-1	-0.04258745253353396	-1	True		0.38624879843289767	0.14122257805597865	6	0.157643660902977	-1.3274236607685452e-06	-0.4376082280866344	-0.3907309365660896	-0.1934927004595511	0.08608476777282438	0.4098938440143037	-0.6550070714664625	0.11783171627352766	0.006842598219607421	0.3826335822827246	0.22364553382752458	-0.2669511673223427	-0.14983710504457232	-0.7319625296468141	0.3886763237359761	-0.14836986701541824	-0.031750373751809155	-0.9512735616257709	-1.9574180654524482	-0.7883870296105475	0.157643660902977	-1.3274236607685452e-06
134	535993	clean_s0	train	-1	0.069380494367858	1	True		0.11675995217402092	0.11326464365967188	20	0.13980458676815033	2.436649810988456e-05	-0.35233221025258143	0.3208528816435702	-0.2404677568171152	0.6643628336638299	0.1087516197756585	0.4587742976683623	0.22640958795235547	-0.012274062010836393	-0.14819455009070323	0.2804908730767589	-0.5398432452287697	-0.22831292928413538	-0.7219419978458471	0.1689949120395138	0.0351944659121088	-0.06933645036506389	-2.1476351425970184	-2.178028219131023	0.12817985268137927	0.13980458676815033	2.436649810988456e-05
135	535993	contrast_s2	train	-1	0.06860216478731078	1	True		0.2773372741399313	0.06279565334831244	15	0.1650383621454239	2.6197889383183792e-05	-0.08678647045309042	-0.8058690945003196	0.46928008674218175	-0.04044904288653569	-0.3472288664260988	-0.021502803919770663	-0.008899471886628894	-0.008586578439938946	0.07900886133018775	0.30098974828688263	-0.7064566887017739	-0.335718944804992	-0.46342265411431505	-0.20036386874809378	-0.11998735509133501	-0.148564150067675	-1.2825209172872132	-2.767869422086319	-0.39979619260462734	0.1650383621454239	2.6197889383183792e-05
136	95702	clean_s0	train	-1	-0.0423228328123133	-1	True		0.21638908334670265	0.0414328175900451	9	0.1429688036441803	-3.67213215213269e-06	-0.10300137396239517	0.03859316999822696	-0.8355166528329603	0.44832998649110845	-0.0010520937684334135	-0.2506981459825449	0.048821022450721646	0.1535554320116238	0.2620473190091776	-0.2156971931147347	-0.4692887859685937	-0.024806086531496938	-0.7600976333827837	0.036287832719859005	-0.2002244538036206	-0.21166852834278457	-1.5306771799195185	-3.183682016732088	0.29508599761345355	0.1429688036441803	-3.67213215213269e-06
137	95702	color_cast_s2	train	-1	-0.03354624842613971	-1	True		0.09407568373271867	0.05975173673011601	9	0.11867475509643555	1.4337661013996694e-07	0.22015418888046084	-0.801738099133341	0.33919582539352694	-0.04520268994824875	-0.13813036005953522	-0.26662059014427086	-0.1214082024167951	0.2945243203524909	0.18417716086964894	0.3058570276606491	-0.15707742791863546	-0.25059621465606574	-0.7356218765051429	0.45719386309951876	-0.14684727740005887	-0.11544944487096741	-2.3636556745649906	-2.8175570219633865	-0.2830820315492684	0.11867475509643555	1.4337661013996694e-07
138	367673	clean_s0	train	-1	0.17926939778943096	1	True		0.19050756469100968	0.04723950506074001	12	0.10238529741764069	-9.783499990589917e-06	-0.21627302093778503	-0.36048540818506997	0.7774851881654359	-0.44500721580824176	-0.11247304854665885	0.06092909183508433	0.05675266531279362	-0.03432499162723901	-0.09576768097068912	-0.19496587596865161	-0.7139899738540986	0.05450842180404365	-0.6362966671221105	-0.1573624900617909	-0.05892571547497825	-0.08339883585398679	-1.6580633755344472	-3.052524764809046	-0.4268822058861799	0.10238529741764069	-9.783499990589917e-06
139	367673	gamma_s2	train	-1	0.21220794412069574	1	True		0.27468395067823825	0.06815572788106135	13	0.11935001611709595	3.4021113037852047e-07	0.15951522968735005	-0.53580604341102	0.4986979391743877	-0.09221246255161071	-0.5675868411501943	0.3161422804817231	-0.06652792224830717	0.06113325080844691	-0.04232947888216789	-0.04331314776342288	-0.3431919246168904	0.026482483501365412	-0.8607046622881317	0.3611657687060487	0.014331420489084423	-0.0799471674395336	-1.2921341124903738	-2.6859600762120697	0.439727669534002	0.11935001611709595	3.4021113037852047e-07
140	174773	clean_s0	train	-1	-0.08462232248570717	-1	True		0.08919677667043548	0.06279185712353426	20	0.11484776437282562	1.0461599231348373e-05	-0.44695373470579436	-0.26632913371838357	0.0012549123136193305	-0.4719741749961905	-0.6510441991127393	-0.06203893129434901	0.11186687488355228	-0.2575235503482747	0.22121461809810095	-0.2427732412546673	0.2399504529370491	-0.4983680674941287	-0.728159588834504	0.1637233227415535	-0.15925585704297507	-0.06159670650590159	-2.4169103760195476	-2.767929877537104	0.6632568654639703	0.11484776437282562	1.0461599231348373e-05
141	174773	contrast_s2	train	-1	-0.2659859296378663	-1	True		0.6324212722131887	0.055566103654397556	16	0.17467400431632996	-2.164371107937768e-05	-0.2055039292206255	0.7240707475326871	-0.6182716333072301	-0.014458450461911623	-0.13137594011352074	0.16065605084198137	0.08859894422352216	-0.010052415960974935	0.11565381298321809	0.7236058305248091	-0.4680837971616698	-0.46013244379461304	-0.05150695123375961	-0.11044080989134619	-0.07185227683101525	-0.1103702964506601	-0.4581995369352025	-2.890181910121238	0.779997479604186	0.17467400431632996	-2.164371107937768e-05
142	267560	clean_s0	train	-1	-0.01652809804024202	-1	True		1.0147400067692538	0.01773857798994783	4	0.6904010772705078	-1.3374392437981442e-07	0.24232099387359385	-0.7194000003167784	0.6292139594301316	-0.0468777245091341	0.026140934491818684	-0.11772733924625271	-0.10387941555735429	0.017390797417566852	0.24410077939024144	-0.0235876949789258	-0.780386695099154	0.48965776446628473	-0.044686400366504314	-0.1944970829090462	-0.16747519291951055	0.1523692224917435	0.014632428716221665	-4.032013463659225	-0.3960879856146252	0.6904010772705078	-1.3374392437981442e-07
