episode	image_id	case	repetition	projected_multi_relative_l2	projected_multi_cosine	projected_sep_relative_l2	projected_sep_cosine	projected_sep_rev_relative_l2	projected_sep_rev_cosine	image_space_multi_relative_l2	image_space_multi_cosine	image_space_sep_relative_l2	image_space_sep_cosine	image_space_sep_rev_relative_l2	image_space_sep_rev_cosine	direct_phi_rel	direct_phi_cosine	reverse_order_relative	image_reverse_order_relative	old_additivity_pass	old_max_error_over_bound	rng_restored	isolation	target_unchanged	cotangent_file	cotangent_sha256
2	131976	clean_s0	0	0.00043919240170751185	0.9999999101012793	0.0003404100074434422	0.9999999622277409	0.0005067799841108266	0.9999999517607061	0.00039990801785663656	0.9999999200945379	0.0004683363256480707	0.9999998903562881	0.0004791754173809263	0.999999885330643	0.0006760058142595484	0.9999998269377096	0.00026221942969702607	0.0002587565952970964	False	8.927286711429817	True	True	True	cotangents_02_00.pt	d2b7c70cf87f221c55c6c2a107d718b2fce088817eb54361f2d0d11d492f10b3
2	131976	clean_s0	1	0.0008366222676703975	0.999999663882466	0.0006668500041972322	0.9999998183681011	0.0007386505572498093	0.9999997443122107	0.0003814975580297863	0.9999999272538579	0.0004588033835349535	0.9999998950691125	0.00046208991324429003	0.9999998935356033	0.0004313404723248875	0.9999999508962255	0.0001705515978914473	0.00023756709397535316	False	8.143465587268327	True	True	True	cotangents_02_01.pt	542783a4239ad999ca4d20a73d7bde24fbfa5768c1d7d0adde52bd24329e551c
2	131976	clean_s0	2	0.0004859926534918727	0.999999881927355	0.0004971133439323627	0.9999999707391327	0.0005948999417137475	0.999999923343659	0.0004045358923144497	0.9999999189214	0.0004637971447947842	0.9999998926331501	0.0004673044862394253	0.9999998910984249	0.0005597611951694164	0.9999998657863908	0.00023276223417838257	0.0002421927004522238	False	5.865529003883695	True	True	True	cotangents_02_02.pt	3bbcee38e9391cefcc18795e809563eb56eddb57723413bd5992ca1a50c7b14c
2	131976	clean_s0	3	0.00042436889620620994	0.9999999487421961	0.0003466753387215577	0.9999999668153118	0.0003927585216494772	0.9999999651543661	0.00038787520158243595	0.9999999248848368	0.0004623590481331626	0.9999998932919189	0.000465256136032047	0.999999891953177	0.00039166185323811066	0.9999999411940937	0.00010757677816481693	0.00024632007053822	False	4.6716608411477205	True	True	True	cotangents_02_03.pt	2dfe869227216dc3216ac7f75561e64f038a933415b115f03384c25b889dfcf0
2	131976	clean_s0	4	0.0003388913629131305	0.9999999793448195	0.0003093076600728671	0.9999999736326075	0.0003682974065253716	0.9999999322029202	0.00039673541874302734	0.9999999215073203	0.0004708977135953787	0.9999998891878481	0.0004588815215105747	0.999999894745879	0.0006676761999867808	0.9999998755749425	0.0003470512979018654	0.00024975108071777154	False	4.64065933308139	True	True	True	cotangents_02_04.pt	58b9267d34f473edb9f74e9f5897e6f8aca4d9c71a3a004290f1cb0c4293df51
3	131976	contrast_s2	0	0.000498088040775501	0.9999999695875234	0.00028512620559860777	0.9999999769362339	0.00029115952346343306	0.9999999579745346	0.00044870037627646746	0.9999998995982314	0.0005105325336519226	0.999999869954328	0.000519726034544243	0.9999998651144918	0.0003129219864125898	0.9999999796196147	0.00029684620538303916	0.00034153430970777895	False	11.465236681711511	True	True	True	cotangents_03_00.pt	c30fe1af46c28c7080d7391781305ec1654a4b9d9744b2b31849cd5c6fc59922
3	131976	contrast_s2	1	0.0004319994681261258	0.9999999176634319	0.00033216648445375294	0.9999999794106647	0.0002499299253062467	0.9999999769026117	0.000428635765063683	0.9999999086892083	0.0005153162722355116	0.9999998674315924	0.0005105503850053968	0.99999987016551	0.00014888699951806983	0.9999999894064676	0.0001602642774471166	0.0003672954336129028	False	11.107789575967418	True	True	True	cotangents_03_01.pt	f73fa60d939f76d36d62902b82ed58b75da5d43e2830e3fde199302cc007d68e
3	131976	contrast_s2	2	0.0005392591832253338	0.9999999850597102	0.0007838872469225075	0.9999999818413805	0.0005444016297773405	0.999999933501276	0.00040857971128642733	0.9999999165426787	0.0004938146137127226	0.9999998781538435	0.000500182176056087	0.9999998751437746	0.0006246855053016878	0.999999931131155	0.000490287094323702	0.00035633652135578874	False	8.744587893046642	True	True	True	cotangents_03_02.pt	2c014a285da4d4795a3cdedc897de99f594a37e2cb31a07d392676c0a00adb7e
3	131976	contrast_s2	3	0.0004342217613279162	0.999999972037337	0.0004997499025801864	0.9999999853383719	0.0005695312130777848	0.9999999501894927	0.0004718357197057272	0.9999998889145004	0.0005038965150708565	0.9999998730449102	0.000509192290321648	0.9999998704291749	0.00012690799563225033	0.9999999919930538	0.00028346890600828775	0.0003130223773857217	False	7.498791630822161	True	True	True	cotangents_03_03.pt	4e14c177c3252a20d008bd6e642f87b6da4a78622b9c36b8af797035b2c4e67f
3	131976	contrast_s2	4	0.0005624991954712073	0.9999999138168405	0.0006445264130098835	0.9999999514020562	0.00046421531122980145	0.9999999506091278	0.0004348781124439401	0.999999905741117	0.0005170315235238454	0.9999998674015339	0.0005074628331727027	0.9999998713954689	0.0006846237325421677	0.9999998131273086	0.00024213479417372556	0.0003622365243826205	False	16.318041471226554	True	True	True	cotangents_03_04.pt	d6b96fef6d11429c5c9aa804a7be040af8707f8658b65a4ed0dfc3944e320d2f
4	507312	clean_s0	0	0.0005732038605436612	0.9999998415093295	0.000368147079076075	0.9999999339668737	0.00028764667928060455	0.9999999642033596	0.0004756605618983999	0.99999988731884	0.0005402412841121979	0.9999998553518564	0.0005420710060931328	0.999999854699238	0.00040964004995991616	0.9999999231615275	0.0004017579796434381	0.0003724144436452657	False	4.77445604761841	True	True	True	cotangents_04_00.pt	baa990217f0ac4667a5f296fa6e0abb5bf37689500d76dc9ae5c1576b8f178a2
4	507312	clean_s0	1	0.0007060791932546633	0.999999785945363	0.00045582962802874006	0.9999998961352766	0.0005320441100381786	0.9999998692510625	0.0004685208571242995	0.9999998903882651	0.0005253067980305007	0.9999998620958322	0.0005218296611634473	0.999999864018879	0.0003564347847282577	0.9999999380531308	0.0002649068675010418	0.0003924424808703141	False	4.862275720138469	True	True	True	cotangents_04_01.pt	8374d78b9d0fa48e462d616d8c39404bdba992358bf39086194f00e4c164802b
4	507312	clean_s0	2	0.0002737564734904269	0.9999999638782248	0.0005564776734881175	0.9999998566081039	0.0004493459570873595	0.9999998997644889	0.0004595713985936053	0.9999998944599017	0.0005378119997360135	0.9999998560683291	0.0005358348856262424	0.9999998567993197	0.000369476899151362	0.9999999618163969	0.0004653736979768135	0.00038852136065988397	False	9.273930066618957	True	True	True	cotangents_04_02.pt	97d644ea6805c71d4f6777f1f574ea122d61177587ec6c315721ed537f49c27b
4	507312	clean_s0	3	0.0006384943230747515	0.999999801434103	0.0006717039521794677	0.9999997746220315	0.0005084735452394056	0.9999998707449435	0.00045545204505622206	0.9999998962885834	0.0005397178529635785	0.9999998546080104	0.0005413628026350043	0.9999998538203171	0.0004343254574530773	0.9999999056813749	0.0003301106933802717	0.0003820576310035457	False	7.986061410100045	True	True	True	cotangents_04_03.pt	35809e098d314346541ac977bef0c7cb8b4994f43459344771638ba3b5342a14
4	507312	clean_s0	4	0.00020561272476065054	0.9999999854671853	0.00018637239250657149	0.9999999839188665	0.00037971276222545093	0.999999954010852	0.0004688037001568588	0.9999998901171342	0.0005325882664313896	0.9999998584009192	0.0005308926990988535	0.9999998592641755	0.0003604716824356635	0.9999999495726737	0.0003647006874659815	0.00037952844768341493	False	3.9349469290988526	True	True	True	cotangents_04_04.pt	683e839a2251edb9817bcc2f8510ce1013ce46061cab052e539e93230267f6c6
5	507312	color_cast_s2	0	6.20036369944667e-05	0.9999999985493893	0.0004356392269074252	0.9999999109121255	0.00035078497196940045	0.9999999409900505	0.0004213448543314337	0.9999999112424369	0.0004964655362649958	0.9999998768393751	0.0004990184955965478	0.9999998755677079	0.0002943415003688213	0.9999999571944805	0.0002560527476862996	0.0003213468126458289	False	10.240913661985427	True	True	True	cotangents_05_00.pt	fb3a11f937cb1a60d4009cd8dd817154067eaaa93ac594db1083a34eeb581e42
5	507312	color_cast_s2	1	0.0001722354817952032	0.9999999896518789	0.00038075892465975645	0.9999999278651049	0.0002502896995349759	0.9999999691162486	0.000394833921229214	0.999999922078535	0.000498260821398697	0.9999998758696766	0.0004964909307168138	0.9999998767543563	0.0002979865479400844	0.9999999788028381	0.00023088293895456443	0.0003648159670920753	False	5.280313016654165	True	True	True	cotangents_05_01.pt	46d8b2df5da6db87e150f172330be0ee2b14e52cf574bbc5c787dbd70e40c0f9
5	507312	color_cast_s2	2	0.0002285257285556951	0.9999999810977878	0.0006072269589153518	0.9999998182907114	0.0003940164299776574	0.999999933507313	0.00039895704957634116	0.9999999204558494	0.0004945393624667332	0.9999998777226607	0.0004872254451158685	0.9999998813487339	0.0002910936286372885	0.9999999844848092	0.0002810547560282007	0.0003690450722308064	False	8.546419792934561	True	True	True	cotangents_05_02.pt	a263415f0687aa085674919f0546d9c08c688652e451976afccb4ff95399fa18
5	507312	color_cast_s2	3	0.00028224534229835696	0.9999999864475101	0.00011662300863960398	0.9999999954252851	0.00024899421832861316	0.999999969185392	0.0004210936776937234	0.9999999113694776	0.0004987040325938976	0.9999998756772625	0.0005059563189981078	0.9999998720078069	0.00017566325712498518	0.9999999880996263	0.00018258551436335646	0.00037177831535349697	False	3.4674835395279953	True	True	True	cotangents_05_03.pt	9ed7234220065d2859a5b8dd7354c86e165e3c9c3ff3ec49d064605a5081f924
5	507312	color_cast_s2	4	0.0002364249873946672	0.999999972247031	0.00027452266676009383	0.9999999629695148	0.00037505712182167583	0.9999999307219317	0.0003884253996012508	0.9999999247274983	0.0004942663678167299	0.9999998779822541	0.0004978745437308652	0.9999998761027709	0.00026757753748349805	0.9999999724027369	0.00017268836367011797	0.00037486938254506995	False	7.817344240107232	True	True	True	cotangents_05_04.pt	903eec04f36664714fba604ca094967590d199a8a69f72e120cafe13a564238a
6	517967	clean_s0	0	0.00024296679799613876	0.9999999723773342	0.00016323761068234963	0.9999999903118632	0.000233382991832615	0.9999999838850163	0.0004173013948627602	0.9999999129949396	0.00047559247212568885	0.9999998871872581	0.00047066263025037235	0.9999998892834628	0.00023550375239172764	0.9999999818775768	0.00024200517571021198	0.0003641911560946583	False	5.858107560936	True	True	True	cotangents_06_00.pt	f60887001a1b3dec6fe15c63869437e6c6baaa573acdcde8dca22cb025c84221
6	517967	clean_s0	1	0.0002558496009632626	0.9999999676073686	0.00020545934832449011	0.999999980588959	0.00021678667659579383	0.9999999769100438	0.00042357843895464377	0.9999999102934327	0.0004769193195606748	0.9999998868533371	0.00047096788019775163	0.9999998896834974	0.00030233705640338995	0.9999999549938481	0.00014081023917448903	0.000351268503671526	False	7.250008071179452	True	True	True	cotangents_06_01.pt	a1f832e343f30d51afc55065a9832cd972382902568452a6501cf6b1dcd8d8e3
6	517967	clean_s0	2	0.0001645732682932029	0.9999999866749387	0.0002452392342714273	0.9999999894150784	0.00023485073731475487	0.9999999907191875	0.00042894332558407797	0.9999999081188552	0.00047034792535303603	0.9999998894251461	0.0004762493522629828	0.999999886608173	0.00021678175752832778	0.9999999825554999	0.00013940219974324007	0.0003600295847521076	False	5.0482301667050065	True	True	True	cotangents_06_02.pt	c46f2e6efc0eaf56572b351d7a4e48d61070ff89c588b1f7369f95f6bd30298f
6	517967	clean_s0	3	0.00013574388889655247	0.9999999922164442	0.0001946934399874528	0.9999999811470848	6.203066499566631e-05	0.9999999984815633	0.00041540882787438583	0.9999999138217416	0.0004720249542581538	0.9999998891365376	0.00046372234407330903	0.9999998926153236	0.00013196219753306668	0.9999999965446087	0.00017677476628046593	0.0003710532458274714	False	5.944947226771926	True	True	True	cotangents_06_03.pt	b836b33e27c25ca8ce42c01f65f6584a9a621ff28bb9d69aa66e28fde7addae4
6	517967	clean_s0	4	0.00034823852158630356	0.9999999463298567	0.00027033771672118977	0.9999999635170195	0.00020681049405840577	0.9999999786962368	0.0004088437330207794	0.9999999164263672	0.00047213458148724684	0.9999998889585068	0.00047036442865652875	0.9999998894359511	0.0004977147791695056	0.9999998783226562	0.00011076488234872787	0.00037378014391370055	False	7.827026910936068	True	True	True	cotangents_06_04.pt	67b3a9e9450e906461fd5b632adeb830c68d51c5919b1e08200309cb57d2fdba
7	517967	gamma_s2	0	0.000543170172815595	0.9999998872692003	0.00040973212034847457	0.9999999237961287	0.00036632539443152593	0.9999999529316389	0.00042903043806095774	0.9999999079772883	0.0005246728279913757	0.9999998627610551	0.000516790029714054	0.9999998664657563	0.000604346911875316	0.9999998402825065	0.0002580546805557444	0.00039219648794577806	False	6.929466455203384	True	True	True	cotangents_07_00.pt	5078739349714bdc03656cbe8c797c6c5019e01fe69a749759d28bf8c7dcf5c1
7	517967	gamma_s2	1	0.00030968256553562173	0.9999999574782873	0.0006673004594616544	0.9999997868163302	0.0008866655978745818	0.9999996602524462	0.00044602412510556414	0.9999999007546487	0.0005091041726070935	0.9999998707331212	0.0005346910089517057	0.9999998570756058	0.0004689417236487829	0.9999998906594673	0.00032356330424979324	0.00039339294258319623	False	6.500335803504555	True	True	True	cotangents_07_01.pt	e0782a853a50e5a332e26705acb518c36259d8f20cc69e7fce4e721aa8191390
7	517967	gamma_s2	2	0.00160467233792524	0.9999988237154037	0.0006194273044018173	0.9999998088703347	0.0005967662837254224	0.9999998220688303	0.0004368345961037858	0.9999999046225313	0.0005160139510527638	0.9999998669558284	0.0005224137817413787	0.9999998635482187	0.0009486384517031271	0.9999995535146872	0.00036098801463130514	0.00038542968499937093	False	17.269542829697095	True	True	True	cotangents_07_02.pt	c22566c08675ad7bd3774e957fcac9c91b4bda60e82471bf3cd8b6f6fe116861
7	517967	gamma_s2	3	0.001057679480684806	0.999999561252612	0.0010801769987160185	0.9999995320938015	0.0009502824119592613	0.9999995950633848	0.00044387835005419346	0.9999999014988421	0.0005330586526461084	0.9999998583241612	0.0005348590028079123	0.9999998576813777	0.0009235803046709561	0.999999623509661	0.00023984224503252117	0.00037985184318337675	False	11.233019694319836	True	True	True	cotangents_07_03.pt	719c6cbade2e0c720bec8d3344124b2e302e192b868d1641c12f3d4ed5571f9a
7	517967	gamma_s2	4	0.00029405612506674657	0.9999999665173571	0.0004917708826831253	0.9999998975263031	0.00018420349206256707	0.9999999849677962	0.0004315458529427766	0.9999999069426276	0.0005178055963361749	0.9999998659720455	0.0005375971724640826	0.9999998558909393	0.00024438634465233773	0.9999999774259476	0.0004672123444773326	0.0004009327257450967	False	8.561984875096577	True	True	True	cotangents_07_04.pt	77eacd35896a998cbd910d560a809bcce775cf6564e7925979caefca7cebc850
