episode	image_id	case	block	candidate	supports	mask_area	loss	per_object_min	per_object_median	per_object_max	S_c	S_global	Delta_global	S_obj_current	Delta_obj	cosine_candidate_task	zero_gradient	near_zero_gradient	material_near_zero	norm_candidate	norm_task_object	norm_task_global	norm_pseudo_object	norm_pseudo_global
25	552273	gamma_s2	3	roi_feat_eq	19	0.26449429156908666	0.04689871147274971	0.01411217451095581	0.03387308120727539	0.15513455867767334	0.08146785137460213	0.3842615502036264	-0.3027936988290243	-0.3356130232709278	0.4170808746455299	0.13526070959226869	False	False	False	0.009976712591036486	0.6023024101259375	0.5011893621601144	0.35788154506729153	0.20794622047757402
25	552273	gamma_s2	3	roi_logit_eq	19	0.26449429156908666	0.011005144566297531	1.0383365633970243e-06	0.002474049339070916	0.08406420797109604	-0.5792258982957185	0.3842615502036264	-0.9634874484993449	-0.3356130232709278	-0.24361287502479068	-0.9616861705652133	False	False	False	0.02826453530721736	0.6023024101259375	0.5011893621601144	0.35788154506729153	0.20794622047757402
26	237611	clean_s0	3	roi_feat_eq	5	0.9156725888324874	0.09095058590173721	0.015403270721435547	0.06833857297897339	0.23610663414001465	-0.041993681214793584	0.026414999468164134	-0.06840868068295772	0.04370351916055023	-0.08569720037534381	-0.25067462576587735	False	False	False	0.024446197271769353	0.16752266444283925	0.16778943063350757	0.7837479929899221	0.7541707077995622
26	237611	clean_s0	3	roi_logit_eq	5	0.9156725888324874	0.008815299719572067	0.0001973326288862154	0.012988163158297539	0.01378617063164711	-0.09074330259052366	0.026414999468164134	-0.1171583020586878	0.04370351916055023	-0.1344468217510739	-0.5416777657827193	False	False	False	0.03193267455886838	0.16752266444283925	0.16778943063350757	0.7837479929899221	0.7541707077995622
27	237611	contrast_s2	3	roi_feat_eq	4	0.658157519035533	0.10634708404541016	0.014269351959228516	0.08089867234230042	0.24932163953781128	-0.17464995488643636	0.8102511875189558	-0.9849011424053922	0.37477912603809826	-0.5494290809245346	-0.40522751517263744	False	False	False	0.04634932845357933	0.4309923397373425	0.8809583027179057	0.41822873637018765	0.5135940148729801
27	237611	contrast_s2	3	roi_logit_eq	4	0.658157519035533	0.006680029910057783	0.00026373116998001933	0.006842000177130103	0.012772388756275177	0.3219475586712669	0.8102511875189558	-0.48830362884768885	0.37477912603809826	-0.05283156736683137	0.746991370845457	False	False	False	0.024724185416510894	0.4309923397373425	0.8809583027179057	0.41822873637018765	0.5135940148729801
28	500190	clean_s0	3	roi_feat_eq	17	0.42266276041666667	0.025294002145528793	0.007971763610839844	0.02159714698791504	0.07768195867538452	-0.06393270071600965	-0.09615163997904641	0.03221893926303676	-0.080444685905677	0.016511985189667344	-0.7281850041324941	False	False	False	0.02185261829709325	0.08779733221106356	0.10484247067668526	0.6180787731131597	0.5484520563768043
28	500190	clean_s0	3	roi_logit_eq	17	0.42266276041666667	0.006061066407710314	0.0006677917554043233	0.0017526355804875493	0.045307472348213196	-0.07606376041568694	-0.09615163997904641	0.020087879563359473	-0.080444685905677	0.004380925489990056	-0.8663561694065186	False	False	False	0.027149764824063855	0.08779733221106356	0.10484247067668526	0.6180787731131597	0.5484520563768043
29	500190	color_cast_s2	3	roi_feat_eq	15	1.0	0.028637755662202835	0.010412037372589111	0.0233917236328125	0.09846687316894531	-0.0659321520151901	0.15221822558422796	-0.21815037759941808	0.15221822558422796	-0.21815037759941808	-0.35051319931598945	False	False	False	0.005835491811301406	0.18810176665287406	0.18810176665287406	0.3321112429726437	0.3321112429726437
29	500190	color_cast_s2	3	roi_logit_eq	15	1.0	0.007484929636120796	4.951495066052303e-05	0.004734108690172434	0.0260508731007576	-0.10072707734843211	0.15221822558422796	-0.25294530293266004	0.15221822558422796	-0.25294530293266004	-0.5354924578764555	False	False	False	0.013577064767426131	0.18810176665287406	0.18810176665287406	0.3321112429726437	0.3321112429726437
30	72861	clean_s0	3	roi_feat_eq	12	0.11104727751756441	0.05789528042078018	0.007842063903808594	0.047573208808898926	0.1268388032913208	0.1012603890656056	0.12189712421430655	-0.020636735148700958	0.1445813995520326	-0.04332101048642702	0.5929166996569645	False	False	False	0.025254349793508164	0.17078349982080118	0.15312796165299433	0.28226605195460164	0.2716057722810898
30	72861	clean_s0	3	roi_logit_eq	12	0.11104727751756441	0.033816274255514145	7.238891726046859e-07	0.0063375369645655155	0.18023240566253662	-0.08045085954112362	0.12189712421430655	-0.20234798375543017	0.1445813995520326	-0.22503225909315622	-0.47106927558703665	False	False	False	0.0478874968063859	0.17078349982080118	0.15312796165299433	0.28226605195460164	0.2716057722810898
31	72861	gamma_s2	3	roi_feat_eq	9	0.1095396662763466	0.05137200653553009	0.0062100887298583984	0.04102623462677002	0.1364123821258545	0.2380083723743339	0.014095698245154772	0.22391267412917912	0.08164483662216812	0.15636353575216577	0.7068735170536553	False	False	False	0.007067709136810153	0.33670574249274543	0.3100611679344822	0.23932702939482323	0.22176250297763644
31	72861	gamma_s2	3	roi_logit_eq	9	0.1095396662763466	0.0072523909620940685	3.7010514120083826e-07	0.00037576499744318426	0.04761354252696037	-0.06336069732024133	0.014095698245154772	-0.0774563955653961	0.08164483662216812	-0.14500553394240945	-0.1881782498067946	False	False	False	0.032647151118650006	0.33670574249274543	0.3100611679344822	0.23932702939482323	0.22176250297763644
