episode_index	image_id	case	block	S_hard	S_soft	Delta	norm_hard	norm_soft	norm_ratio	gradient_cosine	integrity_passed	support_count	hard_loss	soft_loss
24	172970	clean_s0	0	-0.0040882236123236364	-0.004078271827837144	9.95178448649249e-06	0.001770326142699682	0.001767765777981257	0.9985537327520225	0.9999999030632075	True	1	0.0023227159399539232	0.0023451915476471186
25	172970	gamma_s2	0	-0.03371209930958932	-0.033615846883741876	9.625242584744564e-05	1.8449086621215973	0.43274667104074305	0.23456265338528767	0.9999865679508027	True	2	0.18393674492835999	0.2289688140153885
26	517161	clean_s0	0	0.07796399232738575	0.08080891789999446	0.0028449255726087086	0.1420474875282001	0.1263347796263708	0.8893841195275635	0.9998158883068017	True	6	0.03611327335238457	0.04283754900097847
27	517161	contrast_s2	0	3.853635822065285	3.9315302672434145	0.0778944451781296	0.6897065821339695	0.46789846565708426	0.6784022043249096	0.9989120628914655	True	5	0.12663450837135315	0.16724823415279388
28	246843	clean_s0	0	0.23588844372765855	0.23736846590259303	0.001480022174934481	0.20581262245690826	0.08012456534591776	0.3893083154445191	0.9932187351663744	True	7	0.060851115733385086	0.07969041913747787
29	246843	color_cast_s2	0	0.21712912520578417	0.2180552940235853	0.0009261688178011374	0.008425492270108229	0.00832679832902132	0.9882862700572342	0.9999963111204758	True	6	0.005782219581305981	0.006040274165570736
30	471983	clean_s0	1	0.10581770759079745	0.04018208008184717	-0.06563562750895027	0.24457566236683187	0.11509379220190939	0.47058563018132027	0.917189396286019	True	16	0.0672510489821434	0.08557156473398209
31	471983	gamma_s2	1	-0.011366002895019668	-0.020377967178102394	-0.009011964283082726	0.3411880020696815	0.11619479339958201	0.34055943554501467	0.9833485628724419	True	17	0.11151932179927826	0.1415320783853531
32	47388	clean_s0	1	0.10565115647314721	0.10541509798061392	-0.00023605849253328925	0.3420000486117422	0.2913656124901288	0.8519461142559764	0.9998766744853832	True	7	0.11247986555099487	0.139703169465065
33	47388	contrast_s2	1	-1.0359513748066584	-1.0843055785155138	-0.04835420370885535	2.3173660264477545	1.449123943232133	0.6253323500446182	0.9972612662587839	True	6	0.2795715630054474	0.36080193519592285
34	374999	clean_s0	1	0.0	0.0	0.0	0.0	0.0			True	0	0.0	0.0
35	374999	color_cast_s2	1	0.0	0.0	0.0	0.0	0.0			True	0	0.0	0.0
36	528466	clean_s0	1	-0.0871872223855869	-0.06988542003918098	0.017301802346405923	0.09632096529415712	0.08530109833491523	0.8855922287989116	0.9920933081071664	True	4	0.08821093291044235	0.10792136192321777
37	528466	gamma_s2	1	-0.13420539042984592	-0.010357167891516425	0.12384822253832949	0.5637423367946877	0.3401219178744209	0.6033286763741709	0.6637061744072053	True	5	0.31696537137031555	0.35019031167030334
38	279883	clean_s0	1	-0.22565208913154175	-0.05730343151759762	0.16834865761394413	0.37540893390897967	0.19642274117795025	0.5232234063603138	0.7738830336827701	True	12	0.2485513985157013	0.3134154975414276
39	279883	contrast_s2	1	-0.06714420505817077	0.006973639378057789	0.07411784443622856	0.1462287854570744	0.06256008993069839	0.427823357317448	0.1334490098114806	True	5	0.13414159417152405	0.1642823964357376
40	177314	clean_s0	1	-0.03692899126945701	-0.03702015113507889	-9.115986562188011e-05	0.4207872208650139	0.33211379888009235	0.7892677876418508	0.9997121078940565	True	4	0.06459468603134155	0.08085563778877258
41	177314	color_cast_s2	1	-0.1859053364497616	-0.13693541969915862	0.04896991675060297	0.6567340401999568	0.4710675022018113	0.7172880852321659	0.9019499458416297	True	8	0.25260040163993835	0.2641182839870453
42	73139	clean_s0	1	-0.10230280364331501	0.25053186359178625	0.35283466723510126	1.5798576159337132	0.1756887366908649	0.11120542441226954	-0.10095660969702913	True	5	0.32660824060440063	0.3319079279899597
43	73139	gamma_s2	1	0.7900475835190487	-0.8227795868303187	-1.6128271703493673	1.2669992963371761	0.2771165336689039	0.21871877472231613	-0.9904951089479328	True	3	0.2460383176803589	0.1469762921333313
44	471514	clean_s0	1	-0.0479214840213005	0.016855226105108843	0.06477671012640934	0.18547224760220704	0.061372476693381035	0.3308984362178546	0.6979810848279704	True	3	0.11297246068716049	0.14943499863147736
45	471514	contrast_s2	1	-0.017420860182601392	-0.017110233256877886	0.00031062692572350614	0.44178184510212287	0.3304486631156208	0.7479905903313747	0.9996442587592664	True	4	0.07730559259653091	0.10099881142377853
46	545249	clean_s0	1	-0.2672823654354551	-0.3586928336177303	-0.09141046818227522	0.2575960550002779	0.18940771577491647	0.7352896602966693	0.9577475101277834	True	11	0.18545100092887878	0.22306232154369354
47	545249	color_cast_s2	1	0.6455134031004074	0.4099504791516054	-0.23556292394880202	0.2718023869929801	0.21360522336169901	0.7858842805792425	0.8446919219089469	True	9	0.2210404872894287	0.274056613445282
48	271171	clean_s0	1	0.08756531892845945	0.030219351909407246	-0.0573459670190522	0.2107094870139505	0.04565000448905422	0.2166490229556292	0.9348429211703783	True	10	0.1290096640586853	0.14150658249855042
49	271171	gamma_s2	1	-0.1413525964223206	-0.16456488917889517	-0.023212292756574576	0.04032659230070321	0.019442940422333296	0.4821369551226438	0.9793943056887805	True	8	0.054516930133104324	0.06491320580244064
50	2402	clean_s0	1	-0.050188385971531434	-0.05758316147840955	-0.007394775506878115	0.2798036541856205	0.18121114871475053	0.6476368196197175	0.9957041278868188	True	17	0.11316736042499542	0.1426657736301422
51	2402	contrast_s2	1	-0.023293194475833254	-0.058104004225331206	-0.03481080974949795	0.10598255225377737	0.048787594240131495	0.46033609497635625	0.9650293639518651	True	13	0.08364126086235046	0.10535439103841782
52	181757	clean_s0	1	0.06280920650232368	0.06277482543240051	-3.4381069923164476e-05	0.49709320803883006	0.35403793147600415	0.7122163927219636	0.9999988248158144	True	2	0.09410028159618378	0.1276932954788208
53	181757	color_cast_s2	1	0.0053763066070065205	0.005369739326346717	-6.567280659803415e-06	0.0035211364595158206	0.0035185589159464725	0.999267979642657	0.9999998451347961	True	1	0.003161315806210041	0.0031802644953131676
54	495681	clean_s0	1	-0.01801275137405423	-0.0031718742494743087	0.01484087712457992	0.18202454630863743	0.109196748793741	0.5999012276541485	0.978961626134393	True	13	0.16511857509613037	0.2067442685365677
55	495681	gamma_s2	1	0.23596501331261333	0.212188719990812	-0.02377629332180131	0.17587292718269754	0.1535242175329071	0.8729269478378869	0.9994031202149174	True	5	0.08210344612598419	0.10409559309482574
56	131665	clean_s0	1	0.03830432213579767	0.03766703112462135	-0.000637291011176315	0.013229686590978866	0.01297632426825306	0.9808489550388465	0.9999836078658798	True	2	0.012080226093530655	0.012855863198637962
57	131665	contrast_s2	1	0.023743966410099935	0.02776935120632773	0.004025384796227795	0.4772310388629708	0.22227677926267997	0.4657634587060109	0.9963025280276449	True	3	0.12984925508499146	0.16903375089168549
58	537422	clean_s0	1	-0.001989842263348564	0.03531818671186116	0.037308028975209725	0.16438427928738142	0.1523115357942002	0.9265577977071926	0.9557078403675139	True	8	0.23469865322113037	0.3070652484893799
59	537422	color_cast_s2	1	0.06149037086408495	0.07250090002962586	0.011010529165540912	0.251960622649335	0.05978577584154138	0.2372822197885578	0.9581721275160445	True	10	0.25790733098983765	0.3076391816139221
60	42760	clean_s0	2	0.14987053932612	0.15013052313380124	0.0002599838076812466	0.19369672256317072	0.1852469538450791	0.9563762948268995	0.9999962209080606	True	2	0.02465369924902916	0.027647243812680244
61	42760	gamma_s2	2	0.1425847059955423	0.1428438158408605	0.0002591098453182117	0.2595366204717098	0.2390742874648937	0.9211582050747766	0.9999906338869659	True	2	0.03948988392949104	0.04661582037806511
62	74590	clean_s0	2	0.01027678417627647	-0.011192106989207742	-0.021468891165484214	0.2812887254018494	0.11950782765835549	0.4248582216995241	0.41010960241171995	True	9	0.5056317448616028	0.28575700521469116
63	74590	contrast_s2	2	-0.13178393152602558	-0.12672166444888025	0.005062267077145327	0.5864834279340456	0.08797471989920012	0.1500037609060857	0.865746058982412	True	6	0.21853391826152802	0.23230642080307007
64	375376	clean_s0	2	-0.032798198171216396	-0.03283041363581717	-3.221546460077662e-05	0.12237768123602968	0.10094615802490789	0.8248739231315648	0.9999998194976631	True	3	0.04579036310315132	0.059552617371082306
65	375376	color_cast_s2	2	-0.04231037161975061	-0.04166885941319573	0.0006415122065548812	0.14876700476973614	0.12372562764364212	0.8316738502273844	0.9998576253068735	True	4	0.06692325323820114	0.08743087947368622
66	21693	clean_s0	2	0.07333880103720584	-0.031123862870706953	-0.1044626639079128	0.6009958815109672	0.15920312024158312	0.2648988539510947	0.20618239205449485	True	5	0.3634854555130005	0.42142248153686523
67	21693	gamma_s2	2	0.11592421977302513	0.11586801150355079	-5.620826947433377e-05	1.9557826792339965	1.1889352885687894	0.6079076684708389	0.9999999538329077	True	1	0.2834053933620453	0.391367644071579
68	31993	clean_s0	2	0.07204287405672714	0.07192075461529823	-0.00012211944142891118	0.2079556231479572	0.19813628952560322	0.9527815912178162	0.9999649062071426	True	3	0.03999331593513489	0.04543352499604225
69	31993	contrast_s2	2	0.07262025161366864	0.07272328705023288	0.00010303543656424441	1.2884856967131155	1.0607078299439703	0.8232204925904889	0.9999871135054952	True	3	0.1290067732334137	0.16483177244663239
70	260901	clean_s0	2	0.1525395681981732	0.10340510532366466	-0.049134462874508525	0.300975208088699	0.1949623410932298	0.6477687724889731	0.9182227827067907	True	16	0.2892911732196808	0.36353635787963867
71	260901	color_cast_s2	2	-0.4220932462760753	-0.3251663069302669	0.09692693934580843	1.1131503912167868	0.3703197005672956	0.3326771508048417	0.9680828875876156	True	14	0.314162939786911	0.4027538299560547
72	367578	clean_s0	2	0.0015909859982911004	-0.009141762752174664	-0.010732748750465764	0.07864602749580232	0.03599047994707322	0.4576261648942686	0.8674713574759687	True	20	0.11387812346220016	0.13406185805797577
73	367578	gamma_s2	2	0.01818268604738212	0.02698500833520753	0.00880232228782541	0.18013506220616593	0.12283604199513189	0.681910786777008	0.9722402032562955	True	20	0.1291302591562271	0.15267570316791534
74	480196	clean_s0	2	0.018975109795828993	-0.029709955363475194	-0.04868506515930419	0.2247287419848919	0.04601821937360626	0.20477229110595913	0.8646990129289678	True	20	0.17129462957382202	0.17993657290935516
75	480196	contrast_s2	2	-0.6403227751149692	-0.5064238989402079	0.13389887617476126	0.22259089454770348	0.13626887460067505	0.6121942897869582	0.9890397189377251	True	14	0.15894415974617004	0.19751998782157898
76	268400	clean_s0	2	-0.05336338556403275	-0.053351600310042414	1.1785253990335975e-05	0.003563252915330968	0.0035516135816493198	0.996733508971095	0.9999999839144199	True	2	0.002074624877423048	0.0021093259565532207
77	268400	color_cast_s2	2	-0.03406874857789877	0.0005296225292677434	0.034598371107166515	0.5300721262607896	0.11885559734266657	0.22422532982651297	0.7967322921252248	True	4	0.31405219435691833	0.17449434101581573
78	128264	clean_s0	2	-0.12147046479340212	-0.20753543682925846	-0.08606497203585634	0.18391285277626693	0.06627793613439897	0.36037685857131035	0.9015399898063257	True	7	0.12752960622310638	0.1643889993429184
79	128264	gamma_s2	2	0.4415889659838613	0.44235585611735223	0.0007668901334909051	0.10583893438066803	0.09296705283829293	0.8783823588389584	0.9998534854422196	True	5	0.04901149868965149	0.05936143919825554
80	395242	clean_s0	2	-0.23999837825094203	-0.24009851629440224	-0.00010013804346020727	0.027040304456357238	0.026767776773127652	0.9899214269695283	0.999999658353238	True	6	0.010023331269621849	0.010618023574352264
81	395242	contrast_s2	2	0.16190450342177123	0.16087947506197656	-0.0010250283597946774	0.0785640964491771	0.07549850890548294	0.9609797899772541	0.9997871081803115	True	6	0.043029364198446274	0.049064360558986664
82	475844	clean_s0	2	0.12303010502933918	0.12235817448467715	-0.0006719305446620388	0.10111147171546266	0.031777634219211204	0.31428317361096775	0.9443832773451433	True	19	0.13104286789894104	0.16455024480819702
83	475844	color_cast_s2	2	-0.3248546250339475	-0.3584200983923562	-0.033565473358408704	0.12082635009872052	0.07211236621148566	0.5968264882003523	0.9558349086491902	True	20	0.1431962251663208	0.17435842752456665
84	390915	clean_s0	2	-0.05642510179335205	-0.05628139240377157	0.0001437093895804778	0.03534582862930534	0.034734103603536806	0.982693147975562	0.9999984691049639	True	1	0.018911998718976974	0.020222291350364685
85	390915	gamma_s2	2	-0.30948680094527914	-0.3092922327494603	0.00019456819581881168	1.2997150159825348	0.62574552862618	0.48144825668043884	0.9951943820450332	True	2	0.2511143088340759	0.3185681700706482
86	547532	clean_s0	2	0.03835065928612328	0.03848493346552568	0.00013427417940239939	0.16695940701670647	0.1535887398043835	0.9199166584786381	0.9999840519881287	True	3	0.04557296633720398	0.05334653705358505
87	547532	contrast_s2	2	-0.020562766039452063	-0.022244284708069866	-0.0016815186686178034	0.586564367377309	0.29511171864513414	0.5031190693779439	0.9990665875218442	True	4	0.0679922103881836	0.0887950137257576
88	338108	clean_s0	2	-0.0015622296109594062	-0.05547528534635552	-0.05391305573539611	0.25266226849517875	0.04391537379573379	0.17381057352681759	0.45819098026683597	True	13	0.1303921639919281	0.15793946385383606
89	338108	color_cast_s2	2	-0.6697820144664494	-0.659531132410549	0.010250882055900412	0.32297273006676086	0.1985826067267237	0.6148587426736468	0.9972827356914651	True	14	0.15139025449752808	0.19915422797203064
90	358572	clean_s0	3	0.19911963608542863	0.20188080223241017	0.0027611661469815474	0.08313756283189123	0.06345171280841087	0.7632135300467462	0.9994151818395852	True	8	0.07088060677051544	0.09374552220106125
91	358572	gamma_s2	3	0.6791497498848611	0.6003000487808167	-0.07884970110404443	0.44303590201536047	0.06571749679404136	0.14833447243235579	0.7800197249598438	True	8	0.11430947482585907	0.14045225083827972
92	141160	clean_s0	3	-0.0016728392036140813	6.196810069760253e-07	0.0016734588846210572	0.1247913196394115	0.08066185995924914	0.6463739640892023	0.9804934122760612	True	20	0.12160210311412811	0.1547839492559433
93	141160	contrast_s2	3	-0.16332889395336828	-0.1569633527142749	0.006365541239093386	0.18014587235930152	0.11670824724644341	0.6478541290897214	0.992048633121932	True	20	0.10556347668170929	0.13153089582920074
94	385728	clean_s0	3	-0.1791310881724297	-0.17913074394407785	3.442283518506617e-07	0.08815139843417438	0.08570751159335499	0.9722762555758622	0.9999999836288316	True	2	0.01413229014724493	0.01547201257199049
95	385728	color_cast_s2	3	0.04192245303627965	0.04193905602132508	1.6602985045431617e-05	0.06231998395816527	0.060158079979695855	0.9653096191436654	0.9999998789350161	True	2	0.017768867313861847	0.01976856216788292
96	140671	clean_s0	3	-0.07601013629934503	0.009461989581045898	0.08547212588039092	0.5188985525866326	0.20749552640334734	0.39987686488816127	-0.6946554984344872	True	8	0.42636680603027344	0.32155361771583557
97	140671	gamma_s2	3	-0.07429918484539326	-0.07491578030185587	-0.0006165954564626153	0.5213397748657216	0.3795775977034942	0.7280810250882158	0.9998702014033566	True	5	0.16786432266235352	0.2206498086452484
98	68987	clean_s0	3	-0.001968772007525226	4.56026748223517e-05	0.0020143746823475775	0.04681496048449985	0.03750381967458341	0.8011075794243316	0.7527473350816141	True	15	0.10769025981426239	0.13712751865386963
99	68987	contrast_s2	3	-0.296862974603034	-0.33911056708791415	-0.042247592484880137	0.7994802248535573	0.49494709819899246	0.6190861047121623	0.9873050793368033	True	12	0.18937163054943085	0.21829307079315186
100	133436	clean_s0	3	0.053350712050616644	0.11617267553060895	0.0628219634799923	0.5232374743868674	0.05035238671492995	0.0962323785656468	0.19551222376067462	True	7	0.14816178381443024	0.14684630930423737
101	133436	color_cast_s2	3	-0.47106539702425876	-0.4627195655818925	0.00834583144236628	0.45506977815794236	0.31239327762247626	0.6864733555521964	0.9933965275555541	True	8	0.26655611395835876	0.29761531949043274
102	66507	clean_s0	3	0.003618756253346765	0.004631430056248306	0.0010126738029015412	0.11499827831781746	0.06380749928158891	0.554856126673879	0.9561703651582373	True	14	0.14800168573856354	0.19533434510231018
103	66507	gamma_s2	3	0.7457754929698999	0.6798768031785101	-0.0658986897913898	0.137700347660278	0.11558213574762617	0.8393743204830543	0.888038171819717	True	9	0.08451078087091446	0.1073012501001358
104	107144	clean_s0	3	0.01686751158428281	0.019692080638516983	0.0028245690542341717	0.6099949699076425	0.2141245352883409	0.35102672292652	0.9912956917569944	True	4	0.2975101172924042	0.3854649066925049
105	107144	contrast_s2	3	0.38887104409927614	0.38799072953090763	-0.0008803145683685121	1.0828918991819567	0.9227794682601625	0.8521436617609319	0.9998202788108067	True	2	0.19277259707450867	0.2384805977344513
106	547352	clean_s0	3	0.04904539364652091	-0.03335969509369494	-0.08240508874021585	0.1883487119783247	0.1462642722024887	0.776561042898562	-0.8693678147308422	True	6	0.23770606517791748	0.19468703866004944
107	547352	color_cast_s2	3	0.22227131490387284	-0.2285792024770675	-0.45085051738094034	0.33629740077121173	0.25086927138267895	0.7459744583436407	-0.9336536457589237	True	6	0.22659114003181458	0.12831899523735046
108	240618	clean_s0	3	-0.3146074608455602	-0.3208223600911503	-0.0062148992455901	1.3869679235159358	0.8501380320862715	0.612947147278784	0.998711439576155	True	3	0.22306376695632935	0.3037823438644409
109	240618	gamma_s2	3	-0.23090202437769308	-0.2305524038387324	0.0003496205389606766	0.4137771186487631	0.349016434882893	0.8434889682219414	0.9999917349836794	True	2	0.11276394128799438	0.1454986184835434
110	229180	clean_s0	3	-0.008548629005627388	-0.038167113303082166	-0.029618484297454777	0.11258300523892406	0.07193349957540743	0.6389374615000718	0.8334946402560016	True	4	0.16869549453258514	0.22308693826198578
111	229180	contrast_s2	3	0.08780551295955936	0.09114817296247506	0.0033426600029156928	0.6700489080575295	0.5302172243039582	0.791311228072973	0.9991827019341015	True	4	0.2063729166984558	0.265130877494812
112	139598	clean_s0	3	-0.04839860447844556	-0.0442906017678019	0.0041080027106436615	0.40814208998557366	0.12040703553112696	0.2950125421648694	0.9426184797885082	True	10	0.17802953720092773	0.22497770190238953
113	139598	color_cast_s2	3	0.751315991513351	1.0206915543914954	0.26937556287814435	0.3041474061251347	0.15858888168292704	0.5214211217625153	0.6480746674711814	True	8	0.13624152541160583	0.15364298224449158
114	103973	clean_s0	3	0.03983437076373938	0.039839299712905	4.928949165622365e-06	0.0009258098788407228	0.0009249108983488914	0.9990289793699791	0.9999999607019352	True	2	0.0008889497257769108	0.0008936910307966173
115	103973	gamma_s2	3	0.01737167425474607	0.017372064055287337	3.898005412651673e-07	0.0007945068899128286	0.0007938930228537758	0.9992273609368949	0.9999999942559838	True	2	0.0008087156456895173	0.0008126596221700311
116	257576	clean_s0	3	-0.07790229659053594	-0.07780547236062248	9.682422991345863e-05	0.06942754513257841	0.06822834604483495	0.9827273298306388	0.9999990164278321	True	2	0.016357464715838432	0.017216818407177925
117	257576	contrast_s2	3	0.14591598071051193	0.23928441921124852	0.09336843850073659	0.9879979933275823	1.278208928278621	1.2937363607122387	0.5674458796321875	True	3	0.7150514721870422	0.39557233452796936
118	155795	clean_s0	3	0.022103340857078047	0.02739343227533583	0.005290091418257783	0.047981337328880484	0.03894989408990335	0.8117717483138801	0.9963621028420253	True	20	0.08758768439292908	0.11254048347473145
119	155795	color_cast_s2	3	-0.004811461855116293	-0.003402888705357602	0.0014085731497586913	0.11402644912627263	0.08332416332245593	0.7307441734871788	0.9995611123812064	True	20	0.10098129510879517	0.1310306191444397
