episode_index	image_id	case	block	route	S_hard	S_route	Delta	norm_hard	norm_cal	cos_hard_task	cos_cal_task	norm_preservation_error	integrity_passed
372	238086	clean_s0	0	0	0.36082788038126884	0.33351721500732406	-0.027310665373944776	0.3717768387151366	0.3717768387151368	0.8421139486125919	0.7783752701241441	1.6653345369377348e-16	True
373	238086	gamma_s2	0	0	0.10264866902389726	0.13945235299112396	0.036803683967226705	0.42446729094157254	0.42446729094157254	0.3778502464989262	0.5133247849544391	0.0	True
374	227526	clean_s0	0	0	0.011239325337148227	0.018028359137090944	0.006789033799942716	1.3177031719850891	1.317703171985089	0.3939422678459206	0.6319002672279942	2.220446049250313e-16	True
375	227526	contrast_s2	0	0	-0.3706565726111788	-0.24039107125850356	0.13026550135267523	2.1372331866443597	2.137233186644361	-0.8332972393968128	-0.5404388613539779	1.3322676295501878e-15	True
376	174766	clean_s0	0	1	0.10116652449802545	0.007631784728378495	-0.09353473976964695	0.10489543419963104	0.10489543419963104	0.42036241984935535	0.03171123562965884	0.0	True
377	174766	color_cast_s2	0	0	-0.2536358085937918	0.033908149685178246	0.28754395827897006	0.05279999682105806	0.05279999682105805	-0.6435885762527649	0.08604028705662682	6.938893903907228e-18	True
378	240543	clean_s0	0	0	-0.0013714769397368634	0.007761979699054089	0.009133456638790952	0.24828093036371265	0.24828093036371263	-0.03360182812751433	0.19017214232337892	2.7755575615628914e-17	True
379	240543	gamma_s2	0	1	0.031634426817457685	0.0012775871381458706	-0.030356839679311815	0.0019518851726813189	0.0019518851726813182	0.20728908981247013	0.008371571786349794	6.505213034913027e-19	True
380	66420	clean_s0	0	1	-0.07052665026920678	-0.06572376481391445	0.0048028854552923245	0.13384386053927427	0.1338438605392743	-0.33640271357344065	-0.31349359065358756	2.7755575615628914e-17	True
381	66420	contrast_s2	0	0	0.3481782089905779	0.2737371665705875	-0.07444104241999039	0.15303069234022085	0.15303069234022088	0.4673692070333698	0.36744494391697863	2.7755575615628914e-17	True
382	432873	clean_s0	0	1	0.10482986021329851	0.021927038859792466	-0.08290282135350605	0.13564062625372492	0.1356406262537249	0.6717381756520009	0.14050604523518198	2.7755575615628914e-17	True
383	432873	color_cast_s2	0	1	-0.38608032170586465	-0.4363775978073447	-0.05029727610148005	0.08691228226279094	0.08691228226279096	-0.833261224805847	-0.9418157600474718	2.7755575615628914e-17	True
384	266422	clean_s0	0	1	-0.0007285670731551668	-0.07375883786964756	-0.0730302707964924	0.12879402420220168	0.12879402420220168	-0.005043927139915278	-0.5106382347587811	0.0	True
385	266422	gamma_s2	0	1	0.030789806135896103	-0.049300456343123265	-0.08009026247901938	0.3967109340169344	0.3967109340169343	0.03957915635780119	-0.06337391218064703	1.1102230246251565e-16	True
386	526570	clean_s0	0	0	-0.04468671182426576	-0.22249779413079412	-0.17781108230652837	0.4319925788583276	0.43199257885832765	-0.14076107022779585	-0.7008577348080358	5.551115123125783e-17	True
387	526570	contrast_s2	0	0	0.08082166831979705	0.9449767137805779	0.8641550454607808	0.6256781694962124	0.6256781694962122	0.058401733782712406	0.6828401295888309	1.1102230246251565e-16	True
388	331165	clean_s0	0	0	0.027465440573890602	0.014100348312062182	-0.01336509226182842	0.3969969182427974	0.39699691824279737	0.7663415375599528	0.3934283368412009	5.551115123125783e-17	True
389	331165	color_cast_s2	0	0	0.0637774512881609	0.05289037418643855	-0.010887077101722348	1.0386783763559728	1.038678376355973	0.7760438231238425	0.643569903799427	2.220446049250313e-16	True
390	22229	clean_s0	1	1	0.027383496115079106	0.036765741318622924	0.009382245203543818	0.3553052491578384	0.3553052491578384	0.4287850975133488	0.5756971976918349	0.0	True
391	22229	gamma_s2	1	1	0.6367503470696229	0.44395983883190754	-0.19279050823771532	0.44599074684813733	0.44599074684813733	0.9515453377290946	0.6634435563696223	0.0	True
392	567440	clean_s0	1	1	0.5908377773405065	0.43285947617585724	-0.15797830116464923	2.1321030034012356	2.1321030034012356	0.9940071129087561	0.7282293291154833	0.0	True
393	567440	contrast_s2	1	1	5.35439238613869	3.7128898364040164	-1.6415025497346734	5.075641001107016	5.075641001107016	0.9889772716396356	0.6857853133459663	0.0	True
394	351981	clean_s0	1	0	0.006307575279794228	-0.010712354036472919	-0.017019929316267148	0.04061237207773026	0.04061237207773028	0.25772429139381664	-0.43770129261140434	2.0816681711721685e-17	True
395	351981	color_cast_s2	1	1	0.03565376760901329	0.035766870786145114	0.00011310317713182638	0.023246081283334052	0.023246081283334052	0.7639925013535289	0.7664160875550088	0.0	True
396	310463	clean_s0	1	1	-0.04673879909341263	0.006074195316939156	0.05281299441035178	0.3089663597266317	0.30896635972663167	-0.4224245409016441	0.054898483013582085	5.551115123125783e-17	True
397	310463	gamma_s2	1	1	0.7167190066820681	0.6222548465316692	-0.09446416015039893	0.5834774126229095	0.5834774126229095	0.9724131844076527	0.8442483193380265	0.0	True
398	311583	clean_s0	1	0	0.0030958536963404475	0.0011278145838644138	-0.0019680391124760337	0.00010411804386992819	0.00010411804386992819	0.24830708890001477	0.09045787805457006	0.0	True
399	311583	contrast_s2	1	1	0.01494117819037342	0.013690516584895047	-0.0012506616054783724	0.0006782581730541018	0.0006782581730541019	0.7837568394698156	0.7181519337075962	1.0842021724855044e-19	True
400	41753	clean_s0	1	0	0.10780559281677357	-0.0054032662486244885	-0.11320885906539806	0.07019454883524175	0.07019454883524173	0.5556105582126954	-0.027847458542085653	1.3877787807814457e-17	True
401	41753	color_cast_s2	1	1	0.24998215583792147	0.29141116833653746	0.041429012498616	0.40426886467692547	0.4042688646769255	0.81984124681969	0.9557117978497227	5.551115123125783e-17	True
402	566935	clean_s0	1	1	0.05164522089491359	0.02672688850045894	-0.024918332394454654	0.24238922909377889	0.24238922909377889	0.23913313348186124	0.12375365008777668	0.0	True
403	566935	gamma_s2	1	1	0.081477130477263	0.08150607893578729	2.8948458524288845e-05	0.5041060730333511	0.5041060730333511	0.7050513304860806	0.7053018320572395	0.0	True
404	462353	clean_s0	1	0	-0.0003319044862599994	-0.007047531090927773	-0.006715626604667774	0.08843354078877695	0.088433540788777	-0.02083709467110482	-0.44244678399490145	4.163336342344337e-17	True
405	462353	contrast_s2	1	1	-0.013423859454795078	-0.003762048326345909	0.009661811128449169	0.005459077530966715	0.005459077530966714	-0.61679026099218	-0.17285600887628702	8.673617379884035e-19	True
406	81715	clean_s0	1	0	0.05628874149804498	-0.06778343835309175	-0.12407217985113672	0.40649529719594985	0.4064952971959498	0.5690779061097007	-0.6852890318791937	5.551115123125783e-17	True
407	81715	color_cast_s2	1	0	0.3304862126881443	0.30960554131897317	-0.020880671369171155	0.00022634869951736	0.00022634869951736005	0.6641641077637772	0.6222011091968729	5.421010862427522e-20	True
408	79783	clean_s0	1	0	-0.04984166624412651	0.06443805268252045	0.11427971892664696	0.14033027630427497	0.14033027630427497	-0.43209939800089875	0.5586419128944845	0.0	True
409	79783	gamma_s2	1	0	0.073129592865621	0.009765782231343964	-0.06336381063427704	0.16673893899260736	0.1667389389926073	0.6753946829369516	0.09019272684711759	5.551115123125783e-17	True
410	400763	clean_s0	1	0	0.13352025096546608	-0.13101566854683264	-0.2645359195122987	0.19388260436428503	0.19388260436428498	0.31493867846619167	-0.3090310362072051	5.551115123125783e-17	True
411	400763	contrast_s2	1	1	-0.05826939129844668	0.11890205762968387	0.17717144892813055	0.30128427000733177	0.3012842700073318	-0.047527367780130926	0.09698233835730752	5.551115123125783e-17	True
412	318310	clean_s0	1	0	-0.03336404439960861	-0.07156342958519536	-0.03819938518558675	0.33575684560025093	0.335756845600251	-0.19203171889243434	-0.41189396071070944	5.551115123125783e-17	True
413	318310	color_cast_s2	1	1	-0.009051697065405285	0.028978247992360675	0.03802994505776596	0.2748207568842661	0.27482075688426605	-0.053364396185091145	0.17084163283859494	5.551115123125783e-17	True
414	477233	clean_s0	1	1	-0.07837186710428946	-0.04916640610844424	0.02920546099584522	0.16694735562755209	0.16694735562755206	-0.26579169275719167	-0.16674379199057873	2.7755575615628914e-17	True
415	477233	gamma_s2	1	1	-0.10293206021413752	-0.08181980283783494	0.02111225737630258	0.5223592088204304	0.5223592088204303	-0.8501266717088684	-0.6757583256538267	1.1102230246251565e-16	True
416	338159	clean_s0	1	1	-0.05080527065102126	-0.029315027553349107	0.02149024309767215	0.6917593678576305	0.6917593678576306	-0.5411656862156096	-0.3122567166565971	1.1102230246251565e-16	True
417	338159	contrast_s2	1	1	0.018063909651314273	0.020389545431831385	0.0023256357805171123	0.030583500652393146	0.030583500652393153	0.22376405249582407	0.25257252734556046	6.938893903907228e-18	True
418	219514	clean_s0	1	1	0.05713202396103096	0.0341926432802367	-0.022939380680794264	0.4974190039159091	0.4974190039159092	0.6671192075685709	0.39926065117778997	1.1102230246251565e-16	True
419	219514	color_cast_s2	1	0	0.005692273716491451	0.013234833631316641	0.00754255991482519	0.5092989428657788	0.5092989428657789	0.042359079820722054	0.09848707249946952	1.1102230246251565e-16	True
420	205677	clean_s0	2	1	-0.07123215077597601	-0.059054974845306335	0.012177175930669679	0.4171394501331773	0.4171394501331774	-0.7502914554746315	-0.6220287124145948	5.551115123125783e-17	True
421	205677	gamma_s2	2	1	-0.16042014123957862	-0.13045358342289068	0.029966557816687944	2.684501818628149	2.6845018186281493	-0.9517418322439749	-0.7739560104505261	4.440892098500626e-16	True
422	302661	clean_s0	2	1	0.04356716272309404	0.07362591190570426	0.03005874918261022	0.9544548553743424	0.9544548553743424	0.26725659484173303	0.45164773830005606	0.0	True
423	302661	contrast_s2	2	0	0.588715899558213	0.2615232745739644	-0.3271926249842486	0.7712895310010387	0.7712895310010384	0.8172328601795255	0.3630365917482119	3.3306690738754696e-16	True
424	332543	clean_s0	2	1	0.26060415128137177	0.2661236906025602	0.005519539321188427	0.23134333618114067	0.23134333618114064	0.7874575443043774	0.8041357240577832	2.7755575615628914e-17	True
425	332543	color_cast_s2	2	0	0.20458190805607873	0.0795366628063925	-0.12504524524968624	0.21404918338949677	0.21404918338949688	0.6690443782783596	0.2601088122760681	1.1102230246251565e-16	True
426	418565	clean_s0	2	1	0.1972770374650407	0.09599688008918786	-0.10128015737585283	0.09147062417710601	0.091470624177106	0.732749874467704	0.3565630482823367	1.3877787807814457e-17	True
427	418565	gamma_s2	2	1	0.21147330161931938	0.04862163218763222	-0.16285166943168716	0.04311599523516283	0.04311599523516282	0.6648665052930215	0.15286513440087354	1.3877787807814457e-17	True
428	405752	clean_s0	2	0	0.073175200534917	0.04721834714025695	-0.025956853394660043	0.010118094272810628	0.010118094272810631	0.889198889768156	0.5737804822792276	3.469446951953614e-18	True
429	405752	contrast_s2	2	0	0.4669230413945481	0.25137870283798197	-0.21554433855656613	2.493905721242251	2.4939057212422515	0.9940204038551943	0.5351536282495467	4.440892098500626e-16	True
430	383438	clean_s0	2	0	0.2705182477004279	0.2832863058130171	0.012768058112589187	2.810784475211756	2.8107844752117566	0.8437881864570613	0.8836137312806792	4.440892098500626e-16	True
431	383438	color_cast_s2	2	0	-0.03862430452994986	0.005579930417249308	0.04420423494719917	0.2955089604454828	0.29550896044548275	-0.28163318876429966	0.04068665094731408	5.551115123125783e-17	True
432	505113	clean_s0	2	0	0.007763517246054545	-0.006206708978557634	-0.013970226224612178	0.0011276326719551076	0.0011276326719551072	0.11155809308009733	-0.08918749015504454	4.336808689942018e-19	True
433	505113	gamma_s2	2	1	0.16513204040571242	0.15491601872621638	-0.010216021679496035	0.05164876403610236	0.051648764036102364	0.8076190865580981	0.757655105753517	6.938893903907228e-18	True
434	566096	clean_s0	2	1	-0.06037295622260681	-0.021743944679644998	0.03862901154296182	0.31626720063069913	0.3162672006306991	-0.4917519978446055	-0.17710956869185288	5.551115123125783e-17	True
435	566096	contrast_s2	2	1	-0.07461993362778821	-0.08007711628214706	-0.00545718265435885	0.3021716940691863	0.30217169406918637	-0.22191071179751048	-0.23813971694884747	5.551115123125783e-17	True
436	460339	clean_s0	2	0	0.05999662201965751	-0.009616766916655901	-0.06961338893631341	0.24773650198125194	0.24773650198125188	0.3140716633474724	-0.05034206726754487	5.551115123125783e-17	True
437	460339	color_cast_s2	2	0	0.05995219044907125	-0.09928794341004757	-0.1592401338591188	0.5373686685785088	0.5373686685785086	0.15804868669422129	-0.26174738475750353	2.220446049250313e-16	True
438	8320	clean_s0	2	1	-0.0130727814903217	-0.007053347756949825	0.006019433733371876	0.0017291975377103437	0.0017291975377103433	-0.6841729842316413	-0.36914179184197177	4.336808689942018e-19	True
439	8320	gamma_s2	2	0	0.021568877700789	0.0177058496613572	-0.003863028039431799	0.0227735360242585	0.022773536024258502	0.852670096981899	0.6999552205418691	3.469446951953614e-18	True
440	197951	clean_s0	2	1	0.07543051818487169	0.03874184677077741	-0.03668867141409428	0.03639922696554666	0.036399226965546656	0.6031569222138832	0.3097872535075668	6.938893903907228e-18	True
441	197951	contrast_s2	2	1	0.3477964139977609	0.24644507130970922	-0.10135134268805168	0.21485202918133314	0.21485202918133314	0.9496622818658212	0.6729212244726314	0.0	True
442	340699	clean_s0	2	0	-0.09964815144390238	-0.03949110794501078	0.060157043498891595	0.7351018969842864	0.7351018969842866	-0.7854017745781884	-0.31125902297877706	2.220446049250313e-16	True
443	340699	color_cast_s2	2	1	0.03433861646640672	0.03190266991180376	-0.002435946554602962	0.11308548326375834	0.11308548326375832	0.8140651818722029	0.7563162251853836	1.3877787807814457e-17	True
444	10566	clean_s0	2	0	-0.09738971432399235	0.003532149722809287	0.10092186404680163	0.3391816756064507	0.33918167560645074	-0.9119993338878131	0.033076575044439865	5.551115123125783e-17	True
445	10566	gamma_s2	2	0	-0.04322122030740902	-0.005018179709111277	0.038203040598297745	0.2322424304760496	0.23224243047604956	-0.3983125124905554	-0.04624588926108132	2.7755575615628914e-17	True
446	78985	clean_s0	2	0	-0.013706194254954424	0.022490465960360757	0.03619666021531518	0.009607659163035553	0.00960765916303555	-0.16402611347281873	0.2691501122083701	3.469446951953614e-18	True
447	78985	contrast_s2	2	1	-0.008463499608316915	0.25217881640072265	0.2606423160090396	0.7436731432836701	0.7436731432836701	-0.015547554231002925	0.4632556277367234	0.0	True
448	410599	clean_s0	2	1	0.026546461790940726	0.006920783273625273	-0.019625678517315455	0.4023349737782742	0.4023349737782742	0.10147989112941505	0.02645626896227067	0.0	True
449	410599	color_cast_s2	2	1	-0.10779090361674404	-0.09137870287546875	0.016412200741275293	0.7228111686572645	0.7228111686572645	-0.8234889113801189	-0.6981048124598707	0.0	True
450	496620	clean_s0	3	1	-0.015241423814609864	0.016712883880923644	0.03195430769553351	0.169051193244686	0.16905119324468598	-0.20618247951022128	0.22608805320616643	2.7755575615628914e-17	True
451	496620	gamma_s2	3	1	-0.06877966435208552	-0.07559186373425904	-0.00681219938217352	0.15814955459512015	0.1581495545951201	-0.5224378420342846	-0.5741820716442405	5.551115123125783e-17	True
452	358748	clean_s0	3	0	-0.029805373161005105	0.006734612698416668	0.036539985859421774	0.2035531310683399	0.20355313106833983	-0.4156073093770378	0.093907707451464	5.551115123125783e-17	True
453	358748	contrast_s2	3	0	0.40981246054559517	0.3866117658767343	-0.023200694668860877	0.840022870220048	0.8400228702200483	0.9023346316301878	0.8512508011148345	3.3306690738754696e-16	True
454	172232	clean_s0	3	1	0.13152201600687355	0.09631570867715752	-0.035206307329716025	0.3411075575962987	0.3411075575962987	0.47941814835817725	0.35108569738921336	0.0	True
455	172232	color_cast_s2	3	1	-0.4520009880602838	-0.3847086596865128	0.06729232837377103	0.7466911174288423	0.7466911174288424	-0.6495297374196918	-0.5528300187607899	1.1102230246251565e-16	True
456	375902	clean_s0	3	1	-0.06295912922780261	-0.05050716261292816	0.012451966614874452	0.12113354761784208	0.12113354761784208	-0.3203768130841188	-0.25701314478640597	0.0	True
457	375902	gamma_s2	3	1	0.054417577842770806	0.2795655562959786	0.22514797845320783	0.1542054471771207	0.15420544717712065	0.058869829034958826	0.3024386081784014	5.551115123125783e-17	True
458	134624	clean_s0	3	1	0.10067475420325227	0.10976159571340192	0.009086841510149657	0.6169976520821481	0.6169976520821481	0.5774296599210141	0.6295481065413921	0.0	True
459	134624	contrast_s2	3	1	14.069289067647174	11.545520454757094	-2.5237686128900805	1.0771949735641162	1.0771949735641162	0.6867644815883855	0.5635717150778069	0.0	True
460	431136	clean_s0	3	0	0.22203660578604623	-0.0894192840214543	-0.3114558898075005	0.2698637319791254	0.26986373197912544	0.7802109872687175	-0.3142090360292524	5.551115123125783e-17	True
461	431136	color_cast_s2	3	1	0.28407729664763104	0.3278178663309391	0.043740569683308084	0.11472174513790268	0.1147217451379027	0.6002104415732272	0.6926273539914263	2.7755575615628914e-17	True
462	124728	clean_s0	3	0	0.22363695974604533	0.16705160337137898	-0.05658535637466636	1.2228333565100518	1.2228333565100522	0.8634912784202236	0.6450078856424399	4.440892098500626e-16	True
463	124728	gamma_s2	3	0	0.2728928925233499	0.13068384893928678	-0.14220904358406314	0.0007042816120125249	0.0007042816120125247	0.7888577274585393	0.3777707918170126	2.168404344971009e-19	True
464	271897	clean_s0	3	1	0.2268432885502013	0.1344123175723262	-0.09243097097787512	0.3955645445404043	0.3955645445404043	0.8085265121422199	0.4790792930673588	0.0	True
465	271897	contrast_s2	3	1	0.6907086978032967	0.5235941518441114	-0.1671145459591853	0.6264504839283312	0.6264504839283312	0.8874489170546934	0.6727337653456861	0.0	True
466	324845	clean_s0	3	1	-0.07753731952755516	-0.09940731135818928	-0.021869991830634122	0.31744813494654084	0.31744813494654084	-0.3177523385146598	-0.4073768069618942	0.0	True
467	324845	color_cast_s2	3	1	-0.07678847569076518	-0.012553756528500075	0.0642347191622651	0.4591796694944311	0.4591796694944311	-0.3809305492390393	-0.062276394034343624	0.0	True
468	573953	clean_s0	3	0	0.21811396545573908	0.15097406267551336	-0.06713990278022572	0.1540521976487893	0.15405219764878933	0.7062141073130306	0.4888270802698563	2.7755575615628914e-17	True
469	573953	gamma_s2	3	0	0.13529415265686648	0.013447488037619531	-0.12184666461924695	0.2907921516691824	0.2907921516691823	0.6835538635061077	0.06794146104658336	5.551115123125783e-17	True
470	114226	clean_s0	3	0	0.19714449986453322	0.07593079289435678	-0.12121370697017644	0.16017480751604846	0.1601748075160484	0.7957172491632604	0.30647287492270747	5.551115123125783e-17	True
471	114226	contrast_s2	3	0	0.2135673814903103	0.18086470027311888	-0.032702681217191415	0.6941712041662432	0.6941712041662434	0.43396820146952775	0.3675164631374746	2.220446049250313e-16	True
472	574874	clean_s0	3	1	0.05999529570001478	0.020028833368929327	-0.03996646233108545	0.4024330522851957	0.4024330522851956	0.8513833615516321	0.28422587608968736	1.1102230246251565e-16	True
473	574874	color_cast_s2	3	0	-0.11730510766897534	-0.06918474901164398	0.04812035865733136	1.5057851566966385	1.505785156696639	-0.6187297167434788	-0.36491727435892884	4.440892098500626e-16	True
474	122639	clean_s0	3	0	0.09517221493498669	0.07834541839739156	-0.016826796537595126	0.22663983820943878	0.2266398382094389	0.7070881327561834	0.5820723584341919	1.1102230246251565e-16	True
475	122639	gamma_s2	3	0	0.06477664298489412	0.06433456283543508	-0.00044208014945903984	0.2656623610218995	0.2656623610218996	0.3826986049651188	0.38008680773876063	1.1102230246251565e-16	True
476	11244	clean_s0	3	0	0.0674619620858192	0.04730585280047027	-0.02015610928534893	0.9084139965383605	0.9084139965383607	0.7557497895226599	0.5299488362296008	2.220446049250313e-16	True
477	11244	contrast_s2	3	1	-0.16138939265169228	-0.09671420608841522	0.06467518656327706	0.9152149657321762	0.9152149657321763	-0.4384754500411737	-0.2627607945183504	1.1102230246251565e-16	True
478	148085	clean_s0	3	0	-0.1307750963724954	-0.058984529072447216	0.07179056730004818	2.159293906701155	2.1592939067011545	-0.7440760513895758	-0.3356065237397209	4.440892098500626e-16	True
479	148085	color_cast_s2	3	1	-0.09888785068326691	-0.06099296659087181	0.0378948840923951	1.037556358345499	1.0375563583454988	-0.9800003972441864	-0.6044537430549104	2.220446049250313e-16	True
