config,group,detector,case,AP,AP50,AP75,AP_delta_no_adapt,AP50_delta_no_adapt,AP75_delta_no_adapt,AP_delta_full_hybrid,AP50_delta_full_hybrid,AP75_delta_full_hybrid
det_norm_low_75,block_4,ssd,contrast_s1,25.37346455348776,40.865717740948526,26.421376406223875,-0.0021171802639885495,-0.14137535230321907,0.16148545920649515,0.013966546285976156,0.0006716918156124407,0.06908370903123129
det_norm_low_75,block_4,ssd,contrast_s2,23.675427744829705,38.74728969806554,24.133205633498427,-0.08580206673197976,-0.05070872228386536,-0.04736973498313812,0.03578785136343077,0.28806670348511254,-0.05898463493341777
det_norm_low_75,block_4,ssd,color_cast_s1,24.704263123880157,39.53575991703059,25.5792646592756,0.10401464694030083,0.27911611819943505,0.0743630947499907,0.0027142335179086707,0.015153624732194837,0.0042637533497646984
det_norm_low_75,block_4,ssd,color_cast_s2,24.20666956175679,38.887561317027284,25.259812844294103,-0.11962691678292503,-0.04924466133436334,-0.1885260995207083,-0.008971359129097967,-0.05221933835002357,0.04102743248668994
det_norm_low_75,block_4,ssd,clean_s0,25.2811819111746,40.55141274819099,26.075419069959054,-0.15027332604096721,-0.2504147114796129,-0.2537775686764887,0.043716834670659566,-0.08320116439058389,0.001067869611470762
det_norm_low_75,block_5,source,gamma_s1,42.99080935817698,65.7434495709604,46.10687379967065,0.16859078913495917,0.1852025809840674,-0.14320111683377434,-0.3836869442496893,-0.026419153463042022,-0.6560063055623788
det_norm_low_75,block_5,source,gamma_s2,41.83962740006481,63.92705433322584,45.47582020962047,-0.22612128936271292,0.30266129244528317,-0.603282455430526,0.13658234653757262,0.319514189645731,0.44706186263693826
det_norm_low_75,block_5,source,contrast_s1,42.017356467725364,64.4358008252377,44.74237905153536,0.15606820620996387,0.4089215827658643,0.48279764574868933,-0.15556009242033708,-0.40769917819467594,0.17292056251494992
det_norm_low_75,block_5,source,contrast_s2,37.3202803800875,58.23054431512881,40.09625243300907,-0.165553150253267,-0.2186195796219037,0.05755054782224378,0.3082809787484153,0.7823372041545928,-0.06818618371401408
det_norm_low_75,block_5,source,color_cast_s1,41.06108273916046,63.38394699771336,44.440143882028934,0.04719809671669961,0.35186541800857896,-0.07283179598749911,0.009299346837554623,0.10098327204793867,-0.032485600942561144
det_norm_low_75,block_5,source,color_cast_s2,40.82567520831635,62.75709395326998,43.26797748019613,0.18181023842931965,-0.003692673447253103,0.11670366490426076,0.057956997256725096,0.17925851026346917,0.1093710927610847
det_norm_low_75,block_5,source,clean_s0,42.72137768439078,64.9783058416612,45.58192014308741,0.00868883693424527,-0.06972464362668962,-0.02947133834934612,-0.027276397860809265,0.0649424385401165,-0.06533214943414412
det_norm_low_75,block_5,target,gamma_s1,44.726504241741836,65.10876950995628,47.00018634153566,0.14685784421926695,-0.00977895539596707,0.24482748215904349,-0.045078093439537836,0.03867510349986336,-0.018672845932354853
det_norm_low_75,block_5,target,gamma_s2,42.933954186059076,62.18173999408947,44.90466210789258,-0.11474212662990757,0.48556520685917315,-0.24153574906018993,-0.16254336852470352,-0.13936663477112088,-0.07395298587304366
det_norm_low_75,block_5,target,contrast_s1,42.96088786408867,63.64093973403231,43.35226028765094,0.0603230636365637,-0.08169014797708707,0.15116492406296866,-0.03842150915306375,0.027987604221335616,-0.45694375536479703
det_norm_low_75,block_5,target,contrast_s2,38.63488936144797,57.18169419491358,40.621934557449485,0.04914355012865523,0.011257135535625018,0.16833675699845507,0.07371740169660468,0.29169720004197375,0.08493750289603197
det_norm_low_75,block_5,target,color_cast_s1,44.48274619214305,64.40914013742898,48.43642445395878,-0.08689729380338962,-0.053287901199272625,-0.21952522120688434,-0.0680902830129615,-0.112200871491408,-0.058363408679346085
det_norm_low_75,block_5,target,color_cast_s2,43.50393491472863,62.2892917914743,46.90616324929311,0.17109117222679493,0.0015234434779354267,0.03800029573730601,-0.017963059332465336,-0.11465612362262512,-0.008629634652035367
det_norm_low_75,block_5,target,clean_s0,45.64880822558295,66.03487659580634,49.65285347385817,0.16591982302566755,0.22768283992595784,0.6034245799878823,-0.10421096657635687,-0.006959294313557685,0.03283705772943457
det_norm_low_75,block_5,ssd,gamma_s1,29.406431121123955,48.23405985971029,29.028914000862443,-0.3150588856291936,0.10027903884310407,-0.9947134951161396,-0.2406848171970566,-0.48666334714429493,-0.05374775243203733
det_norm_low_75,block_5,ssd,gamma_s2,28.366586803935036,46.56001869273593,28.236158071477885,-0.24910231980339037,-0.08974112569939408,-0.5990618404817016,-0.004766212712020712,-0.0012984268435267676,0.13621864333391853
det_norm_low_75,block_5,ssd,contrast_s1,30.548134587102027,49.387505950112654,31.81978056545139,0.007736452779333325,-0.24720617399950906,0.032046507225930165,0.005910767493094715,-0.047829710375585366,0.14140400008550436
det_norm_low_75,block_5,ssd,contrast_s2,28.33922624313015,45.83237091841781,27.06909243727168,0.19215703277625784,0.19128986398345704,-0.10017364155525121,-0.19029671309039875,-0.2773869485464264,-0.2742849912372336
det_norm_low_75,block_5,ssd,color_cast_s1,29.192663928149624,48.443882289258724,28.394884892820976,0.002012229538589372,0.039304816597490744,0.06216997146300529,-0.050612878024564045,0.04337275617154468,0.05268155789925899
det_norm_low_75,block_5,ssd,color_cast_s2,28.64328988521064,47.12831146344305,28.8667760441487,0.009093738740106883,-0.06828869651024361,0.12923133894841565,-0.019329448747273936,-0.01984050712783847,0.053235623005631894
det_norm_low_75,block_5,ssd,clean_s0,30.50324322275131,49.35231244367443,31.73344062739842,0.01775643365917734,-0.4020587386977248,0.28836499988081354,0.09555672144131999,-0.009799119607800666,0.1539599692221727
log_norm_ratio_high_25,aggregate,source,gamma_s1,36.87637697686035,58.41827477835784,40.04331872100883,-0.016755532113882365,-0.041488911741216494,-0.15967469345123386,-0.2415125690631792,-0.2229861217207807,-0.3415197273472337
log_norm_ratio_high_25,aggregate,source,gamma_s2,35.30768785392364,56.231272386311396,37.01252338061171,0.011282894656511333,-0.008133337121718487,-0.021758100102226008,0.02958556511549193,0.04832991996996938,-0.9159085186089044
log_norm_ratio_high_25,aggregate,source,contrast_s1,36.06128546644039,57.1854941801766,38.87901552041498,0.05083721942354402,0.08351959960508637,-0.017663335804346536,0.0830899387477102,0.017604867179221717,-0.08141437425746023
log_norm_ratio_high_25,aggregate,source,contrast_s2,31.22183866760987,50.4953891502934,33.14451019548282,0.07376542122400909,0.10969889045142622,0.27297501351522535,-0.03919914961580395,-0.15004987650943935,-0.01311058088673267
log_norm_ratio_high_25,aggregate,source,color_cast_s1,36.57503981120857,58.234749786369775,40.01598233054557,0.04161214911316269,0.02649744787848185,0.025832835008327004,0.014236198802358713,-0.036668495416836144,0.2658601855579368
log_norm_ratio_high_25,aggregate,source,color_cast_s2,35.3039212937532,56.27224180146143,37.34495340184838,-0.3540773172355849,-0.5760043136030624,-0.6540120964517393,-0.4426282667457315,-0.7044255289276102,-0.8327288660099574
log_norm_ratio_high_25,aggregate,source,clean_s0,37.57991321432838,59.32396756220718,40.30498845631724,0.002069797054399247,-0.10740530351934785,0.023081779806011227,0.01998050191343026,-0.005974094369298744,0.08291596398564138
log_norm_ratio_high_25,aggregate,target,gamma_s1,38.27460653308442,57.58105447306079,39.57945203446797,0.0818917494850524,0.09236280448564615,0.0950151398027399,-0.0080519411366331,0.032627175856370094,0.05392249237995972
log_norm_ratio_high_25,aggregate,target,gamma_s2,36.518256722011465,55.40351402067108,37.57566203520694,-0.0358408201320326,0.06655768263713613,-0.09495752448510641,0.06951965325628917,0.0362996620016931,0.1558468304439009
log_norm_ratio_high_25,aggregate,target,contrast_s1,37.64593978382141,56.5021251340303,38.60308609385107,0.03384354343443641,-0.008193513230536631,0.18329390498396103,-0.08444702884486399,-0.003925904677226644,-0.10534251455107113
log_norm_ratio_high_25,aggregate,target,contrast_s2,33.16128294903582,50.237076373324676,33.71129928683518,0.060343010506164196,0.06899379624816238,0.11677525822503254,-0.1348835040687002,-0.1638676570902886,-0.2591084310638647
log_norm_ratio_high_25,aggregate,target,color_cast_s1,38.15332435822851,57.14458038919508,40.48698785070218,0.0012817492497874117,0.008719764475195735,0.07036644444497475,-0.032116843207974366,-0.07468216182102694,0.16132008574718526
log_norm_ratio_high_25,aggregate,target,color_cast_s2,36.90268722144349,55.310273388891815,38.95179675613376,0.0292142627825287,-0.0029539026983882444,0.028666376501429447,-0.0609164825253361,-0.0706473800184182,-0.08834541808763197
log_norm_ratio_high_25,aggregate,target,clean_s0,39.30379520107146,58.78271292844373,41.661464516816146,-0.011792578333524872,0.011773099224210437,-0.06353521757104796,-0.07273989906906309,-0.028283219124658476,-0.3109602399532341
log_norm_ratio_high_25,aggregate,ssd,gamma_s1,24.181387466848264,40.38092669760747,25.112910114232456,0.002946836367193062,0.016617738866403498,0.047381828208065135,0.001830545462236377,-0.06597672015682399,-0.010624229455857837
log_norm_ratio_high_25,aggregate,ssd,gamma_s2,23.271427766939063,39.142380354647166,23.812457365621512,0.013698310800630553,0.00029361893721380206,-0.026810048234984785,-0.10456239865678507,-0.21786070959299297,0.033645969927614816
log_norm_ratio_high_25,aggregate,ssd,contrast_s1,24.68925671044009,41.41679059811052,25.246114373227947,0.015918078670987268,0.013089763328155701,0.002480793378217827,-0.03261389282367966,-0.045781401336453253,0.00626618320422323
log_norm_ratio_high_25,aggregate,ssd,contrast_s2,22.87631414619704,38.87307172338852,22.516252642229816,-0.01589017592589781,0.045767759535764174,-0.1272444162160824,-0.03990767063409839,-0.06584792233273462,0.1185619470883803
log_norm_ratio_high_25,aggregate,ssd,color_cast_s1,24.24020865748109,40.7092568660562,24.551789285320726,0.001580512992338523,0.016714130925643556,-0.01013985177782395,-0.046542421104225906,-0.01660128070646305,-0.06407385063583182
log_norm_ratio_high_25,aggregate,ssd,color_cast_s2,23.645275948978593,39.676876581737005,23.95595532810388,-0.022631143791973507,-0.00931718649857527,-0.08253974990688195,0.024453884048447616,0.02216348164052473,0.004061146115116876
log_norm_ratio_high_25,aggregate,ssd,clean_s0,24.83983936070632,41.55219585808853,25.576807934912654,0.003910061084377858,-0.02832446667974664,-0.011922340838549372,0.00803139476371062,0.02306275647176448,-0.004988553685997266
log_norm_ratio_high_25,block_1,source,gamma_s1,40.90995236840485,60.63077921447112,46.0887359499119,-0.07380032263511471,0.012560663803440342,-0.055190231735396944,0.24261441617169366,0.09894496237978778,0.29631523897869494
log_norm_ratio_high_25,block_1,source,gamma_s2,39.66895744425321,59.54805674986087,43.6316411037145,-0.018355689179749834,0.004145545003908513,-0.0273074343171531,0.15779559057868542,0.21933162612977064,0.5605535262299899
log_norm_ratio_high_25,block_1,source,contrast_s1,39.85698414680074,59.51835825369069,42.776194204743476,0.2329216465951578,0.22282686622314696,0.11781020226204753,0.2770849572450995,-0.004943241827404243,-0.27250532939809835
log_norm_ratio_high_25,block_1,source,contrast_s2,35.41308326247889,52.98479448206369,39.04534024533455,0.06387364956996211,0.07745807917364234,-0.006635493449913543,0.07119919265975994,-0.08523695153834776,0.6249659681661357
log_norm_ratio_high_25,block_1,source,color_cast_s1,40.63039608432029,59.65645512601338,45.445517753280285,0.10157700087363719,0.11070996057841453,-0.04880239726746671,-0.18155945089378123,-0.09855597575330055,0.011553584193657596
log_norm_ratio_high_25,block_1,source,color_cast_s2,39.14601679695045,58.126860385161926,43.36114506172465,-0.17426947801482684,-0.21805404629648972,-0.519823484788301,-0.10926698190368289,0.0036054059242562886,0.09805389872028503
log_norm_ratio_high_25,block_1,source,clean_s0,41.21191353409377,61.50272294617951,44.630438028653856,-0.05903290733429434,-0.17884539899201135,0.1631615606730641,0.13468894426326705,0.06340491512263347,0.041169578829741704
log_norm_ratio_high_25,block_1,target,gamma_s1,42.730700630256706,59.5722559213464,46.341165181877116,0.07585803318673201,0.008456599488770866,0.17136492368326484,0.4300530662219859,0.45025912534059076,0.6783676032352526
log_norm_ratio_high_25,block_1,target,gamma_s2,40.92519288221426,57.997997423093196,43.98415885206858,0.041495513301598175,0.028406760325794256,-0.012861757207971447,0.15854479035726232,0.026817654334698737,0.37381896071425613
log_norm_ratio_high_25,block_1,target,contrast_s1,41.738230477284176,58.35248415024805,44.238688846807975,0.3114591254139043,0.35201664451497416,0.45797982807991855,-0.1614547910936459,-0.08289702212324057,-0.0994474334732598
log_norm_ratio_high_25,block_1,target,contrast_s2,37.127832339875795,52.08629333267739,39.17597735168006,0.12849084036791747,0.09615516526653156,0.027657635241845613,-0.35222031388945085,-0.48837085650035306,-0.20673919812009833
log_norm_ratio_high_25,block_1,target,color_cast_s1,42.54247117682098,59.333549080929515,44.788511533136194,0.03162699087015941,0.029765998237596403,0.059857102656052374,-0.053831817501087675,-0.07375727845511104,0.25910022080898876
log_norm_ratio_high_25,block_1,target,color_cast_s2,40.5511711695281,57.24064686297267,42.04620361819714,-0.06781205070862106,-0.07487294216749207,-0.1954884169564186,-0.06119513700938439,-0.18852861590545889,-0.0599485759073648
log_norm_ratio_high_25,block_1,target,clean_s0,43.346438903517445,60.69071343469237,46.24658600470345,0.016851882159962805,-0.02333796014846179,0.01132583333409154,-0.05078472656520061,0.018948553546183078,-0.465534538652318
log_norm_ratio_high_25,block_1,ssd,gamma_s1,29.044750739794225,45.74412807397001,30.85581417998894,-0.003518812289787787,0.003977728226650656,0.019042365462473843,-0.027791880400002134,0.024149073482426786,-0.20421302402051644
log_norm_ratio_high_25,block_1,ssd,gamma_s2,28.35170095017336,44.49011914439,29.122362805097595,0.056734640729266816,0.09583042676045705,0.07588408482513409,0.11301238699617522,-0.01678853303472838,-0.16783405603960633
log_norm_ratio_high_25,block_1,ssd,contrast_s1,29.200192350356318,46.16385794560865,30.219409079500615,-0.028984474950732864,0.007643788672223595,-0.07391134916094333,0.0068632466782958534,-0.32815647482479227,-0.05581689055913497
log_norm_ratio_high_25,block_1,ssd,contrast_s2,27.623877914576383,43.72373634463374,27.659531871707156,0.02952259865450224,0.2147226666952995,0.015409407841476819,-0.09236218241930327,-0.1647145605018996,-0.013871856828506779
log_norm_ratio_high_25,block_1,ssd,color_cast_s1,28.62291235209439,45.78379485404845,29.81923054236696,-0.05083903058307193,-0.06591964390319505,-0.08661409344413729,-0.03737809495141797,0.09135282056855765,-0.20917737959912364
log_norm_ratio_high_25,block_1,ssd,color_cast_s2,27.705787876411087,43.73642161785708,28.733229001143773,-0.038651325639688094,-0.006542901450179439,-0.09044483778027912,0.029380342065710163,0.0024751481156770616,0.02658644075922978
log_norm_ratio_high_25,block_1,ssd,clean_s0,29.560198393307886,46.24563393158621,30.9149303917547,0.02743197404690978,-0.16906931675294,0.03731645465329669,0.029719239999831393,-0.11247743986112502,0.003829643892716561
log_norm_ratio_high_25,block_2,source,gamma_s1,42.51125864344441,64.17946969696719,46.3440984313058,0.005723545116836926,-0.1264372518680279,-0.08948023363575253,-0.1949301662692582,-0.08120314137729512,-0.29334254165231943
log_norm_ratio_high_25,block_2,source,gamma_s2,40.618661405707975,61.37832032618129,44.520897826971954,-0.06181894352948469,-0.1090809674822113,-0.29947860456776,-0.1813418861992322,-0.07519455798394858,-0.6113637632504498
log_norm_ratio_high_25,block_2,source,contrast_s1,41.31903385248781,61.98498268511279,45.4559030687188,-0.06665181144503984,0.02641757662723565,-0.22179713718982197,-0.25493282004748763,-0.026893336286848424,-0.3826619555585442
log_norm_ratio_high_25,block_2,source,contrast_s2,35.89828241292057,56.61217220078642,37.14476878980444,-0.06305710721999369,-0.1545501231273838,0.4324272629893544,-0.19453359210516719,-0.22913442740841727,-0.878609184053214
log_norm_ratio_high_25,block_2,source,color_cast_s1,42.38668706122717,64.52561716337948,47.7038834779757,0.10668877418326117,-0.06747255212299352,0.15672853702491385,-0.12748068788790423,0.27265976592661945,0.15346642447743863
log_norm_ratio_high_25,block_2,source,color_cast_s2,41.63475600168823,63.36048996035972,45.3828855312852,0.03990717232711938,0.301747351921966,0.18756028199647945,0.4445203074146642,0.8368021370104395,0.6347651100489793
log_norm_ratio_high_25,block_2,source,clean_s0,43.609344177123184,65.3770425031997,48.08338420986914,-0.26293057460215485,-0.15288081491271477,-0.10659166959615107,0.07496793881995312,0.03667617627438613,0.25561706465598855
log_norm_ratio_high_25,block_2,target,gamma_s1,44.34383873378504,63.30270148783356,48.52041559046609,-0.16499456538107693,-0.1346243371971645,-0.09617353960432728,-0.4121345423820699,-0.17727202153333677,-0.4368692256661477
log_norm_ratio_high_25,block_2,target,gamma_s2,42.81756400610715,61.56122481090075,46.52110119988998,-0.057619362527289164,-0.013671694656491873,-0.09233517096022825,0.05873065065257199,0.19846328877582975,0.16262675452392572
log_norm_ratio_high_25,block_2,target,contrast_s1,44.6678347379932,62.9425135344659,48.548386658714,-0.06908909554384501,-0.10470883676413356,-0.10978466689963162,0.0990350010296126,-0.10037190258876949,-0.03866172637432275
log_norm_ratio_high_25,block_2,target,contrast_s2,39.400452512834946,56.85693284320045,42.625687442665374,0.5529668510410424,0.8465649307948464,0.8142009603024913,-0.3420644780330162,-0.3522671512947939,0.0028843489947139034
log_norm_ratio_high_25,block_2,target,color_cast_s1,43.80712639266858,62.137510126172536,47.25940062374679,0.03548779903916888,0.008222581612693514,0.06194378396397471,0.00016134332386230632,0.028749970923813706,0.33673864677518095
log_norm_ratio_high_25,block_2,target,color_cast_s2,42.43584840325004,62.16505212494041,45.70199189614807,0.058645090007258815,0.05516028622231106,-0.020920683768688164,-0.020643332480624332,-0.05773688746057992,0.04345610771989139
log_norm_ratio_high_25,block_2,target,clean_s0,45.50913215758772,63.78758397525556,49.006056649392654,-0.09633903879862626,-0.09636605553869915,-0.1249702897321181,0.08869497743302368,0.1993340333036886,0.05143780045777091
log_norm_ratio_high_25,block_2,ssd,gamma_s1,29.06030445208171,47.67308426138978,30.864637234872877,0.02717422094089539,-0.013141632257185343,0.059429055647652884,-0.17124861850815742,-0.17063147236962561,-0.5451048960283478
log_norm_ratio_high_25,block_2,ssd,gamma_s2,27.771374425510135,46.56966623675105,29.378906105470637,-0.05831804383419348,-0.0018970549337526954,-0.12088056643683176,-0.01190416157647034,0.19609370803085335,0.013127987253475082
log_norm_ratio_high_25,block_2,ssd,contrast_s1,29.396369683574104,48.27628366923634,30.809449327921794,-0.06386911112526983,-0.014309137386653292,-0.07386926169031804,-0.026641251479775363,0.15943169965550452,-0.03830397517040063
log_norm_ratio_high_25,block_2,ssd,contrast_s2,27.52487577020024,46.186806576407655,28.099881842056977,-0.1217558030005561,-0.027630209915752157,-0.40579321418209857,-0.1302104235945678,0.14213435689875986,-0.10412493197728412
log_norm_ratio_high_25,block_2,ssd,color_cast_s1,29.390962418306042,47.7399754977436,30.40666390882475,-0.01573339326957912,-0.07070766148037366,0.012634766890895488,-0.19348826117686624,-0.1233266655526033,-0.017356956820208103
log_norm_ratio_high_25,block_2,ssd,color_cast_s2,29.16134646240443,47.760245569391124,30.578325740955858,-0.0012165074787517938,-0.012148768397801657,-0.06340682021833688,-0.03245946942180278,-0.14781980314338417,-0.07253292997700944
log_norm_ratio_high_25,block_2,ssd,clean_s0,29.983847674418453,48.72716949404035,31.870559567409263,0.03279553729665374,0.011362119644364732,-0.0497590733583686,0.049001103521734146,-0.00025155163468348896,0.0924190029517824
log_norm_ratio_high_25,block_3,source,gamma_s1,39.158444281318374,60.31520890814445,42.74578055153492,-0.10904358029041328,-0.10763921250681596,-0.07622840093167715,-0.46573172162132637,-0.9090981551398536,-0.5018975635089573
log_norm_ratio_high_25,block_3,source,gamma_s2,37.27403411377005,58.02927332699909,40.78660602191943,-0.3856301712539867,-0.38194689009722893,-0.7368930776811222,0.005138448291069908,0.13354094052074883,1.1702313911127082
log_norm_ratio_high_25,block_3,source,contrast_s1,39.42325710604055,60.17967844328965,43.68827611131407,-0.1747959328123161,-0.06283236274989834,-0.05110699352269821,0.12371825065333741,-0.0506581513120663,0.5440999013422043
log_norm_ratio_high_25,block_3,source,contrast_s2,32.780259175285394,52.730173841380555,34.455996558133094,0.14227705008875713,0.12064337678847625,0.43009201141698816,-0.3250610020831102,-0.2422537237144029,-0.6490909997661387
log_norm_ratio_high_25,block_3,source,color_cast_s1,40.590207906759616,62.453952208213124,44.214206019278706,0.1168520594654332,-0.07561751415642304,-0.053215113190091534,0.2338332576162283,-0.12979080453002778,1.0760120044838728
log_norm_ratio_high_25,block_3,source,color_cast_s2,39.42471843044043,61.55428142612188,41.00980645027225,0.01402077957299297,-0.08140447621475255,-0.10025810372605304,-0.0667710526169818,0.31247452885057037,-0.6728803958688634
log_norm_ratio_high_25,block_3,source,clean_s0,41.61897987165486,63.40486952016268,44.900789796801526,-0.07191100884824664,-0.05629000327186384,-0.11955503293520353,-0.12195767272852875,-0.007437645238328461,0.094304617751656
log_norm_ratio_high_25,block_3,target,gamma_s1,41.21951863941472,60.11049890173194,44.135662901047496,-0.08612996250703109,-0.039335919512784034,-0.06140189690022613,0.20591346301998548,0.16270215677455235,0.3727053787487389
log_norm_ratio_high_25,block_3,target,gamma_s2,39.978536425419996,58.55553510697501,42.07758882041721,-0.12771339954713024,-0.048499603968410465,-0.4111349800798303,-0.01759454696592666,0.07643266300139118,-0.08316001245489701
log_norm_ratio_high_25,block_3,target,contrast_s1,40.72246910638251,58.55547734348986,43.68983102641336,0.03453341122569564,-0.10136793452039106,0.02601691967815123,0.008742001501294006,0.3425525669892737,-0.12367018799185336
log_norm_ratio_high_25,block_3,target,contrast_s2,35.6038363055009,51.69982105631949,37.139117159569196,-0.05545728447165499,-0.028043435763003277,0.2133109338630479,-0.10335690759270544,-0.085514038850798,-0.3507940029309098
log_norm_ratio_high_25,block_3,target,color_cast_s1,42.06684859869533,61.7901752694015,45.11169340339851,-0.24651395520687847,0.6635251248066409,-0.03851681286560216,-0.055747311014248124,-0.0741598618119288,0.042865622739401976
log_norm_ratio_high_25,block_3,target,color_cast_s2,41.120527259549824,59.64587394538064,43.25570738561802,-0.030877079039437483,-0.18962365951883386,-0.029968494616539054,-0.2450427851766135,-0.23840413905236169,-0.2537276999922844
log_norm_ratio_high_25,block_3,target,clean_s0,42.9111760526707,62.09641203025576,44.81734043920449,0.0004692749976775712,0.05687748076742549,0.014892711705161155,0.09945312752820401,-0.06019281404339161,-0.8009912649840578
log_norm_ratio_high_25,block_3,ssd,gamma_s1,28.18065971507768,44.9675784562611,29.914596761086493,-0.006842884125984883,-0.019094087945203952,0.015935899051622293,0.030827428510588062,0.10248183604311678,-0.059601099848644035
log_norm_ratio_high_25,block_3,ssd,gamma_s2,27.265040570610395,43.49944924547524,29.010785777717036,0.056776655366669315,0.11164677549678204,0.1192260825772784,-0.2943390750705599,-0.6992062804049626,0.062175547585996416
log_norm_ratio_high_25,block_3,ssd,contrast_s1,28.32122757588578,45.57671212430391,29.87563733301875,0.098764714712829,0.039320544140969416,0.06484665018285929,-0.06512679621293316,-0.1750287407028983,0.00010634660174146937
log_norm_ratio_high_25,block_3,ssd,contrast_s2,26.739181419464785,43.62994961797557,28.104551551560945,-0.1245506349889014,0.014983866369761012,-0.7521389548784396,-0.046112547077165056,-0.055662885798768436,0.022150077316673844
log_norm_ratio_high_25,block_3,ssd,color_cast_s1,28.173971030518352,44.495307889517214,29.675275741426354,-0.06290594989288856,-0.055226643559541655,-0.09190671126543815,-0.14986697271319183,-0.17157689957948974,-0.2006466405116536
log_norm_ratio_high_25,block_3,ssd,color_cast_s2,27.08121860729562,42.90999042160352,27.666232430106035,-0.005554227819898339,-0.0006684797266620635,-0.0022925213377322784,-0.022894431224368406,-0.042022350008480425,-0.11497190306145044
log_norm_ratio_high_25,block_3,ssd,clean_s0,28.541700570816918,45.43782437765852,30.24786898608775,-0.23229386364171933,-0.3545610265930754,-0.33720752125603326,-0.3135752283605464,-0.44356467081410056,-0.38537582309244867
log_norm_ratio_high_25,block_4,source,gamma_s1,37.57031775050314,58.293615820474976,40.35775704294459,0.12368375882217952,0.0070236424166481015,0.002524227782302324,-0.3642194305664981,0.04986076739227352,-0.8673792831618288
log_norm_ratio_high_25,block_4,source,gamma_s2,35.37508272081546,55.101361735715905,37.80894920272511,0.26466732899514955,0.10962684912479981,0.5921025686145331,-0.06247032524102081,0.0980393402591817,-1.1231077495723718
log_norm_ratio_high_25,block_4,source,contrast_s1,36.032318975412444,55.96310647571635,39.031800836483974,0.03741752278767496,0.007326989342948398,-0.07422788642589273,0.34977436878063095,0.10650039988513438,0.037955231594577477
log_norm_ratio_high_25,block_4,source,contrast_s2,30.48187897938343,47.21675489568163,33.40467817140188,0.0787739096320017,0.11763108945988532,0.47530485187212146,0.03943418641724761,-0.09666561550294994,0.16034269235858378
log_norm_ratio_high_25,block_4,source,color_cast_s1,37.02111908086278,57.98156567521304,40.385283660453005,-0.016353822668707663,-0.20325439100125076,0.11061621461606053,0.1295631999449709,-0.15368727540243654,0.2528407788549514
log_norm_ratio_high_25,block_4,source,color_cast_s2,36.40902805400093,56.70566052363252,40.071668670453946,0.12369178606124742,0.23454723912551545,0.18654270703381548,0.39717279179950493,0.5032041450626856,0.46353725044088745
log_norm_ratio_high_25,block_4,source,clean_s0,38.6202225084777,59.65897023684607,41.02605631150364,-0.0496035156211827,-0.11024293266453933,-0.14665051130458573,-0.13798693096092052,-0.24448161454204698,-0.34230551763828054
log_norm_ratio_high_25,block_4,target,gamma_s1,37.90231636942133,55.802785435825975,39.49080672278342,0.06804085752527,0.09669328952307543,0.06003570475047182,-0.1526721423087518,-0.136002746635977,0.0030352527452925937
log_norm_ratio_high_25,block_4,target,gamma_s2,36.05493047556698,53.81170345684851,37.675653475348,-0.015286796948427162,0.08289564692633977,0.016153959208997648,0.1886457332175684,0.6214846501768068,-0.20522783950150947
log_norm_ratio_high_25,block_4,target,contrast_s1,36.977779959913654,54.80345608821444,38.68752900966147,-0.07713136633832884,0.005183145395193378,0.033933096843125066,-0.23713794794711918,-0.2031195933614227,0.00024232880350694153
log_norm_ratio_high_25,block_4,target,contrast_s2,31.436695336025487,46.22557514169595,32.16937389519073,0.10030679181236013,0.18365621494536022,0.021187260631960747,-0.3687818035657431,-0.08212202788360767,-0.6614932158563069
log_norm_ratio_high_25,block_4,target,color_cast_s1,36.769293176826615,54.915971982885004,37.75729358931593,-0.032722723459677194,-0.0714891452665678,-0.18466785628123428,0.0974114573693452,0.08830499998795371,-0.08247538147662659
log_norm_ratio_high_25,block_4,target,color_cast_s2,35.4380955621628,52.72780770990535,38.0629085638598,0.06797379503915013,0.045988684989795026,0.11796841954013759,-0.005712138757613117,0.17068933035589984,-0.21333352721679688
log_norm_ratio_high_25,block_4,target,clean_s0,38.75301978921455,57.25547946462869,41.37460252363908,-0.004841795662557935,0.03640252669305788,-0.20966606961694834,-0.14473224807228235,-0.1065623861684184,0.18010657414154196
log_norm_ratio_high_25,block_4,ssd,gamma_s1,24.37035535209373,38.92185394601965,25.22033783589051,-0.033616227899005424,0.028933916271861593,0.010229151795809743,-0.13082767812438167,-0.30150226133988656,-0.5394856013648752
log_norm_ratio_high_25,block_4,ssd,gamma_s2,23.598446363257477,37.734179554427485,24.55140244768326,0.22841089381724633,0.012572882161765442,0.111255252651693,-0.011156439266063467,-0.20487179609727235,0.0368302908945517
log_norm_ratio_high_25,block_4,ssd,contrast_s1,25.401887550302288,40.99072458227861,26.248661777989952,0.026305816550536987,-0.016368510973135963,-0.011229169027426877,0.04238954310050169,0.12567853314569555,-0.10363091920269074
log_norm_ratio_high_25,block_4,ssd,contrast_s2,23.61932233263079,38.35077229011945,24.255500289490595,-0.1419074789308944,-0.4472261302299607,0.07492492100902859,-0.02031756083548386,-0.10845070446098282,0.06331002105874894
log_norm_ratio_high_25,block_4,ssd,color_cast_s1,24.60231237934378,39.35765890679438,25.494061392749128,0.002063902403923179,0.10101510796322599,-0.010840171776482777,-0.09923651101846898,-0.16294738550401422,-0.08093951317670878
