config,group,detector,macro_AP_delta_no_adapt,positive_conditions_no_adapt,clean_AP_delta_no_adapt,macro_AP_delta_full_hybrid,positive_conditions_full_hybrid,clean_AP_delta_full_hybrid
clip_norm_high_50,block_5,ssd,0.02172671215015798,2,-0.0656554441537116,-0.0027095462964958164,2,0.012144843628431046
clip_norm_high_75,aggregate,source,0.04829884062459525,4,-0.05646015370053825,-0.018883345679890362,2,-0.03854944884150724
clip_norm_high_75,aggregate,target,0.07284229048169777,5,0.09272697736965041,0.002570683506171919,5,0.0317796566341122
clip_norm_high_75,aggregate,ssd,0.02815636361935085,4,-0.017241985840554808,-0.004004365184213006,2,-0.013120652161222046
clip_norm_high_75,block_1,source,-0.09968700818306642,2,-0.19279097198083295,-0.045366855408281635,2,0.0009308796167284417
clip_norm_high_75,block_1,target,0.10247711820751311,4,0.12699895422189078,0.008940008983177964,3,0.059362345496727364
clip_norm_high_75,block_1,ssd,0.006994813138465801,3,0.043982958695465424,0.011571516813294047,4,0.04627022464838704
clip_norm_high_75,block_2,source,0.05386660703563251,5,-0.3516253874082609,-0.02438180538554824,3,-0.01372687398615291
clip_norm_high_75,block_2,target,0.17261024041061815,4,-0.1323019067127562,0.010558227989797738,4,0.05273210951889373
clip_norm_high_75,block_2,ssd,0.14215960771108982,4,-0.025173285250507105,0.08678734971272566,2,-0.008967719025426701
clip_norm_high_75,block_3,source,0.0096875205838833,3,0.03260724761621758,-0.006738150171325026,3,-0.017439416264064533
clip_norm_high_75,block_3,target,-0.06101316800150488,2,-0.08382056246135083,-0.010167804115134479,4,0.015163290069175606
clip_norm_high_75,block_3,ssd,0.1014918727362063,5,0.08019081324356914,0.017625194896297065,3,-0.0010905514752579393
clip_norm_high_75,block_4,source,-0.01750852149530191,4,0.10235041630100583,-0.03794613691108691,2,0.013967000961268017
clip_norm_high_75,block_4,target,0.1159617385868894,4,0.1116835536368932,0.017723838649779295,3,-0.028206898772831224
