episode	image_id	case	repetition	chain_relative	chain_cosine	chain_passed	scalar_self_noise	scalar_min_cosine	multi_relative	sep_relative	rev_relative	integrity_passed	old_additivity_passed	cotangent_sha256
2	74938	clean_s0	2	4.6527489766376076e-07	0.9999999999999216	True	0.00040893317259394667	0.9999999122290137	0.0004121637699986318	0.0005196091825221243	0.0005212891992344491	True	False	708bf410a53b17836ad68aa8de20778dbb4f9ee7694cdc7cb08e4faf1f50f58b
2	74938	clean_s0	3	5.39821908142422e-07	0.9999999999998613	True	0.00040898715299474494	0.9999999109003914	0.0003852367557311802	0.0005179174297482127	0.0005178802989833542	True	False	fe187009559e18d12f6bf76a0d8bc68f9e037c583bc4e74dfe935e731ef80fff
2	74938	clean_s0	4	3.2978609706475945e-07	0.9999999999999488	True	0.0004042342838059092	0.9999999116280188	0.0004154986981742362	0.0005229000232803058	0.000518130970338288	True	False	9e870b5b9d2239dd83b704048af8fe7fd33f2709ab507e44936146f1c0bce57d
3	74938	color_cast_s2	0	2.468333000081801e-07	0.9999999999999716	True	0.0004652020913909549	0.9999998910551497	0.0004720492263248195	0.0005011243800796403	0.0005171230584209882	True	False	b4821901459f447a6e3eb53e5c81196f5e788a5b8ce93e7f62257d81466a6b23
3	74938	color_cast_s2	1	1.902312857250508e-07	0.9999999999999823	True	0.00045228759618415283	0.9999998933986683	0.00047308870836363807	0.0005344744858610289	0.0005345219857928144	True	False	9f7f303047c9c2ec747c9a73f192fab65155a8f1f5d4ea6969ac199275f2bbac
3	74938	color_cast_s2	2	5.176434606768868e-07	0.9999999999998757	True	0.0004802199034622334	0.9999998795165475	0.00045018410319818536	0.0005353227681284098	0.0005178559156129832	True	False	4cb5e8dff7bf3713e1d3dde43bcb0103ab8f11bed196e6ff4d232516b9f0bb31
3	74938	color_cast_s2	3	3.25285540414672e-07	0.9999999999999492	True	0.00048447789882267886	0.9999998804459885	0.0004515369174002965	0.0005224897487576651	0.000534176924489574	True	False	60adc280bcb29ffee0c732d110a3321151d57bb7f5c5cda3f6b2aed020d4e3d7
3	74938	color_cast_s2	4	3.572011840562887e-07	0.9999999999999383	True	0.00047243106515251586	0.9999998818660699	0.00048703745192049176	0.0005201638359334867	0.0005418016586330303	True	False	cdfbc9390a596afd591128a3815880bd7d4528b70b5ff4de4d851c7b4c0b5d68
4	347235	clean_s0	0	3.0475045787414837e-07	0.999999999999968	True	0.00046416792967935073	0.9999998842106731	0.0004484209640772998	0.0005275982422782414	0.000529627503639962	True	False	de032177553c046e0b625c20d7ae1a1942c2f5b327abc2c7d545faf9b0fe2512
4	347235	clean_s0	1	3.297561143933537e-07	0.9999999999999605	True	0.00045224162675808617	0.9999998858462793	0.00044041664000358946	0.0005337493192184697	0.0005280387485988994	True	False	3c75f318e00a015e2ee314447dbadc2a933cd68b69c45f788230cc85ecacabd5
4	347235	clean_s0	2	6.291878710388836e-07	0.9999999999998022	True	0.00046728769899660467	0.9999998813250797	0.0004318795617723495	0.0005253706424211468	0.0005265318821577665	True	False	7e85cf723944d055c6337e82f3e8d7f0e3438a7d599a649afe4358e39427ef03
4	347235	clean_s0	3	2.331862477431596e-07	0.9999999999999771	True	0.00045493876374440187	0.9999998947395433	0.0004972639605095541	0.000556863024250309	0.0005513114065635486	True	False	68fd7bdb60dc0c7ad04c01b82d952999cc74b0414dfe87fbc28d8c17b45251d9
4	347235	clean_s0	4	4.587164411765719e-07	0.9999999999999014	True	0.0004689507564588366	0.9999998781258131	0.000475128124462204	0.0005224691374126233	0.0005269093209836609	True	False	a829e9c3ffe582e1de95c2a077a18c2458cbe07453d02ee842d53319369fc151
5	347235	gamma_s2	0	8.961290554393774e-07	0.9999999999996394	True	0.00047527383167490734	0.99999986616543	0.0005016305181503103	0.0005720718925654897	0.0005487659214620723	True	False	34e560d8461f7df3c22929e290480428f1552118fe84e8917915353ff82b7702
5	347235	gamma_s2	1	5.994539690603577e-07	0.9999999999998251	True	0.000507668973953413	0.9999998695937192	0.0004641050501206088	0.0005580520189366933	0.0005639693341786063	True	False	4ba435a185f589b0041a52eca8a560c5243ab883bb2ff0779afa37587459d3d2
5	347235	gamma_s2	2	5.401963041050673e-07	0.9999999999999061	True	0.000492866428690223	0.9999998754223999	0.0005068754591163854	0.0005453770403092379	0.0005236192405050982	True	False	f79e9849182a3876b151915cdf209f287606a0c5e030748a3e33f5f2de911ccf
5	347235	gamma_s2	3	3.390894211424884e-07	0.9999999999999485	True	0.0004972147051116427	0.9999998619067585	0.0004930970838631499	0.0005361419508700192	0.0005282165123356665	True	False	4679062dad757c958638a1e190043eaeec74db0704b23cee83f814719d582209
5	347235	gamma_s2	4	7.142297738837838e-07	0.9999999999998291	True	0.0004985615112275952	0.9999998733734154	0.0005024763869192847	0.0005532958599355753	0.0005511214654585131	True	False	4de370edaef7ef0a0d9ae50770c15c801b21965dc60f188d91e9acd5c786797d
6	413056	clean_s0	0	3.602436520020147e-07	0.9999999999999365	True	0.0004269138842152835	0.9999999051661408	0.00043761589846425696	0.0004688926037965223	0.0004757371937450732	True	False	5e4091a612a84003e0665a7f7033f3e11e84d6c5b5aeb662ee17b8948fbd1905
6	413056	clean_s0	1	3.4364742599841384e-07	0.9999999999999434	True	0.00043179376789483456	0.9999999065889011	0.00039831857392336406	0.00046754157610014483	0.00048446749251540946	True	False	8bb1d1e2dabe092cf99740ed37cacaa72052f43e972d4b6c9d4803211f5bc3a4
6	413056	clean_s0	2	4.43297195690952e-07	0.9999999999999039	True	0.00043636881524415383	0.9999999039045709	0.00037111534409776085	0.0004674881472286817	0.0004755483401404563	True	False	b60c666230bc236001d75093473a6301344d59447847d0a991294d4c6ab62e41
6	413056	clean_s0	3	3.356432185111578e-07	0.999999999999947	True	0.00041349193327606715	0.9999999063474412	0.00038521950194848436	0.0004707709593755629	0.0004651445862389524	True	False	34723b88404f680ec679dfc617031ad24c78aa5372fa42e0882dea12c56be7dc
6	413056	clean_s0	4	1.980374140017314e-07	0.9999999999999819	True	0.0004217163452043511	0.9999999088353153	0.0004408491283782141	0.00047806403807725673	0.00047837514130828513	True	False	10b0a8ad6aa44f975c630ee75320cf1e12608ed26df60ae0233b4348eb520fa4
7	413056	contrast_s2	0	4.32161887337567e-07	0.9999999999999067	True	0.0004351914399869941	0.9999999026281531	0.0004338857471913622	0.0005090136517371639	0.0005119352374311536	True	False	84c28617ce0ca2f9ed4794dc189228fc7dfb8b35bf4e63d0604faba322de2779
7	413056	contrast_s2	1	6.123867641408034e-07	0.9999999999998126	True	0.00041902482740007173	0.9999999108304038	0.00042324564629882077	0.0004903863982291556	0.0004814744788366924	True	False	fb98d91af2fe6754cd985d362e2fa2f4fdf74689ce3b1713eb633df9392378d6
7	413056	contrast_s2	2	4.3990586318424147e-07	0.9999999999999081	True	0.0004197564186466126	0.9999999040365617	0.0004353269988792034	0.0004936418913687431	0.0004931640662656879	True	False	bb164aac6883d135e53b4c032dea7b4c2ece72fc411f74a7c5465dfdd8a0d7bc
7	413056	contrast_s2	3	5.782748116217122e-07	0.9999999999998337	True	0.0004255330173619532	0.999999906208999	0.00041869069924581727	0.0004972934736541274	0.0004815550910000344	True	False	12b84f1554264537cdf03e72eeaad16dae63d6ce7d04d2949667782b00cc622f
7	413056	contrast_s2	4	5.377574499406582e-07	0.9999999999998752	True	0.00042267595532326013	0.9999999098551601	0.0004012168745371985	0.000498334240378277	0.00048675177221799403	True	False	f9c7c73c1dae7309a00bd2a3c9464184c76adf72967ac65c43a3fd1e8381d2b4
