episode	image_id	case	support_count	native_loss	native_norm	native_chain_rel	native_chain_cos	component_sum_diagnostic	multi_relative	rng_restored
71	179209	color_cast_s2	20	0.692554235458374	0.27231694657152333	9.241778650355792e-08	0.9999999999999959	False	0.00022213011236606783	True
72	362226	clean_s0	20	0.5638194680213928	0.05889356620394255	1.995243792602757e-06	0.9999999999981608	False	0.0029572469041686017	True
73	362226	gamma_s2	19	0.4883560538291931	0.12720107298703262	6.720845563008335e-07	0.9999999999997751	False	0.00041838265348100376	True
74	219472	clean_s0	11	0.49868881702423096	0.16316558727045719	4.789396632723915e-07	0.9999999999998873	False	0.00029902800220535814	True
75	219472	contrast_s2	6	0.19444306194782257	0.18370753936646697	5.945528030054249e-07	0.9999999999998684	False	0.0007691067774649549	True
76	461458	clean_s0	9	0.7538713812828064	0.29288149763584204	5.547877822030093e-07	0.9999999999998681	False	0.0002891934757562061	True
77	461458	color_cast_s2	6	0.4513654410839081	1.1108265753613569	1.3516402931211425e-07	0.9999999999999916	False	0.0003115138757600919	True
78	13595	clean_s0	7	0.2547491788864136	0.08791505413866273	5.208646666335026e-07	0.9999999999998775	False	0.0006249527431963051	True
79	13595	gamma_s2	8	0.43194323778152466	0.2232254238131212	1.6912572149037643e-07	0.9999999999999887	False	0.00024246178015016926	True
80	3242	clean_s0	20	0.6537963151931763	0.1942482766187641	2.1616596003261224e-07	0.9999999999999784	False	0.0002098770780092499	True
81	3242	contrast_s2	3	0.10912346839904785	0.21391078976044914	6.776458795028084e-07	0.9999999999997995	False	0.0012381648051990415	True
82	569535	clean_s0	16	0.3733101189136505	0.2977295367787441	1.9239556454271977e-07	0.9999999999999821	False	0.00016967622806592469	True
83	569535	color_cast_s2	13	0.3421355187892914	0.21495949562317584	4.858903520247967e-07	0.999999999999886	False	9.625039141778846e-05	True
84	86696	clean_s0	16	0.488198846578598	0.2193986255394787	6.557903204241719e-07	0.9999999999998596	False	0.0003601082254057768	True
85	86696	gamma_s2	13	0.500754714012146	0.26325241791973386	4.973986479948693e-07	0.9999999999999087	False	0.0004953244066123059	True
86	461283	clean_s0	2	0.0324523001909256	0.005034289935452152	1.181269259762446e-06	0.9999999999993568	False	0.0018228936158469677	True
87	461283	contrast_s2	2	0.03852599486708641	0.05116495929361043	2.0592364687165524e-07	0.9999999999999879	False	0.000297063873693352	True
88	406286	clean_s0	5	0.3853294253349304	0.07057637168567674	1.2153014868013814e-06	0.9999999999992725	False	0.0002692739722749132	True
89	406286	color_cast_s2	4	0.28464752435684204	0.0852681908017051	7.94924400356522e-07	0.9999999999997121	False	0.00021185334552057143	True
90	79354	clean_s0	4	0.3561176061630249	0.34618394787394596	2.2161880224967595e-07	0.9999999999999812	False	0.00027924628116217067	True
91	79354	gamma_s2	5	0.42258012294769287	0.32559354583278227	1.228395211932834e-06	0.9999999999997945	False	0.0005759702167050253	True
92	335132	clean_s0	2	0.048271507024765015	0.021504680472303476	3.6876573449874493e-07	0.9999999999999352	False	0.00030578433909935414	True
93	335132	contrast_s2	2	0.051327627152204514	0.032811923214643685	4.91374866594649e-07	0.9999999999998892	False	0.0003927486279467458	True
94	295308	clean_s0	6	0.19325989484786987	0.35448624750452506	1.1691144803395258e-07	0.999999999999994	False	0.0001545806357133919	True
95	295308	color_cast_s2	6	0.2342253029346466	0.12563228698874282	3.984908697974635e-07	0.9999999999999255	False	0.00020699704488507168	True
96	241531	clean_s0	2	0.16466772556304932	0.19140084823824108	3.195099311506407e-07	0.999999999999949	False	0.00032417831938045096	True
97	241531	gamma_s2	2	0.2486700713634491	0.20927256488375987	8.086132185753308e-07	0.9999999999996754	False	0.0003696027700628432	True
98	2444	clean_s0	9	0.7739107012748718	0.40371462609138314	1.4284039676229324e-07	0.9999999999999898	False	0.00027518285908349906	True
99	2444	contrast_s2	7	0.5501431822776794	0.2247466071819315	8.752763701219602e-07	0.9999999999997594	False	0.00042549530047431277	True
100	56997	clean_s0	3	0.19443686306476593	0.46901378422807816	1.0617856938091815e-07	0.9999999999999951	False	8.959363914185634e-05	True
101	56997	color_cast_s2	3	0.2039334625005722	0.14321266863147492	1.3203444032415227e-07	0.9999999999999939	False	0.00018621871426597244	True
102	450631	clean_s0	1	0.029955340549349785	0.018354249392749468	4.2344479112486954e-07	0.9999999999999323	False	0.00017311303861394572	True
103	450631	gamma_s2	2	0.10206940770149231	0.02338827293892366	1.829607140096975e-06	0.9999999999988728	False	0.0006430280943003334	True
104	15525	clean_s0	3	0.0591135174036026	0.06347819433465497	3.3309575490760643e-07	0.9999999999999821	False	0.0003051644375215215	True
105	15525	contrast_s2	1	0.034132227301597595	0.18626303920113985	2.5281487445248664e-07	0.9999999999999704	False	0.0003221161845321759	True
106	25142	clean_s0	20	0.4998875856399536	0.09038262259328429	2.7568568299797227e-07	0.9999999999999644	False	0.0007888037555772823	True
107	25142	color_cast_s2	20	0.47028565406799316	0.14424910391851542	6.184161016597978e-08	0.999999999999999	False	0.00039599314838891983	True
108	221343	clean_s0	5	0.268253356218338	0.4125259541734875	1.4767330208161397e-07	0.9999999999999897	False	0.00011981819484009523	True
109	221343	gamma_s2	5	0.22382183372974396	0.11446453668300531	3.486492036593836e-07	0.999999999999952	False	0.0009159997283684839	True
110	281745	clean_s0	9	0.4880352318286896	0.1394437978708199	6.826182925463423e-07	0.9999999999997791	False	0.0005972074867052841	True
111	281745	contrast_s2	4	0.24577783048152924	0.15325449464879315	1.3300507040632696e-06	0.9999999999992013	False	0.000702112109333932	True
112	515136	clean_s0	8	0.560322105884552	0.15578578641037216	6.191386730915012e-07	0.9999999999998187	False	0.00034719867110929255	True
113	515136	color_cast_s2	4	0.31045177578926086	0.18140065634221064	2.888235574554295e-07	0.9999999999999599	False	0.00040493452990479243	True
114	561761	clean_s0	20	0.4626196324825287	0.19416846126496196	3.489290500532536e-07	0.99999999999994	False	0.0004059629533065056	True
115	561761	gamma_s2	20	0.45836493372917175	0.09773540475816053	3.6143676878804326e-07	0.9999999999999349	False	0.000538403543732937	True
116	556216	clean_s0	6	0.2873864471912384	0.07943831191055431	9.554773419178596e-07	0.9999999999997189	False	0.001029410759690653	True
117	556216	contrast_s2	8	0.4583207666873932	0.14925032245504496	5.873068062477869e-07	0.9999999999998316	False	0.0007176531186628382	True
118	555722	clean_s0	6	0.21231870353221893	0.12010056585232291	1.7851166833976338e-07	0.9999999999999915	False	0.00024320642956692884	True
119	555722	color_cast_s2	6	0.27630820870399475	0.19987523795247616	1.5125359582528763e-07	0.9999999999999886	False	0.0004005840270952803	True
