episode_index	image_id	case	block	S_hard	S_cal	Delta	norm_hard	norm_cal	cos_hard_task	cos_cal_task	norm_preservation_error	integrity_passed
378	28675	clean_s0	0	0.6261085902126237	0.2805724225694999	-0.3455361676431238	0.8714318803643207	0.8714318803643205	0.9087064915417817	0.4072104834880574	2.220446049250313e-16	True
379	28675	gamma_s2	0	0.5863363813263242	0.19921968931461023	-0.38711669201171395	0.7408940796631951	0.740894079663195	0.8490629664624523	0.28848638047082226	1.1102230246251565e-16	True
380	578972	clean_s0	0	0.4562465645132981	0.44718637723332644	-0.009060187279971654	0.9955730199316545	0.9955730199316543	0.9765318176747503	0.9571397567998974	2.220446049250313e-16	True
381	578972	contrast_s2	0	-0.4868063084791117	-0.43722518491073986	0.049581123568371854	1.0050164196796703	1.0050164196796703	-0.9594684976761556	-0.8617468262132993	0.0	True
382	36939	clean_s0	0	-0.011722865841607921	0.08102167140634542	0.09274453724795334	0.0452801621222289	0.045280162122228886	-0.04455356791549499	0.3079285038661164	1.3877787807814457e-17	True
383	36939	color_cast_s2	0	-0.03672693201197352	0.10720734514043631	0.14393427715240983	0.1456783844114802	0.14567838441148023	-0.11693443486986811	0.341336170247186	2.7755575615628914e-17	True
384	271505	clean_s0	0	0.028277064118001082	0.028569994353459225	0.00029293023545814284	0.22434106228198705	0.224341062281987	0.62134417657003	0.6277808595008912	5.551115123125783e-17	True
385	271505	gamma_s2	0	0.13397572581525558	0.02958534092114086	-0.10439038489411472	0.1411724028005114	0.14117240280051135	0.6912299794377942	0.15264164065645758	5.551115123125783e-17	True
386	495523	clean_s0	0	0.004741963832925036	0.009083057613600213	0.004341093780675176	0.016219729132429334	0.016219729132429334	0.21738082834681266	0.41638499523272327	0.0	True
387	495523	contrast_s2	0	0.04403956191017033	0.0401930902845952	-0.0038464716255751305	0.25574243178918343	0.2557424317891834	0.6771315562514914	0.6179900206654754	5.551115123125783e-17	True
388	71714	clean_s0	0	0.15649015201282238	-0.14733375415040234	-0.30382390616322474	0.07947002698629978	0.07947002698629976	0.8395059643449931	-0.7903856170352945	1.3877787807814457e-17	True
389	71714	color_cast_s2	0	0.12283942549822482	-0.019792027872653196	-0.14263145337087801	0.2531854495452286	0.2531854495452286	0.9319114538010304	-0.15015063277661858	0.0	True
390	199011	clean_s0	1	0.021506722892939745	0.017950930593960846	-0.0035557922989788993	0.23754493100206897	0.23754493100206897	0.4857762785338894	0.405460948353833	0.0	True
391	199011	gamma_s2	1	0.05048861425660933	0.055191506465243644	0.004702892208634311	0.08929391990868055	0.08929391990868055	0.735418599228732	0.8039210616417265	0.0	True
392	72637	clean_s0	1	-0.30230702060769715	-0.09700918626887939	0.20529783433881776	0.524619956911262	0.524619956911262	-0.882356986497579	-0.28314503939314506	0.0	True
393	72637	contrast_s2	1	0.02465568085416165	0.019422665738556697	-0.005233015115604953	0.5105403979568722	0.5105403979568722	0.21415828776051432	0.168704521400877	0.0	True
394	218033	clean_s0	1	0.0418359813682519	0.050700987251218445	0.008865005882966542	0.06283978486030707	0.06283978486030707	0.6197482845043153	0.7510723746392839	0.0	True
395	218033	color_cast_s2	1	-0.016190358582487237	-0.03176856781722809	-0.015578209234740851	0.31561241732083606	0.31561241732083606	-0.21680421469106037	-0.42541117062866995	0.0	True
396	409165	clean_s0	1	0.0955605874257405	0.05134401614615709	-0.04421657127958341	0.10513330444976837	0.10513330444976834	0.9184788633599024	0.4934920856038198	2.7755575615628914e-17	True
397	409165	gamma_s2	1	0.650039613619007	0.5049564368464777	-0.14508317677252924	0.9054889980370662	0.9054889980370663	0.937474105611086	0.7282380551697671	1.1102230246251565e-16	True
398	356725	clean_s0	1	-0.08660884767956956	-0.06504202161276498	0.021566826066804573	0.1505794656433859	0.15057946564338592	-0.6871368604101199	-0.5160300791793726	2.7755575615628914e-17	True
399	356725	contrast_s2	1	0.04373989207787818	-0.024961774275065577	-0.06870166635294375	0.27017343057360194	0.27017343057360194	0.34940388802109185	-0.19940014868083952	0.0	True
400	147049	clean_s0	1	-0.034633513401422976	0.02290359259855464	0.05753710599997762	0.15735481104892013	0.15735481104892016	-0.39746228955919277	0.2628469785274076	2.7755575615628914e-17	True
401	147049	color_cast_s2	1	-0.06501802942773247	0.02948898061570887	0.09450701004344134	0.20363661115411805	0.20363661115411802	-0.29143744078348466	0.13218169048799652	2.7755575615628914e-17	True
402	346806	clean_s0	1	0.09088252007803518	0.046798181509778276	-0.04408433856825691	0.27527800581840806	0.27527800581840806	0.7634265978385125	0.39311163977806374	0.0	True
403	346806	gamma_s2	1	-0.09816111207240641	-0.1368327664429295	-0.038671654370523084	0.7384991389220592	0.7384991389220591	-0.4322661742273228	-0.6025622082968718	1.1102230246251565e-16	True
404	535528	clean_s0	1	-0.6379906754949762	-0.5692563985516714	0.0687342769433048	0.29175947288568915	0.29175947288568915	-0.9553830044086167	-0.8524542900335969	0.0	True
405	535528	contrast_s2	1	0.08704563161659827	-0.0707219796690497	-0.15776761128564798	0.19246666213880953	0.1924666621388095	0.40087271581247785	-0.32569712610553087	2.7755575615628914e-17	True
406	74832	clean_s0	1	-0.0027770084098739374	-0.006937754616621701	-0.004160746206747763	0.05188044668857792	0.05188044668857792	-0.11835612222273434	-0.29568716120434524	0.0	True
407	74832	color_cast_s2	1	0.006241914458272095	0.001508539427850163	-0.004733375030421932	0.2527860273054717	0.25278602730547184	0.18890554985947072	0.04565449783200218	1.1102230246251565e-16	True
408	160195	clean_s0	1	0.2017136327304498	0.09350624374594142	-0.10820738898450837	0.06232176909255758	0.06232176909255759	0.6613893782495445	0.3065932410042946	1.3877787807814457e-17	True
409	160195	gamma_s2	1	-0.04789069021999703	-0.031310421641577386	0.01658026857841964	0.12767514312089953	0.1276751431208995	-0.3269380724913333	-0.21374861906070217	2.7755575615628914e-17	True
410	435803	clean_s0	1	-0.12556598987519474	0.06516958057206794	0.1907355704472627	0.11748807786341343	0.11748807786341346	-0.7805958406101305	0.4051344124266921	2.7755575615628914e-17	True
411	435803	contrast_s2	1	0.09847053433048635	0.022942821219244448	-0.0755277131112419	0.47584420255922666	0.4758442025592266	0.7194022379299024	0.16761477980972164	5.551115123125783e-17	True
412	303258	clean_s0	1	0.30559171080476255	0.25298296042846685	-0.0526087503762957	0.13298943771605998	0.13298943771605998	0.7294538706375069	0.6038756719019107	0.0	True
413	303258	color_cast_s2	1	-0.3882119514588862	-0.38168937752317494	0.006522573935711262	0.13323595846861522	0.13323595846861522	-0.7131253451508278	-0.7011437130251396	0.0	True
414	522066	clean_s0	1	-0.0551034584683806	-0.05594998247147525	-0.0008465240030946508	0.09746702748457156	0.09746702748457156	-0.29077279227223124	-0.29523977410870783	0.0	True
415	522066	gamma_s2	1	1.422340183224319	1.222658967821093	-0.19968121540322592	0.665556402864652	0.6655564028646521	0.834133691556398	0.7170303211368247	1.1102230246251565e-16	True
416	537025	clean_s0	1	-0.025933789518791845	-0.009295944795842571	0.016637844722949276	0.043216242902277574	0.043216242902277574	-0.3167575306964256	-0.1135414674699865	0.0	True
417	537025	contrast_s2	1	-0.04254339694912135	-0.028653992481671817	0.013889404467449531	0.1779184097153341	0.17791840971533412	-0.6916114116156629	-0.46581678027200707	2.7755575615628914e-17	True
418	114954	clean_s0	1	0.022457177870039927	0.0007585162614504635	-0.021698661608589465	0.07382843194499111	0.07382843194499111	0.3366001155491349	0.011369044798400124	0.0	True
419	114954	color_cast_s2	1	0.7327422261337508	0.6385095165135051	-0.09423270962024577	0.381071637639597	0.381071637639597	0.9513297706797195	0.8289860885002877	0.0	True
420	520924	clean_s0	2	0.16291286401999613	0.2050770019360853	0.04216413791608917	0.21131067497677358	0.21131067497677355	0.5799881861510153	0.7300972767847187	2.7755575615628914e-17	True
421	520924	gamma_s2	2	0.243070197815889	0.2138582690750796	-0.029211928740809412	1.2811711995345472	1.2811711995345474	0.9647586203247057	0.8488149122015346	2.220446049250313e-16	True
422	15802	clean_s0	2	-0.005164618706909142	-0.003946737067655002	0.0012178816392541397	0.00020982420928690346	0.00020982420928690338	-0.8027011274020452	-0.6134141692837743	8.131516293641283e-20	True
423	15802	contrast_s2	2	0.009379373876507236	0.0038577103268926383	-0.005521663549614598	0.0003995076346696458	0.0003995076346696458	0.9457533323863841	0.38898570896917006	0.0	True
424	202070	clean_s0	2	0.21919736471325757	0.26165803746641064	0.04246067275315307	0.10533031929897024	0.10533031929897023	0.5110490148821776	0.6100442058604976	1.3877787807814457e-17	True
425	202070	color_cast_s2	2	-0.13219340373136482	-0.13778565903143222	-0.005592255300067406	0.052192231804551924	0.05219223180455192	-0.3300962828792527	-0.3440605400612173	6.938893903907228e-18	True
426	18982	clean_s0	2	-0.07309282931565877	-0.07040478916777757	0.00268804014788121	0.2927538313580195	0.29275383135801947	-0.7169055460689618	-0.6905408409656771	5.551115123125783e-17	True
427	18982	gamma_s2	2	-0.026755462640993814	0.012228653619249871	0.03898411626024369	0.13717862842786116	0.13717862842786116	-0.4424096970485086	0.20220449990329636	0.0	True
428	132836	clean_s0	2	-0.045994362206316274	0.02813069870053097	0.07412506090684724	0.7156161704356397	0.7156161704356397	-0.3629262775745675	0.22197002578619093	0.0	True
429	132836	contrast_s2	2	0.3386442131876109	0.30047871071615573	-0.03816550247145517	6.17924114781992	6.179241147819919	0.8713057582292242	0.7731088283124925	8.881784197001252e-16	True
430	540428	clean_s0	2	-0.09053177119917075	-0.07445012705419428	0.016081644144976467	0.4684251687616272	0.46842516876162715	-0.5379293092295707	-0.4423740404924647	5.551115123125783e-17	True
431	540428	color_cast_s2	2	-0.14642460410320363	-0.1278804633295589	0.01854414077364472	0.22047667196569104	0.22047667196569098	-0.6444442872319657	-0.5628277743761236	5.551115123125783e-17	True
432	404050	clean_s0	2	-0.03240194321830178	0.034159308786152455	0.06656125200445423	0.30521335262097116	0.30521335262097116	-0.28049809920678626	0.2957113133671993	0.0	True
433	404050	gamma_s2	2	-0.367885899875055	-0.30219217981735597	0.06569372005769902	0.16589032016958286	0.16589032016958286	-0.8710258998580823	-0.7154860119533919	0.0	True
434	379518	clean_s0	2	-0.006323380319348138	-0.009553534456479192	-0.0032301541371310537	0.0001887697931052959	0.00018876979310529588	-0.2254526312570688	-0.34061994886310143	2.710505431213761e-20	True
435	379518	contrast_s2	2	0.01503450211179316	0.018502692073819896	0.003468189962026736	5.722904471008746e-05	5.7229044710087456e-05	0.21066987034585624	0.25926763063097075	6.776263578034403e-21	True
436	472296	clean_s0	2	-0.3258412254074861	-0.25766386381211265	0.06817736159537346	0.8111427939391834	0.8111427939391834	-0.9731563736401986	-0.7695380810452743	0.0	True
437	472296	color_cast_s2	2	0.14781356001546017	0.11042726456215635	-0.037386295453303825	0.26370209507081754	0.2637020950708176	0.48464396235433427	0.36206358228403573	5.551115123125783e-17	True
438	84548	clean_s0	2	0.7425158603359702	0.7005638644572175	-0.041951995878752646	12.003305030330067	12.003305030330063	0.9137541587375915	0.8621272336450991	3.552713678800501e-15	True
439	84548	gamma_s2	2	-0.0033052837489371627	0.043678987376365365	0.046984271125302526	4.894961774745598	4.894961774745598	-0.005238935043430994	0.06923199186793051	0.0	True
440	132497	clean_s0	2	0.034845130494815926	0.03381989890035775	-0.0010252315944581786	0.011200139315211646	0.011200139315211643	0.7970937110172251	0.7736412043204757	3.469446951953614e-18	True
441	132497	contrast_s2	2	0.08334760389248339	0.08142409575177194	-0.0019235081407114468	0.02045049067016693	0.020450490670166927	0.7483025225088287	0.7310330879175548	3.469446951953614e-18	True
442	437955	clean_s0	2	0.013973664707504557	0.07277145246948989	0.05879778776198533	0.6009186421558713	0.6009186421558713	0.07510064939783193	0.3911059448239855	0.0	True
443	437955	color_cast_s2	2	0.3158912155393933	0.2626556081188582	-0.053235607420535125	2.0004255545844054	2.000425554584406	0.8515132569364806	0.7080118766203234	4.440892098500626e-16	True
444	327818	clean_s0	2	-0.05788767005818502	-0.02305039566778159	0.03483727439040343	0.12966043468038965	0.12966043468038962	-0.806495396873632	-0.32113985557712427	2.7755575615628914e-17	True
445	327818	gamma_s2	2	-0.01427681732461537	-0.0023433528746272707	0.0119334644499881	0.05740631828118867	0.057406318281188654	-0.3683269223312193	-0.06045604791477792	1.3877787807814457e-17	True
446	190863	clean_s0	2	0.0019867958092607513	0.054028586495241046	0.0520417906859803	0.10950488793320627	0.10950488793320629	0.010468649955433671	0.2846826820195482	1.3877787807814457e-17	True
447	190863	contrast_s2	2	0.397402883500883	0.3800208808650396	-0.017382002635843385	0.3748555135182486	0.3748555135182486	0.765447152064389	0.7319672630973717	0.0	True
448	506258	clean_s0	2	0.05661401921089119	-0.015120122031014696	-0.07173414124190589	0.017719010484449196	0.017719010484449196	0.643196952992949	-0.17178106332643686	0.0	True
449	506258	color_cast_s2	2	0.019910630545239526	-0.004933881599998708	-0.024844512145238234	0.011523997113354164	0.011523997113354164	0.5288372418349075	-0.1310465949812504	0.0	True
450	202850	clean_s0	3	0.020010192769347113	0.020325845359712016	0.0003156525903649024	0.010533930265737014	0.010533930265737014	0.7869800881757221	0.7993943765467368	0.0	True
451	202850	gamma_s2	3	0.0036964480543716944	0.014723741690417458	0.011027293636045763	0.006751227321310626	0.006751227321310627	0.1735135723851678	0.6911415991790558	8.673617379884035e-19	True
452	246218	clean_s0	3	-0.07046964274984178	-0.06408901082105013	0.006380631928791652	0.4970103503309919	0.4970103503309919	-0.7692449589667372	-0.6995941312526119	0.0	True
453	246218	contrast_s2	3	0.20359956880559138	0.18095752485980537	-0.022642043945786006	0.7221891472808317	0.7221891472808318	0.8125442239358178	0.7221822347912509	1.1102230246251565e-16	True
454	508814	clean_s0	3	0.009574087886001423	0.018798432377834007	0.009224344491832584	0.2630306266817699	0.26303062668176985	0.15749711125108173	0.309240820724718	5.551115123125783e-17	True
455	508814	color_cast_s2	3	-0.25430291394999477	-0.23371660981498765	0.020586304135007116	1.0311706101384148	1.0311706101384148	-0.8362657237024632	-0.7685684242165205	0.0	True
456	61844	clean_s0	3	-0.03259799772554768	-0.049573941755060996	-0.016975944029513315	0.1769130414541505	0.17691304145415043	-0.3546639212076972	-0.5393609975864407	5.551115123125783e-17	True
457	61844	gamma_s2	3	-0.0013125597876027136	-0.03353784582652551	-0.0322252860389228	0.22891311641716275	0.22891311641716275	-0.017652467500407932	-0.45104667922801556	0.0	True
458	418685	clean_s0	3	-0.00840658251383559	-0.004925302280289158	0.003481280233546432	0.0093539523326031	0.0093539523326031	-0.45834064505101485	-0.2685355458658283	0.0	True
459	418685	contrast_s2	3	0.028527769362931662	0.005616690381714438	-0.022911078981217223	0.07558851502738949	0.07558851502738946	0.2754844688647574	0.05423876458405944	2.7755575615628914e-17	True
460	21136	clean_s0	3	-0.022249288928213595	0.018160472867627064	0.04040976179584066	0.5825957042339975	0.5825957042339975	-0.27258228199513773	0.22248904908108555	0.0	True
461	21136	color_cast_s2	3	0.001340248884220934	0.00048713264774610847	-0.0008531162364748255	0.45865373700259093	0.4586537370025909	0.015759871344579138	0.005728150902871645	5.551115123125783e-17	True
462	450359	clean_s0	3	0.18059441689145925	0.1233422940313097	-0.05725212286014955	0.22055826829490843	0.22055826829490846	0.7968386452732221	0.5442245013580392	2.7755575615628914e-17	True
463	450359	gamma_s2	3	0.23632553033758555	0.29298907791876666	0.05666354758118111	0.08986275994567498	0.08986275994567497	0.4901057770899614	0.6076179730015853	1.3877787807814457e-17	True
464	212247	clean_s0	3	-0.007404528247470999	-0.00558958125794492	0.0018149469895260787	0.000174655480157955	0.00017465548015795494	-0.5785683242745387	-0.4367536396272256	5.421010862427522e-20	True
465	212247	contrast_s2	3	0.03502259413443452	0.008731274979489796	-0.026291319154944728	0.058094732342215155	0.05809473234221516	0.6319048046418018	0.1575364345944797	6.938893903907228e-18	True
466	439071	clean_s0	3	0.01948231343180966	0.0006260523787714964	-0.018856261053038163	0.22484185970783124	0.22484185970783127	0.739144698265062	0.023751968585498676	2.7755575615628914e-17	True
467	439071	color_cast_s2	3	0.05022834700154774	0.012592790242886235	-0.03763555675866151	0.3947175842691555	0.3947175842691554	0.8635258513606487	0.21649527736119462	1.1102230246251565e-16	True
468	469427	clean_s0	3	-0.04131617510744002	-0.047868789778389355	-0.006552614670949336	0.06374915209387062	0.06374915209387062	-0.3224847514910189	-0.37362981291750563	0.0	True
469	469427	gamma_s2	3	-0.029090516437368673	0.11594266052515251	0.1450331769625212	0.11909931319800213	0.11909931319800214	-0.16050164705332204	0.6396925959735351	1.3877787807814457e-17	True
470	83754	clean_s0	3	0.007769187573582397	0.00047190340020815657	-0.0072972841733742405	0.00012942816496490275	0.00012942816496490275	0.5156620846945423	0.03132151062399628	0.0	True
471	83754	contrast_s2	3	0.05204725579765053	-0.002643835547386055	-0.05469109134503659	0.07933759335575769	0.0793375933557577	0.9437321533325577	-0.04793860071878051	1.3877787807814457e-17	True
472	533293	clean_s0	3	0.05990623667634221	-0.14574110841764276	-0.20564734509398497	0.13811522558717487	0.1381152255871749	0.13293330480768456	-0.32340284189381074	2.7755575615628914e-17	True
473	533293	color_cast_s2	3	-0.16533953265692702	-0.32305649475706816	-0.15771696210014113	1.1193272139483268	1.119327213948327	-0.23738298398898944	-0.46382201213536123	2.220446049250313e-16	True
474	367899	clean_s0	3	0.008193065380728453	0.0007111960269665458	-0.007481869353761907	0.0025561284620861254	0.0025561284620861254	0.42764516997747243	0.03712158169209804	0.0	True
475	367899	gamma_s2	3	0.005190728016760262	-0.0201939688844934	-0.02538469690125366	0.24302971752839	0.24302971752839	0.1823373706392037	-0.7093639229948658	0.0	True
476	433116	clean_s0	3	0.010528275694168594	0.0022050877287956945	-0.008323187965372899	0.0029838750752393486	0.0029838750752393477	0.3763858907723171	0.07883189357337725	8.673617379884035e-19	True
477	433116	contrast_s2	3	0.024769464819616897	0.008340618475347929	-0.016428846344268968	0.007713583874027672	0.007713583874027673	0.6488714126415566	0.21849438136092042	8.673617379884035e-19	True
478	129278	clean_s0	3	-0.009926028457956633	-0.030734163957175962	-0.02080813549921933	0.0013128050338075629	0.0013128050338075629	-0.10971533302541085	-0.3397138188855545	0.0	True
479	129278	color_cast_s2	3	-0.03528758437983791	-0.012855256771929315	0.022432327607908593	1.878690862725005	1.8786908627250047	-0.33597970574174063	-0.12239730951759664	2.220446049250313e-16	True
