group,detector,variant,case,AP,AP50,AP75,AP_delta_no_adapt,AP50_delta_no_adapt,AP75_delta_no_adapt,AP_delta_global_generic,AP50_delta_global_generic,AP75_delta_global_generic,AP_delta_det_pseudo,AP50_delta_det_pseudo,AP75_delta_det_pseudo
aggregate,ssd,det_pseudo_clip_radius,gamma_s1,22.740256168473987,47.59350935093509,16.707920792079207,-0.33416627377023667,-1.0373251610875378,0.0,-0.4203500707213592,-1.531804966210909,0.0,-0.950434603899955,-0.046543115850050665,0.0
aggregate,ssd,det_pseudo_clip_radius,gamma_s2,22.63980564723139,47.125962596259626,12.5,0.004125412541253204,0.7425742574257432,0.0,-0.46427261773796524,-0.3457488606003478,0.0,-0.07013201320132112,0.0,0.0
aggregate,ssd,det_pseudo_clip_radius,contrast_s1,11.223093142647597,36.56513568023469,4.363769710304364,-0.05437094328354097,-0.02997094581252968,-0.005994189162505936,0.1508553556820877,-0.8066818586620561,0.15584891822515573,-0.23869190723191658,0.007828861910991192,0.15584891822515573
aggregate,ssd,det_pseudo_clip_radius,contrast_s2,21.787989282799245,42.58800880088008,12.635739380389651,-0.03735944200458641,-0.41106227327539213,0.13573938038965172,-3.8230370453974842,-10.906184603422753,0.13573938038965172,0.4692324071116777,2.72277227722772,-2.6695411476631516
aggregate,ssd,det_pseudo_clip_radius,color_cast_s1,25.494406583515495,46.905136942265656,16.707920792079207,-12.712225921840304,-14.946666659147123,-24.876237623762375,-12.673863545384185,-12.650252558948615,-24.955632355688397,-0.6803930393039337,-1.8973147314731376,0.0
aggregate,ssd,det_pseudo_clip_radius,color_cast_s2,33.910225233049616,57.71061316657982,41.584158415841586,0.0,0.0,0.0,0.0010689328042101653,0.010689328042112756,0.0,11.238692695180447,12.510689328042119,24.876237623762375
aggregate,ssd,det_pseudo_clip_radius,clean_s0,26.53336144053966,51.342345773038836,16.707920792079207,-0.1649755546274223,-0.6786969019482614,0.0,-0.04175718883479562,-0.5916552307481782,0.0,0.0,0.0,0.0
block_1,source,no_adapt,gamma_s1,15.895431648428,26.422615945805106,18.218690290081643,0.0,0.0,0.0,0.2815702622893851,-0.2605523710265789,3.070175438596498,1.9480011910965516,0.21092334797389034,14.431561577210356
block_1,source,no_adapt,gamma_s2,11.084983498349835,26.663916391639162,0.0,0.0,0.0,0.0,1.5980348034803513,-1.8014301430142987,-3.060306030603061,-1.1221122112211213,0.0,-2.103960396039604
block_1,source,no_adapt,contrast_s1,17.00327551552148,27.78046601652646,21.03960396039604,0.0,0.0,0.0,0.0,0.0,0.0,-0.42079207920792117,0.0,0.0
block_1,source,no_adapt,contrast_s2,15.191831683168317,31.58003300330033,14.026402640264028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block_1,source,no_adapt,color_cast_s1,14.404290429042904,25.0,14.026402640264028,0.0,0.0,0.0,2.039503950395041,-1.4726472647264732,0.0,1.4537953795379561,1.3201320132013223,-2.103960396039606
block_1,source,no_adapt,color_cast_s2,11.49174917491749,26.32013201320132,12.623762376237622,0.0,0.0,0.0,0.6034889203206038,0.7543611504007564,0.0,0.6034889203206038,0.7543611504007564,0.0
block_1,source,no_adapt,clean_s0,15.671067106710671,24.559955995599562,24.559955995599562,0.0,0.0,0.0,1.8525852585258544,1.9361936193619367,3.5203520352035222,-0.9075907590759102,-3.9053905390539017,0.0
block_1,source,global_generic,gamma_s1,15.613861386138614,26.683168316831683,15.148514851485146,-0.2815702622893851,0.2605523710265789,-3.070175438596498,0.0,0.0,0.0,1.6664309288071666,0.47147571900046925,11.361386138613858
block_1,source,global_generic,gamma_s2,9.486948694869485,28.465346534653463,3.060306030603061,-1.5980348034803513,1.8014301430142987,3.060306030603061,0.0,0.0,0.0,-2.7201470147014724,1.8014301430142987,0.9563456345634571
block_1,source,global_generic,contrast_s1,17.00327551552148,27.78046601652646,21.03960396039604,0.0,0.0,0.0,0.0,0.0,0.0,-0.42079207920792117,0.0,0.0
