config,role,group,detector,macro_AP_delta_no_adapt,clean_AP_delta_no_adapt,macro_AP50_delta_no_adapt,clean_AP50_delta_no_adapt,macro_AP75_delta_no_adapt,clean_AP75_delta_no_adapt,positive_conditions_no_adapt,macro_AP_delta_full_hybrid,clean_AP_delta_full_hybrid,macro_AP50_delta_full_hybrid,clean_AP50_delta_full_hybrid,macro_AP75_delta_full_hybrid,clean_AP75_delta_full_hybrid,positive_conditions_full_hybrid
no_adapt,anchor,block_4,ssd,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.03162499907197932,0.19399016071162678,-0.055665926077646165,0.16721354708902902,-0.09478369573936625,0.25484543828795947,3
no_adapt,anchor,block_5,source,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.031520043027453516,-0.035965234795054535,-0.013060629446770555,0.13466708216680612,0.022489822911770745,-0.035860811084797994,2
no_adapt,anchor,block_5,target,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.08069252025735181,-0.2701307896020244,-0.06024208390373135,-0.23464213423951552,-0.112148936049374,-0.5705875222584478,2
no_adapt,anchor,block_5,ssd,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.024436258446653796,0.07780028778214265,-0.1192139845135054,0.3922596190899241,0.2543347066951307,-0.13440503065864084,2
full_hybrid,anchor,aggregate,source,0.06718218630448562,-0.017910704859031013,0.10704743514907873,-0.1014312091500491,0.22742025071105973,-0.05983418417963016,4,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,aggregate,target,0.07027160697552585,0.06094732073553821,0.07828048294435212,0.04005631834886891,0.08014442576742553,0.2474250223821861,5,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,aggregate,ssd,0.032160728803563854,-0.0041213336793327615,0.07884506292992477,-0.05138722315151112,-0.04745143513218928,-0.006933787152552107,5,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_1,source,-0.05432015277478478,-0.1937218515975614,0.0127502071952168,-0.24225031411464482,-0.3098142876978081,0.12199198184332238,1,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_1,target,0.09353710922433515,0.06763660872516342,0.1327342031625082,-0.04228651369464487,-0.07277371029351387,0.4768603719864095,3,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_1,ssd,-0.004576703674828246,-0.0022872659529216133,0.10689909853266917,-0.056591876891814996,0.08061539067189723,0.03348681076058013,2,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_2,source,0.07824841242118075,-0.33789851342210797,-0.13773540098866074,-0.1895569911871009,0.25728433610092044,-0.3622087342521396,5,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_2,target,0.16205201242082043,-0.18503401623164994,0.1862296055316496,-0.29570008884238774,0.08112596284339153,-0.176408090189889,4,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_2,ssd,0.05537225799836417,-0.016205566225080403,-0.03261938131517058,0.011613671279048221,0.02873494378845635,-0.142178076310151,4,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_3,source,0.016425670755208326,0.050046663880282116,0.04949804773139813,-0.04885235803353538,-0.25901400257157997,-0.21385965068685953,3,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_3,target,-0.0508453638863704,-0.09898385253052644,0.012174204078848247,0.1170702948108171,0.0156810951601342,0.815883976689219,3,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_3,ssd,0.08386667783990924,0.08128136471882708,0.18866288253793126,0.08900364422102514,-0.059256980625418954,0.048168301836415406,4,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_4,source,0.020437615415785,0.08838341533973781,-0.039058390537557074,0.13423868187750765,0.39477896049635675,0.19565500633369481,3,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_4,target,0.09823789993711012,0.13989045240972442,-0.019384462687742816,0.14296491286147628,0.2039771611993165,-0.3897726437584903,4,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_4,ssd,0.03162499907197932,-0.19399016071162678,0.055665926077646165,-0.16721354708902902,0.09478369573936625,-0.25484543828795947,3,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_5,source,0.031520043027453516,0.035965234795054535,0.013060629446770555,-0.13466708216680612,-0.022489822911770745,0.035860811084797994,4,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_5,target,0.08069252025735181,0.2701307896020244,0.06024208390373135,0.23464213423951552,0.112148936049374,0.5705875222584478,4,0.0,0.0,0.0,0.0,0.0,0.0,0
full_hybrid,anchor,block_5,ssd,0.024436258446653796,-0.07780028778214265,0.1192139845135054,-0.3922596190899241,-0.2543347066951307,0.13440503065864084,4,0.0,0.0,0.0,0.0,0.0,0.0,0
support_confidence_low_50,anchor,aggregate,source,0.07857403849694893,-0.014278819541863053,0.06257384235309009,-0.13005237264283043,0.276396209225994,0.06748456884358434,6,0.011391852192463303,0.00363188531716796,-0.04447359279598865,-0.02862116349278132,0.04897595851493427,0.1273187530232145,3
support_confidence_low_50,anchor,aggregate,target,0.0367931176901611,0.0741003865401435,0.04831891233663862,0.09613218133815993,0.013306684295850505,-0.025323472405003322,5,-0.03347848928536475,0.01315306580460529,-0.0299615706077135,0.056075862989291014,-0.06683774147157502,-0.27274849478718943,1
support_confidence_low_50,anchor,aggregate,ssd,0.03292636368797397,0.01571122362068189,0.0714578066266051,-0.05032257047957733,-0.007344746914804412,-0.016351860501784277,4,0.0007656348844101157,0.019832557300014653,-0.007387256303319674,0.0010646526719337857,0.04010668821738487,-0.00941807334923217,3
support_confidence_low_50,anchor,block_1,source,-0.009063650749205343,-0.09520646444460823,0.04338115022090768,-0.2811861297378204,-0.17376818038437788,0.3943371601519696,2,0.04525650202557944,0.09851538715295316,0.030630943025690877,-0.03893581562317561,0.13604610731343023,0.27234517830864724,3
support_confidence_low_50,anchor,block_1,target,0.04601505357324417,0.13175328439633538,0.0649728892361423,-0.03876512213317751,-0.09302249889430829,0.3002413477955601,3,-0.04752205565109099,0.06411667567117196,-0.0677613139263659,0.0035213915614673574,-0.020248788600794414,-0.1766190241908494,2
support_confidence_low_50,anchor,block_1,ssd,0.011162390551567683,0.13758773980495076,0.10830108010797072,0.08520513485051895,0.009636360950058634,0.13193221070079142,3,0.01573909422639593,0.13987500575787237,0.0014019815753015437,0.14179701174233394,-0.0709790297218386,0.09844539994021129,3
support_confidence_low_50,anchor,block_2,source,0.025441254030276566,-0.36299974063062623,-0.027617052354994565,-0.3104767506875161,0.08931659335958593,-0.5728229364616699,5,-0.052807158390904184,-0.025101227208518262,0.11011834863366617,-0.12091975950041522,-0.16796774274133452,-0.2106142022095303,2
support_confidence_low_50,anchor,block_2,target,0.07119117952108789,-0.19606972961084823,0.13331025660625975,-0.2347528023744716,-0.09401788767014012,-0.42147784703906455,4,-0.09086083289973253,-0.011035713379198286,-0.05291934892538985,0.06094728646791614,-0.17514385051353165,-0.24506975684917554,2
support_confidence_low_50,anchor,block_2,ssd,0.0685798973984945,0.011026640934191922,0.10063257370106216,-0.008954886064455048,0.1848628030378154,-0.07338664162297448,4,0.01320763940013033,0.027232207159272326,0.13325195501623274,-0.02056855734350327,0.15612785924935904,0.06879143468717652,1
support_confidence_low_50,anchor,block_3,source,0.031647304604707584,-0.04810734808265438,-0.0074514640933924054,-0.08986301234918948,-0.027363170964977052,-0.050310804945513654,4,0.015221633849499261,-0.0981540119629365,-0.05694951182479054,-0.041010654315654094,0.23165083160660294,0.16354884574134587,2
support_confidence_low_50,anchor,block_3,target,-0.03218010739834779,-0.0796747761316996,-0.03529723078247726,0.1294144069784342,0.11186086771841537,0.1459220534827832,2,0.018665256488022603,0.01930907639882684,-0.04747143486132551,0.012344112167617105,0.09617977255828118,-0.6699619232064358,3
support_confidence_low_50,anchor,block_3,ssd,0.0863200303997604,-0.18551495816921948,0.1368121354834014,-0.301771926183958,0.0323073117501016,-0.3463476988678771,4,0.0024533525598511665,-0.26679632288804656,-0.051850747054529855,-0.3907755704049831,0.09156429237552055,-0.3945160007042925,3
support_confidence_low_50,anchor,block_4,source,0.07151256186527788,0.05718733731923109,-0.07954317712673224,0.039369541618683446,0.4590767430813057,0.5448823690469007,3,0.051074946449492876,-0.031196078020506723,-0.04048478658917517,-0.0948691402588242,0.06429778258494889,0.34922736271320587,3
support_confidence_low_50,anchor,block_4,target,0.06830324962129967,0.12310777655546445,0.05997550987741166,0.16530765579375606,-0.01124489949376195,-0.16659601396137314,4,-0.02993465031581044,-0.016782675854259965,0.07935997256515448,0.02234274293227978,-0.21522206069307845,0.22317662979711717,3
support_confidence_low_50,anchor,block_4,ssd,0.0051090763714354654,-0.13337944123326673,0.014491923532194972,-0.06482143707627341,0.03694024210473037,-0.13793797164151078,4,-0.026515922700543853,0.06061071947836005,-0.04117400254545119,0.10239211001275561,-0.05784345363463589,0.11690746664644869,3
support_confidence_low_50,anchor,block_5,source,0.08599662761414699,-0.06442584539104179,0.14376855726610702,-0.32706734976952756,0.045500535428404563,-0.06427433166869556,3,0.054476584586693466,-0.10039108018609633,0.13070792781933646,-0.19240026760272144,0.0679903583401753,-0.10013514275349356,2
support_confidence_low_50,anchor,block_5,target,0.07211755111586522,0.2824195832590748,0.01638863872634085,0.18340526518492162,0.09791696757211292,0.341135666950515,4,-0.008574969141486588,0.012288793657050379,-0.0438534451773905,-0.0512368690545939,-0.014231968477261084,-0.22945185530793277,2
support_confidence_low_50,anchor,block_5,ssd,0.10404447752950426,-0.07713016393052774,0.12963196567994476,-0.24962402006037387,-0.040315288342996726,0.02141108950895476,5,0.07960821908285047,0.0006701238516149122,0.010417981166439364,0.14263559902955025,0.21401941835213398,-0.11299394114968608,4
random_2026091600,random,aggregate,source,0.0489764422647504,0.012143071289177909,0.04059569747587958,-0.07700034401521005,0.2429371819179895,0.03680619792248985,4,-0.01820574403973522,0.03005377614820892,-0.06645173767319916,0.024430865134839053,0.015516931206929763,0.09664038210212,2
random_2026091600,random,aggregate,target,0.02830648966158089,0.07301511870510535,0.02591096411879897,0.03704658400253136,0.012968675909657187,0.20692484321936377,5,-0.04196511731394496,0.01206779796956714,-0.05236951882555315,-0.003009734346337556,-0.06717574985776835,-0.040500179162822336,1
random_2026091600,random,aggregate,ssd,0.03349406646260683,-0.03740759721154452,0.04492814012873788,-0.0742170767142003,-0.012858138574642816,-0.03269379446046994,5,0.0013333376590429769,-0.03328626353221176,-0.03391692280118689,-0.022829853562689184,0.03459329655754647,-0.02576000730791783,3
random_2026091600,random,block_1,source,0.017243348935033764,-0.2561519854644645,-0.05644890352630346,-0.37367879582972385,-0.10026136113599389,0.0948581665934034,3,0.07156350170981855,-0.062430133866903104,-0.06919911072152025,-0.13142848171507904,0.2095529265618142,-0.02713381524991898,5
random_2026091600,random,block_1,target,0.007575281913393035,0.04687560589029527,0.022386591727877974,-0.15151457821306336,-0.06417758568478538,0.19185977947165367,3,-0.08596182731094211,-0.020761002834868147,-0.11034761143463023,-0.10922806451841849,0.008596124608728495,-0.28500059251475585,2
random_2026091600,random,block_1,ssd,0.02042544659316507,-0.047044310093991015,0.007223034537250557,-0.18512191749645024,0.10698466028804161,0.10947552390797588,3,0.025002150267993312,-0.0447570441410694,-0.09967606399541862,-0.12853004060463524,0.026369269616144386,0.07598871314739575,4
random_2026091600,random,block_2,source,0.14280599568269234,0.023244747476530714,-0.06709111247298523,-0.09175407564323557,0.4152843091340693,0.0068439551066334925,5,0.06455758326151158,0.3611432608986387,0.0706442885156755,0.09780291554386533,0.15799997303314883,0.3690526893587731,3
random_2026091600,random,block_2,target,0.14075588781017057,-0.05534420258389017,0.12203641640193645,-0.15984833600433124,0.09275289528848744,0.2407183775515298,4,-0.021296124610649853,0.12968981364775978,-0.06419318912971317,0.1358517528380565,0.011626932445095902,0.4171264677414188,3
random_2026091600,random,block_2,ssd,-0.023665534583709274,-0.04047003016910966,-0.09213667892056428,0.03762895322085846,-0.06368909009193402,-0.1425645527300956,2,-0.07903779258207344,-0.024264463944029258,-0.059517297605393704,0.026015281941810242,-0.09242403388039037,-0.0003864764199446036,1
random_2026091600,random,block_3,source,-0.013916696210942528,-0.01278961525018052,0.03363472722937022,0.02480372079639581,-0.1712473137856598,0.028092912334665154,3,-0.030342366966150853,-0.06283627913046264,-0.015863320502027916,0.07365607882993119,0.0877666887859202,0.24195256302152468,3
random_2026091600,random,block_3,target,-0.04057864608225381,-0.03017769249404889,-0.021233278658977506,0.08511860165645313,-0.04477041234926445,0.07496398337255017,3,0.010266717804116587,0.06880616003647755,-0.033407482737825754,-0.03195169315436397,-0.06045150750939865,-0.7409199933166688,3
random_2026091600,random,block_3,ssd,0.10120144436713367,-0.2460247645707514,0.2091469168204204,-0.36797428281216127,-0.03111472547802178,-0.33313223898157607,5,0.017334766527224432,-0.3273061292895785,0.020484034282489127,-0.4569779270331864,0.028142255147397172,-0.3813005408179915,4
