config,role,group,detector,macro_AP_delta_no_adapt,clean_AP_delta_no_adapt,macro_AP50_delta_no_adapt,clean_AP50_delta_no_adapt,macro_AP75_delta_no_adapt,clean_AP75_delta_no_adapt,positive_conditions_no_adapt,macro_AP_delta_full_hybrid,clean_AP_delta_full_hybrid,macro_AP50_delta_full_hybrid,clean_AP50_delta_full_hybrid,macro_AP75_delta_full_hybrid,clean_AP75_delta_full_hybrid,positive_conditions_full_hybrid
random_2026091626,random,block_1,source,-0.05757614482112446,-0.044956486308389554,-0.07969009905798112,-0.21489821696399902,-0.2365389994346906,0.5061825865028236,2,-0.0032559920463396765,0.14876536528917184,-0.09244030625319792,0.027352097150645793,0.07327528826311751,0.38419060465950117,3
random_2026091626,random,block_1,target,0.09145083750721761,0.14286827807410418,0.054121852846441186,0.08540654592835706,-0.027319079134034235,0.4627342499403164,3,-0.0020862717171175418,0.07523166934894077,-0.07861235031606702,0.12769305962300193,0.04545463115947964,-0.014126122046093093,3
random_2026091626,random,block_1,ssd,0.009568301196731984,-0.0509856716758017,0.06446792492859436,-0.09739145326465581,0.06750500277196425,-0.019053676219160653,3,0.01414500487156023,-0.04869840572288009,-0.042431173604074814,-0.04079957637284082,-0.013110387899932982,-0.052540486979740786,4
random_2026091626,random,block_2,source,0.05853562395105871,-0.3164586069291764,0.050519499726076056,0.023991331248118808,0.04591947834236091,-0.1220805241232581,4,-0.019712788470122034,0.021439906492931593,0.1882549007147368,0.2135483224352197,-0.21136485775855954,0.24012821012888153,2
random_2026091626,random,block_2,target,0.013653705633936974,-0.15701990119462716,-0.011046341171287258,-0.36828612946703254,0.01023405026994347,-0.293336621575746,3,-0.14839830678688345,0.02801411503702278,-0.19727594670293688,-0.0725860406246448,-0.07089191257344807,-0.11692853138585702,1
random_2026091626,random,block_2,ssd,-0.025662903761257867,0.03891836300031759,-0.09701959348418591,0.0627197097060106,0.01835920248022908,0.03990920572628509,3,-0.08103516175962204,0.055123929225397994,-0.06440021216901533,0.051106038426962375,-0.010375741308227271,0.1820872820364361,2
random_2026091626,random,block_3,source,0.07583116808268693,0.10735815569847262,0.08259225377433288,0.06583756828478782,-0.08861390531033168,0.10710516119484259,3,0.05940549732747861,0.05731149181819051,0.03309420604293475,0.1146899263183232,0.1704000972612483,0.3209648118817021,3
random_2026091626,random,block_3,target,-0.07288077862454463,-0.05424491671023324,0.019167685862631068,0.1938237282320232,-0.046450778738465114,0.48350569090246376,2,-0.022035414738174237,0.0447389358202932,0.006993481783782822,0.07675343342120611,-0.06213187389859931,-0.3323782857867552,3
random_2026091626,random,block_3,ssd,0.08477248154858119,-0.15644864591006225,0.16595851631339606,-0.2245218689482409,0.025911972195729233,-0.31632454797628773,4,0.0009058037086719558,-0.23773001062888932,-0.0227043662245352,-0.313525513169266,0.08516895282114818,-0.36449284981270313,3
random_2026091626,random,block_4,source,0.024842282288183488,-0.08424237491774234,-0.009720949190648401,-0.166330345198773,0.18051837970591753,0.2953286101908592,3,0.004404666872398488,-0.17262579025748015,0.02933744134690867,-0.30056902707628064,-0.21426058079043928,0.0996736038571644,2
random_2026091626,random,block_4,target,0.06101511357193649,0.06576317381261076,0.06845530319469033,0.03734992913154711,0.14418174164288478,-0.1017668267616012,3,-0.03722278636517362,-0.07412727859711365,0.08783976588243314,-0.10561498372992917,-0.059795419556431716,0.2880058169968891,2
random_2026091626,random,block_4,ssd,0.043179505235115455,-0.16999978363343438,0.08246460103434698,-0.15748644937114142,0.0706838414125573,-0.17423721353357902,4,0.011554506163136136,0.023990377078192404,0.026798674956700814,0.0097270977178876,-0.024099854326808945,0.08060822475438045,4
random_2026091626,random,block_5,source,-0.10990626460965491,0.05781015097783837,-0.15523613785201248,-0.0822212757805807,-0.22191091425345275,0.21127976669376158,2,-0.14142630763710842,0.021844916182783836,-0.16829676729878304,0.052445806386225424,-0.19942109134168198,0.1754189556089636,2
random_2026091626,random,block_5,target,0.057100770246849376,0.03914785538681742,0.04746049242893199,0.07780500360016207,0.17622718869151713,0.35290154083412184,5,-0.023591750010502437,-0.230982934215207,-0.012781591474799367,-0.15683713063935345,0.06407825264214313,-0.21768598142432594,2
random_2026091626,random,block_5,ssd,0.10604681568947745,0.11082614862026885,0.1425721234264469,0.0534462288029669,0.044322911703962665,-0.10556528636325724,5,0.08161055724282366,0.1886264364024115,0.02335813891294151,0.445705847892891,0.2986576183990934,-0.23997031702189808,3
random_2026091627,random,aggregate,source,0.013747978604451242,-0.0050903421813297545,0.010145146046475206,-0.08468328000305059,0.1499904512295147,-0.138188509253101,4,-0.053434207700034375,0.012820362677701258,-0.09690228910260353,0.01674792914699852,-0.077429799481545,-0.07835432507347084,3
random_2026091627,random,aggregate,target,0.04820709490174768,0.05221898613457232,0.0528897302907505,0.07893663864791955,0.05376935170706143,-0.030339467762346972,4,-0.02206451207377817,-0.008728334600965892,-0.025390752653601616,0.03888032029905064,-0.0263750740603641,-0.2777644901445331,2
random_2026091627,random,aggregate,ssd,0.018988774089469713,-0.005494613679821181,0.02325834191974537,-0.039328792124115886,-0.013611800704184848,0.006353688632826371,4,-0.01317195471409414,-0.0013732800004884194,-0.0555867210101794,0.012058431027395233,0.03383963442800444,0.013287475785378478,1
random_2026091627,random,block_1,source,-0.010810314544652347,-0.09214128899828755,0.07261205131403974,-0.33342100514147655,-0.1523139566053026,-0.026777338893368974,2,0.043509838230132436,0.10158056259927384,0.05986184411882293,-0.09117069102683173,0.1575003310925055,-0.14876932073669136,4
random_2026091627,random,block_1,target,0.08950507931450857,0.05469488785236343,0.12074423817078535,0.04960017688244722,-0.02730533590607857,0.17830556790765506,3,-0.004032029909826577,-0.012941720872799989,-0.011989964991722854,0.09188669057709209,0.045468374387435305,-0.29855480407875445,3
random_2026091627,random,block_1,ssd,0.003093465137756398,0.001797525665325761,0.037458780819496496,-0.17517710435014933,0.03743734743546501,0.11631121237221653,4,0.0076701688125846434,0.004084791618247374,-0.06944031771317268,-0.11858522745833433,-0.04317804323643223,0.0828244016116364,3
random_2026091627,random,block_2,source,0.0828034295249543,-0.3284263961390754,-0.02826034468622063,-0.14628472286377647,0.2484102132789203,-0.5348329567110399,4,0.004555017103773558,0.009472117283032544,0.1094750563024401,0.043272268323324425,-0.008874122822000174,-0.1726242224589003,2
random_2026091627,random,block_2,target,0.04471866858128115,-0.028820769740411922,0.026858071573756154,0.06746708349936181,0.00427497366908558,-0.4093737869564906,4,-0.11733334383953926,0.15621324649123802,-0.15937153395789347,0.36316717234174956,-0.07685098917430595,-0.23296569676660162,4
random_2026091627,random,block_2,ssd,0.006642934099530355,-0.03889949344375032,-0.09292947180917592,-0.03579375162635623,0.0531184876799586,-0.11152651493030463,2,-0.04872932389883381,-0.022693927218669918,-0.06031009049400534,-0.04740742290540445,0.02438354389150225,0.03065156137984637,0
random_2026091627,random,block_3,source,0.13407502687490894,0.017702974099165214,0.18151410289420356,-0.13353218552867308,0.029947737768075872,-0.18050190704041458,4,0.11764935611970062,-0.0323436897811169,0.13201605516280543,-0.0846798274951377,0.2889617403396559,0.03335774364644495,5
random_2026091627,random,block_3,target,-0.022448982994058286,-0.07980524606611139,0.10973376787484224,0.09815025074858541,0.03527500671110517,0.38115256771403816,3,0.028396380892312112,0.01917860646441505,0.097559563795994,-0.01892004406223169,0.019593911550970972,-0.4347314089751808,4
random_2026091627,random,block_3,ssd,0.030623173131591463,0.025540834616283314,0.11838846117974329,0.03502270002751495,-0.13828314136676104,-0.0013040481035564433,3,-0.05324350470831777,-0.05574053010254376,-0.07027442135818796,-0.05398094419351018,-0.0790261607413421,-0.04947234993997185,1
random_2026091627,random,block_4,source,0.019359725437933146,0.05780743050224357,-0.04521503938097101,0.24304547108945362,0.3214635054391142,-0.11472185502157672,3,-0.0010778899778518536,-0.03057598483749424,-0.006156648843413937,0.10880678921194598,-0.07331545505724253,-0.31037686135527154,3
random_2026091627,random,block_4,target,0.09335597260410795,0.0873465775799831,0.018425480736241246,0.08571682802062108,0.08750929349907362,-0.43515869158615716,4,-0.004881927333002152,-0.05254387482974132,0.03780994342398406,-0.057248084840855196,-0.11646786770024287,-0.045386047827666864,4
random_2026091627,random,block_4,ssd,0.0207865262143563,-0.18687203783158135,-0.010656638229485557,-0.22614738729069273,0.11449123053134207,-0.2651779722160852,3,-0.010838472857623016,0.00711812288004543,-0.06632256430713172,-0.0589338402016637,0.019707534791975807,-0.01033253392812572,3
random_2026091627,random,block_5,source,-0.0018231231502916871,-0.08295769983159285,-0.07360511074016955,-0.058674322139273816,-0.0360893312818041,-0.20801280205632322,2,-0.03334316617774521,-0.11892293462664738,-0.08666574018694011,0.0759927600275323,-0.013599508370033356,-0.24387361314112121,2
random_2026091627,random,block_5,target,0.07414733277224066,0.12684543675791637,0.163063689610915,0.07865236632472739,0.18532296178885208,0.14874023288310445,4,-0.006545187485111163,-0.14328535284410804,0.10282160570718364,-0.15598976791478814,0.07317402573947807,-0.4218472893753433,3
random_2026091627,random,block_5,ssd,-0.007832037765119945,0.01751190694516125,0.0034391204253229426,-0.2563783166548539,-0.15884313932541713,0.015866056145291685,2,-0.03226829621177374,0.0953121947273039,-0.11577486408818245,0.13588130243507024,0.09549156736971358,-0.11853897451334916,2
random_2026091628,random,aggregate,source,-0.05387742980585789,-0.12459888182781431,-0.0944215101190878,-0.1126022323475806,-0.17579501077295742,-0.14544227887788308,4,-0.12105961611034351,-0.1066881769687833,-0.20146894526816653,-0.011171023197531493,-0.40321526148401715,-0.08560809469825292,1
random_2026091628,random,aggregate,target,0.017293603580078216,0.09829599931875377,0.02180022891406508,0.13180859131166622,-0.019872997612190486,0.18144063293072388,5,-0.052978003395447636,0.037348678583215555,-0.05648025403028704,0.09175227296279731,-0.10001742337961601,-0.06598438945146223,1
random_2026091628,random,aggregate,ssd,0.006950708573174684,-0.0026413624733101493,0.022245969569197516,-0.03230770473497957,-0.0164305282094319,-0.02300887909562621,4,-0.02521002023038917,0.0014799712060226122,-0.05659909336072725,0.01907951841653155,0.031020906922757385,-0.016075091943074105,2
random_2026091628,random,block_1,source,-0.05095650556542116,-0.32183491022695354,-0.009906241697532625,-0.22240347627635604,-0.33441208065110123,-0.22899558878058945,2,0.003363647209363626,-0.12811305862939215,-0.022656448892749426,0.019846837838288778,-0.02459779295329312,-0.35098757062391184,2
random_2026091628,random,block_1,target,0.05148075125322819,0.06465224415007076,0.0635431507216307,0.019643107542044458,0.01815753038172478,0.19187621276246514,4,-0.04205635797110696,-0.0029843645750926573,-0.06919105244087749,0.061929621236689325,0.09093124067523865,-0.2849841592239444,2
random_2026091628,random,block_1,ssd,-0.0437910877707004,0.11046806424930278,0.03123457550204452,0.14039191504606752,-0.003251792020873371,0.1977591958381264,1,-0.039214384095872155,0.11275533020222439,-0.07566452303062465,0.1969837919378825,-0.0838671826927706,0.16427238507754627,2
random_2026091628,random,block_2,source,0.07210775191353325,-0.670418808856077,-0.05857627862409139,-0.6243031645015829,0.23852853618051748,-0.9612597764802389,4,-0.0061406605076475,-0.332520295433969,0.07915912236456935,-0.43474617331448195,-0.018755799920402993,-0.5990510422280992,2
random_2026091628,random,block_2,target,0.09123609934010013,-0.11482289100697152,0.17255149616636953,0.07234122957011646,0.12487334717231346,-0.21415954751485278,4,-0.07081591308072029,0.07021112522467843,-0.013678109365280097,0.3680413184125042,0.043747384328921925,-0.037751457324963766,4
random_2026091628,random,block_2,ssd,-0.02458308642425318,0.022387287342406914,-0.0896266987600397,0.02695259456239607,-0.025749974644001528,-0.06521060440999871,3,-0.07995534442261736,0.03859285356748732,-0.05700731744486912,0.01533892328334785,-0.054484918432457875,0.0769674719001523,0
random_2026091628,random,block_3,source,-0.02749617772838664,0.13143514568312864,0.05826994807160979,0.16224076941898646,-0.21219572446267063,-0.005370922974218262,2,-0.04392184848359496,0.08138848180284652,0.008771900340211655,0.21109312745252184,0.04681827810890937,0.20848872771264126,3
random_2026091628,random,block_3,target,-0.023554302951114825,-0.12954286077163646,0.10815472671109976,0.07891134899686847,-0.06350467248948759,0.5020646428633035,3,0.027291060935255573,-0.03055900824111002,0.0959805226322515,-0.03815894581394863,-0.07918576764962178,-0.3138193338259154,3
random_2026091628,random,block_3,ssd,0.02710195163886005,0.046235334834859865,0.05488718245567533,0.09693107870447637,-0.07868032931514317,0.028817297878436232,5,-0.056764726201049186,-0.03504602988396721,-0.13377570008225592,0.007927434483451234,-0.019423348689724212,-0.019351003957979174,1
random_2026091628,random,block_4,source,-0.002296515882045195,-0.020280717437837215,-0.04292437076632016,-0.10903656326504141,0.04294186964728849,0.1449646759216383,2,-0.022734131297830196,-0.10866413277757503,-0.003865980228763092,-0.24327524514254906,-0.3518370908490683,-0.050690330412056506,2
random_2026091628,random,block_4,target,-0.010153397749101031,0.18186474597244318,-0.030941684760508553,0.11471805275978797,-0.09719247537679128,0.16314438260703334,3,-0.10839129768621114,0.041974293562718756,-0.011557222072765735,-0.02824686010168831,-0.3011696365761078,0.5529170263655236,1
random_2026091628,random,block_4,ssd,0.03750703133134035,-0.17457756218107745,0.04736168928589912,-0.1711887962189962,0.09882154551219685,-0.23217054107484425,4,0.005882032259361032,0.01941259853054933,-0.00830423679174704,-0.003975249129967162,0.004037849772830597,0.02267489721311522,4
random_2026091628,random,block_5,source,0.00032396563241036497,-0.07870072126186511,0.01696272745236871,-0.11222171478518783,-0.2651951219006743,-0.22099662564741274,3,-0.031196077395043154,-0.11466595605691965,0.0039020980055981536,0.022445367381618286,-0.24270529898890356,-0.25685743673221073,2
random_2026091628,random,block_5,target,0.01070323949696935,0.21097204862527974,0.022766031208781845,0.29278267161778615,-0.02581250170353433,0.10825238162107675,3,-0.06998928076038247,-0.05915874097674467,-0.037476052694949503,0.05814053737827063,-0.13796143775290834,-0.462335140637371,2
random_2026091628,random,block_5,ssd,-0.01764039692486267,-0.005558235173869219,0.0742184885814956,-0.25397309170219207,-0.22844257742532145,-0.16656293760622387,4,-0.04207665537151647,0.07224205260827343,-0.0449954959320098,0.13828652738773206,0.025892129269809255,-0.3009679682648647,2
random_2026091629,random,aggregate,source,-0.004361770053798453,-0.03606031649187047,0.03827839994129759,0.06489119290635781,-0.007718637132786421,0.09208627721528084,2,-0.07154395635828407,-0.018149611632839457,-0.06876903520778115,0.16632240205640691,-0.23513888784384615,0.151920461394911,0
random_2026091629,random,aggregate,target,0.013683120092004378,0.030241617031279144,0.0017278937317566356,0.004015022705183835,0.046333597105803016,0.13326962203532577,3,-0.05658848688352147,-0.03070570370425907,-0.07655258921259549,-0.03604129564368508,-0.033810828661622515,-0.11415540034686034,0
random_2026091629,random,aggregate,ssd,0.015624637821224733,0.019726296062586024,0.032023848025178325,-0.024112573697593342,-0.03311199831488356,0.03383442202100628,5,-0.01653609098233912,0.023847629741918785,-0.046821214904746444,0.027274649453917776,0.014339436817305725,0.04076820917355839,3
random_2026091629,random,block_1,source,-0.04170547347246423,-0.22297841778725624,-0.09076465741091333,-0.08671690092242335,-0.17886141856067184,-0.09767452266195575,2,0.012614679302320556,-0.029256566189694855,-0.10351486460613013,0.15553341319222147,0.13095286913713625,-0.21966650450527814,4
random_2026091629,random,block_1,target,0.07110383958857103,0.07487516353108514,0.07836861117050953,-0.04983945334795514,-0.0038430443974113437,0.048235797911466705,4,-0.022433269635764124,0.007238554805921726,-0.054365591991998675,-0.0075529396533102755,0.06893066589610253,-0.4286245740749428,2
random_2026091629,random,block_1,ssd,-0.000370867008054702,0.08631261796083756,0.0924331785656124,0.039412614041822724,-0.0029632218601879,0.06661061308733118,3,0.004205836666773544,0.08859988391375917,-0.01446591996705678,0.09600449093363772,-0.08357861253208514,0.03312380232675105,4
random_2026091629,random,block_2,source,0.06110197643213744,-0.19352992118198964,0.08417811043632632,-0.02468915768383262,0.20519812029712683,0.06998509049753743,5,-0.017146435989043307,0.14436859224011833,0.22191351142498705,0.16486783350326828,-0.05208621580379361,0.43219382474967705,2
random_2026091629,random,block_2,target,0.08400135749499031,-0.20237354035232968,0.09134382643369669,-0.49337282790263837,0.02781872447659243,0.0058109663636674025,4,-0.07805065492583012,-0.01733952412067974,-0.09488577909795293,-0.19767273906025062,-0.053307238366799105,0.1822190565535564,3
random_2026091629,random,block_2,ssd,0.12478700692408011,0.00852064766316829,0.11823671936929403,0.001057621604083625,0.054624263612477554,-0.02230648577265515,4,0.06941474892571593,0.024726213888248694,0.15085610068446462,-0.010556049674964596,0.025889319824021206,0.11987159053749585,4
random_2026091629,random,block_3,source,0.07566664305397042,-0.010931642807654463,0.1087852242343997,0.13354761733151976,-0.06350981419119828,-0.11468471106058642,3,0.059240972298762094,-0.06097830668793658,0.05928717650300156,0.18239997536505514,0.19550418838038172,0.0991749396262731,2
random_2026091629,random,block_3,target,0.02808742154364885,-0.17832723839475428,0.04820492493840719,-0.023249280332382494,0.18523075905852726,0.3930926731130935,4,0.07893278543001925,-0.07934338586422784,0.03603072085955894,-0.1403195751431996,0.16954966389839307,-0.4227913035761255,4
random_2026091629,random,block_3,ssd,-0.012533114474768311,0.07771369259769734,-0.014688548838795445,0.1319660589195748,-0.13634261553124397,0.017681762820009883,2,-0.09639979231467755,-0.003567672121129739,-0.2033514313767267,0.04296241469854967,-0.07708563490582503,-0.030486539016405523,2
random_2026091629,random,block_4,source,-0.06926844579661824,0.049936925050536596,-0.06306056941399647,0.39766852484701687,-0.024890333102394375,0.5109744257769611,2,-0.08970606121240325,-0.03844649028920122,-0.024002178876439406,0.2634298429695092,-0.41966929359875116,0.31531941944326625,1
random_2026091629,random,block_4,target,0.0015048269296722798,0.0062556835374261155,-0.06384543632375524,0.03443195685254308,0.07632800665000512,0.08389059485678918,3,-0.09673307300743783,-0.1336347688722983,-0.044460973636012424,-0.1085329560089332,-0.12764915454931136,0.4736632386152795,1
random_2026091629,random,block_4,ssd,0.028445474644725927,-0.10208999578444344,0.09129935321890437,-0.03966645967434235,0.06828375458485479,-0.08275731538940345,4,-0.0031795244272533885,0.09190016492718334,0.0356334271412582,0.12754708741468668,-0.02649994115451147,0.17208812289855602,2
random_2026091629,random,block_5,source,-0.011863118232440425,0.03262926028920199,-0.16045391443273993,-0.1444037481650451,0.107141113826754,0.28232031030154814,2,-0.04338316125989394,-0.003335974505852546,-0.17351454387951049,-0.00973666599823897,0.12963093673852474,0.24645949921675014,3
random_2026091629,random,block_5,target,-0.0030389760469123894,0.1735385901296127,-0.004681636824406994,0.16824670365361838,0.011487427380930485,0.16519494205967655,4,-0.0837314963042642,-0.09659219947241171,-0.06492372072813835,-0.06639543058589714,-0.10066150866844352,-0.4053925801987712,1
random_2026091629,random,block_5,ssd,0.055605493554231056,-0.008993554059172348,0.11896492980079572,-0.25284476514444987,-0.04716539894701425,0.002578221725024754,4,0.03116923510757726,0.0688067337229703,-0.0002490547127096769,0.13941485394547426,0.20716930774811645,-0.1318268089336161,3
random_2026091630,random,aggregate,source,0.01321789933832751,-0.12656073893715925,0.009462122359623256,-0.16203541472677996,0.2064197326657589,-0.148769053696457,5,-0.053964286966158105,-0.10865003407812823,-0.09758531278945548,-0.06060420557673085,-0.021000518045300825,-0.08893486951682683,1
random_2026091630,random,aggregate,target,0.03677733063870888,0.0775192818377235,0.037584174231462354,0.06688014003872755,0.005495599865894725,0.2234043387258855,4,-0.033494276336816974,0.016571961102185284,-0.04069630871288976,0.02682382168985864,-0.07464882590153081,-0.024020683656300612,1
random_2026091630,random,aggregate,ssd,0.036792105952467014,-0.05184099117251095,0.06358415978901615,-0.03399966862168702,0.019968274447548784,-0.09012014390848422,5,0.00463137714890316,-0.04771965749317819,-0.01526090314090863,0.0173875545298241,0.06741970957973807,-0.08318635675593211,3
random_2026091630,random,block_1,source,-0.08771339951801442,-0.1976429267687374,-0.04839633160158378,-0.26858443583834823,-0.3009818042838304,-0.11289501331928076,3,-0.03339324674322963,-0.003921075171176014,-0.06114653879680058,-0.02633412172370342,0.008832483413977651,-0.23488699516260314,3
random_2026091630,random,block_1,target,0.0763133532745051,0.07839954519498482,0.0483201673855053,0.03582912142078287,-0.1480423511814738,0.44215188539908357,3,-0.017223755949830055,0.010762936469821405,-0.0844140357770029,0.07811563511542774,-0.07526864088795993,-0.03470848658732595,2
random_2026091630,random,block_1,ssd,0.014057656327923218,0.08533909361453373,0.044915527970163883,0.1399948483450153,0.07264680914746784,-0.02132266574811359,4,0.018634360002751465,0.08762635956745535,-0.06198357056250529,0.1965867252368303,-0.0079685815244294,-0.05480947650869372,4
random_2026091630,random,block_2,source,-0.015852790898479574,-0.16413622047534715,-0.09119341295176404,-0.026666935735830677,0.1959772828156986,0.17948104364915451,4,-0.09410120331966032,0.17376229294676082,0.046541988036896687,0.16289005545127022,-0.06130705328522187,0.5416897779012941,2
random_2026091630,random,block_2,target,0.0820017301495446,0.07516192726564341,0.06498745037443743,0.14942841165104248,0.05619016857128142,0.10509018611979393,3,-0.08005028227127582,0.26019594349729336,-0.12124215515721219,0.4451285004934302,-0.024935794272110123,0.28149827630968294,4
random_2026091630,random,block_2,ssd,0.13581465659556016,0.025786129680727132,0.1522209673726386,-0.013854149476538735,0.11281096051668216,-0.023057214889077304,4,0.080442398597196,0.041991695905807536,0.1848403486878092,-0.025467820755586956,0.0840760167282258,0.1191208614210737,3
random_2026091630,random,block_3,source,-0.023847477981317478,-0.10443161696077619,-0.010948809082474606,-0.11692004580080573,-0.2900207137006709,-0.16045873893099083,2,-0.0402731487365258,-0.1544782808410583,-0.06044685681387274,-0.06806768776727035,-0.031006711129090887,0.053400911755868696,3
random_2026091630,random,block_3,target,-0.027549866684191866,-0.017965010430753825,0.07754070642546444,0.04845716684541701,-0.16140440647663215,0.07200855653718419,3,0.023295497202178533,0.08101884209977261,0.06536650234661619,-0.06861312796540009,-0.17708550163676637,-0.7438754201520348,4
random_2026091630,random,block_3,ssd,0.07937431901142711,-0.23459825676170887,0.18000665751032965,-0.3640111789382783,-0.10174683477752096,-0.35620752116133914,4,-0.004492358828482128,-0.31587962148053594,-0.008656225027601586,-0.4530148231593034,-0.04248985415210201,-0.40437582299775454,2
random_2026091630,random,block_4,source,0.01763966562882598,-0.07659781943806787,-0.11191331255028525,-0.28885611395033095,0.45662975480115403,-0.0016216467637997223,3,-0.0027979497869590197,-0.16498123477780569,-0.07285492201272818,-0.4230947958278386,0.061850794304797264,-0.19727665309749454,3
random_2026091630,random,block_4,target,0.040766364958978264,-0.025132174329456358,0.02569658934825081,0.03137432948556729,0.12192200894914906,-0.19109725679206102,3,-0.057471534978131844,-0.16502262673918078,0.04508105203599363,-0.11159058337590899,-0.08205515225016742,0.19867538696642928,3
random_2026091630,random,block_4,ssd,0.06656418683139802,-0.1990084750774168,0.09121543800693355,-0.15758548306269993,0.18167572371586696,-0.19263558962529514,5,0.0349391877594187,-0.005018314365790033,0.03554951192928738,0.009628064026329097,0.08689202797650074,0.062209848662664324,4
random_2026091630,random,block_5,source,0.05023288984951727,-0.09369739385104436,0.038528987755729695,0.03920108781938492,0.19773993824569458,-0.08190026613525414,2,0.018712846822063756,-0.1296626286460989,0.025468358308959143,0.17386816998619103,0.22022976115746531,-0.11776107722005213,3
random_2026091630,random,block_5,target,0.08897895615079716,0.25568888307422877,0.12622862723768447,0.13428077979732445,0.072298978382207,0.3560181138991203,5,0.008286435893445354,-0.014441906527795645,0.06598654333395311,-0.10036135444219108,-0.039849957667167,-0.21456940835932747,2
random_2026091630,random,block_5,ssd,0.013243845232823367,0.09647204347220661,0.05350581817231692,0.036973351564628665,-0.04868657865503556,0.07874510560026415,4,-0.011192413213830429,0.17427233125434927,-0.06570816634118848,0.4292329706545528,0.20564812804009514,-0.05565992505837669,4
random_2026091631,random,aggregate,source,-0.003708812587743804,-0.07061306144767188,0.0002163413292270248,-0.155217577373723,-0.026435033583017502,-0.16924451422452025,2,-0.07089099889222943,-0.052702356588640864,-0.10683109381985172,-0.053786368223673886,-0.2538552842940772,-0.10941033004489009,1
random_2026091631,random,aggregate,target,0.02743508819472255,0.0824721112074156,0.03287621201935783,0.03165817306355345,0.05121414876399869,0.17514472392323177,5,-0.0428365187808033,0.021524790471877386,-0.04540427092499429,-0.008398145285315461,-0.028930277003426836,-0.07228029845895434,1
random_2026091631,random,aggregate,ssd,0.030268725714507432,-0.011051119851696045,0.07488837909790842,-0.018678275634342878,-0.02049914552523328,0.046821963855769866,5,-0.0018920030890564228,-0.006929786172363284,-0.003956683832016343,0.03270894751716824,0.026952289606956004,0.05375575100832197,3
random_2026091631,random,block_1,source,-0.08297228302223773,-0.06808272688965111,-0.003154430887512364,-0.08898178452453331,-0.09677244922606427,-0.07239030472892538,2,-0.028652130247452945,0.12563912470791028,-0.015904638082729166,0.1532685295901115,0.21304183847174382,-0.19438228657224776,3
random_2026091631,random,block_1,target,0.039447631118046576,0.014534459235066022,0.07096663386572666,-0.045582488376239017,-0.04319262429092382,0.059078344312835096,3,-0.05408947810628858,-0.053102149490097394,-0.061767569296781545,-0.0032959746815941493,0.029581086002590056,-0.4177820276735744,2
random_2026091631,random,block_1,ssd,0.016685648450568785,-0.11412565864251656,0.1295778167475531,-0.17019929160975167,0.0032167494792798936,0.03377120424310487,2,0.021262352125397028,-0.11183839268959495,0.022678718214883913,-0.11360741471793667,-0.07739864119261734,0.0002843934825247363,5
random_2026091631,random,block_2,source,0.004674544697161331,-0.1367422318536926,-0.07576769220647799,-0.22402277342256083,0.08391699859830275,-0.2361271197489967,4,-0.07357386772401941,0.20115628156841536,0.06196770878218275,-0.03446578223545993,-0.1733673375026177,0.12608161450314292,2
random_2026091631,random,block_2,target,0.14571564258167488,0.04992717214830078,0.22159528086660255,0.03148082605725078,0.16998447286397378,0.21619377532429152,4,-0.016336369839145548,0.23496118837995073,0.03536567533495294,0.3271809148996385,0.08885851002058225,0.3926018655141805,3
random_2026091631,random,block_2,ssd,0.013209426218084111,0.003562156518238657,0.02512164250264015,0.030563644030284776,0.028352342415285947,-0.02005421769423754,3,-0.042162831780280054,0.01976772274331906,0.05774102381781073,0.018949972751236555,-0.00038260137317040294,0.12212385861591346,1
random_2026091631,random,block_3,source,0.005308608571238012,0.039866141961142354,-0.15135128582278354,-0.14672882575172963,-0.02725390389044698,0.10084817479304453,3,-0.011117062183970313,-0.010180521919139762,-0.20084933355418166,-0.09787646771819425,0.231760098681133,0.31470782547990406,2
random_2026091631,random,block_3,target,0.013614385671725793,-0.01993578674782115,-0.0010501802559736984,0.11391610010729192,0.03636899140871767,0.3825008154884624,4,0.06445974955809619,0.07904806578270529,-0.013224384334821945,-0.0031541947035251816,0.02068789624858347,-0.4333831612007566,5
random_2026091631,random,block_3,ssd,0.09065357487338388,0.0607823204637814,0.18506136892855463,0.08238881498239814,-0.041726338963077314,0.04513936303846555,3,0.006786897033474644,-0.020499044255045673,-0.003601513609376624,-0.006614829238626996,0.01753064166234164,-0.003028938797949854,3
random_2026091631,random,block_4,source,-0.09626806182177576,-0.032895592334020174,-0.1578203690753908,0.13225800720390035,-0.06454600865811826,-0.14746578047667436,2,-0.11670567723756076,-0.12127900767375799,-0.11876197853783373,-0.0019806746736072967,-0.459324969154475,-0.34312078681036917,2
random_2026091631,random,block_4,target,-0.015951191185647102,0.03796714266822154,-0.11685705120319616,-0.01562035306902354,0.04173470686346936,0.035528431129411286,3,-0.11418909112275721,-0.10192330974150288,-0.09747258851545333,-0.15858526593049982,-0.16224245433584714,0.4253010748879016,1
random_2026091631,random,block_4,ssd,0.022723240627732972,-0.1417237899922652,0.0010070904052953782,-0.12181524494725426,0.056415864458688826,-0.12773237043254837,3,-0.008901758444246344,0.05226637071936158,-0.05465883567235078,0.04539830214177476,-0.038367831280677424,0.1271130678554111,3
