config,group,detector,macro_AP_delta_no_adapt,positive_conditions_no_adapt,clean_AP_delta_no_adapt,macro_AP_delta_full_hybrid,positive_conditions_full_hybrid,clean_AP_delta_full_hybrid
log_norm_ratio_low_25,block_1,source,-0.150623567995898,2,0.0,0.34288071664309333,2,-1.4552080208020817
log_norm_ratio_low_25,block_1,target,-0.006809008513450575,2,0.0,0.12627924403495286,1,-0.1396961558504023
log_norm_ratio_low_25,block_1,ssd,-0.1224667677445208,1,0.0,0.06397089085555345,1,0.329951109254846
log_norm_ratio_low_25,block_2,source,0.0,0,0.0,0.17739273927392704,2,1.6831683168316847
log_norm_ratio_low_25,block_2,target,0.0,0,0.0,-3.7499999999999987,0,0.8168316831683176
log_norm_ratio_low_25,block_2,ssd,0.0,0,0.0,4.191561397519061,2,0.0
log_norm_ratio_low_50,aggregate,source,-0.19640758718728982,2,0.7276040104010395,0.13898711299701189,3,0.8415841584158423
log_norm_ratio_low_50,aggregate,target,-0.0679841378220895,3,0.06797410510281376,-1.8760608203677502,0,0.4084158415841588
log_norm_ratio_low_50,aggregate,ssd,-0.0932188293000379,2,-0.1649755546274223,2.095780698759531,2,0.0
log_norm_ratio_low_50,block_1,source,-0.3929227979188907,2,1.4552080208020817,0.10058148672010063,1,0.0
log_norm_ratio_low_50,block_1,target,-0.1352098932839059,3,0.1396961558504023,-0.002121640735502454,0,0.0
log_norm_ratio_low_50,block_1,ssd,-0.18643765860007425,2,-0.329951109254846,0.0,0,0.0
log_norm_ratio_low_50,block_2,source,0.0,0,0.0,0.17739273927392704,2,1.6831683168316847
log_norm_ratio_low_50,block_2,target,0.0,0,0.0,-3.7499999999999987,0,0.8168316831683176
log_norm_ratio_low_50,block_2,ssd,0.0,0,0.0,4.191561397519061,2,0.0
log_norm_ratio_low_75,aggregate,source,-0.7355597166859527,2,0.7276040104010395,-0.40016501650165104,1,0.8415841584158423
log_norm_ratio_low_75,aggregate,target,-0.06692331745433895,4,0.06797410510281376,-1.8749999999999998,0,0.4084158415841588
