contrast,group,proxy,statistic,estimate,ci_low,ci_high,valid_observations
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,tp_score75_mean,mean_delta,-0.001392778621959533,-0.0054493335171352806,0.002638644563316789,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,tp_score75_mean,loss_good_proxy_good,0.3105263157894737,0.24083769633507854,0.38144329896907214,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,tp_score75_mean,loss_good_proxy_bad,0.19473684210526315,0.13902303578774167,0.25396825396825395,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,tp_score75_mean,loss_bad_proxy_good,0.29473684210526313,0.22915558510638298,0.36459573412698404,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,tp_score75_mean,loss_bad_proxy_bad,0.19473684210526315,0.13989358738648391,0.2554347826086957,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,tp_score75_mean,ties,0.005263157894736842,0.0,0.016129032258064516,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,tp_score75_mean,proxy_bad_given_loss_good,0.3854166666666667,0.2903225806451613,0.48863636363636365,96
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp05,mean_delta,-0.015,-0.175,0.16,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp05,loss_good_proxy_good,0.125,0.08,0.17,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp05,loss_good_proxy_bad,0.13,0.085,0.18,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp05,loss_bad_proxy_good,0.125,0.08,0.175,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp05,loss_bad_proxy_bad,0.11,0.07,0.155,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp05,ties,0.51,0.44,0.58,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp05,proxy_bad_given_loss_good,0.2549019607843137,0.1747488146308422,0.3404255319148936,102
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp50,mean_delta,-0.01,-0.06,0.04,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp50,loss_good_proxy_good,0.035,0.015,0.065,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp50,loss_good_proxy_bad,0.03,0.01,0.055,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp50,loss_bad_proxy_good,0.015,0.0,0.035,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp50,loss_bad_proxy_bad,0.02,0.005,0.04012499999999932,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp50,ties,0.9,0.855,0.935,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,fp50,proxy_bad_given_loss_good,0.058823529411764705,0.019417475728155338,0.109110889110889,102
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,duplicates,mean_delta,-0.015,-0.075,0.045,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,duplicates,loss_good_proxy_good,0.035,0.01,0.06,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,duplicates,loss_good_proxy_bad,0.05,0.025,0.08,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,duplicates,loss_bad_proxy_good,0.055,0.025,0.09,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,duplicates,loss_bad_proxy_bad,0.02,0.005,0.04,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,duplicates,ties,0.84,0.79,0.89,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,duplicates,proxy_bad_given_loss_good,0.09803921568627451,0.04597437519772224,0.1574074074074074,102
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall50,mean_delta,0.0014758945101447079,-0.0032202811716792006,0.007474077606663529,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall50,loss_good_proxy_good,0.01507537688442211,0.0,0.035,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall50,loss_good_proxy_bad,0.01507537688442211,0.0,0.035175879396984924,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall50,loss_bad_proxy_good,0.010050251256281407,0.0,0.02512562814070352,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall50,loss_bad_proxy_bad,0.01507537688442211,0.0,0.035175879396984924,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall50,ties,0.9447236180904522,0.91,0.9748743718592965,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall50,proxy_bad_given_loss_good,0.028037383177570093,0.0,0.06522247054043069,107
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall75,mean_delta,0.00571539013750069,-0.003490035184114131,0.015523848411968213,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall75,loss_good_proxy_good,0.04522613065326633,0.02,0.07537688442211055,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall75,loss_good_proxy_bad,0.01507537688442211,0.0,0.035,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall75,loss_bad_proxy_good,0.0,0.0,0.0,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall75,loss_bad_proxy_bad,0.010050251256281407,0.0,0.025128800568499046,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall75,ties,0.9296482412060302,0.8944723618090452,0.9641116751269035,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,recall75,proxy_bad_given_loss_good,0.028037383177570093,0.0,0.06363636363636363,107
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_mean,mean_delta,0.0016745798466957704,-0.000768838075840373,0.004121950741888925,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_mean,loss_good_proxy_good,0.32160804020100503,0.255,0.3869346733668342,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_mean,loss_good_proxy_bad,0.21105527638190955,0.155,0.27276188278726327,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_mean,loss_bad_proxy_good,0.23618090452261306,0.18,0.29503706030150734,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_mean,loss_bad_proxy_bad,0.22110552763819097,0.165,0.27918781725888325,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_mean,ties,0.010050251256281407,0.0,0.025252525252525252,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_mean,proxy_bad_given_loss_good,0.3925233644859813,0.297011367803447,0.4907449494949495,107
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_median,mean_delta,0.002074110916077266,-0.0002925844346225543,0.005009388192443027,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_median,loss_good_proxy_good,0.32160804020100503,0.2613065326633166,0.385,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_median,loss_good_proxy_bad,0.20100502512562815,0.1457286432160804,0.25631376579869025,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_median,loss_bad_proxy_good,0.21105527638190955,0.155,0.2663316582914573,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_median,loss_bad_proxy_bad,0.23115577889447236,0.1717171717171717,0.2914572864321608,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_median,ties,0.035175879396984924,0.014878807106598991,0.06060606060606061,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,best_iou_median,proxy_bad_given_loss_good,0.37383177570093457,0.2815533980582524,0.4666666666666667,107
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,agnostic_iou_mean,mean_delta,0.00039206110544183525,-0.0013008796536110713,0.0021652386825635125,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,agnostic_iou_mean,loss_good_proxy_good,0.3065326633165829,0.245,0.37185929648241206,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,agnostic_iou_mean,loss_good_proxy_bad,0.23115577889447236,0.17258883248730963,0.295,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,agnostic_iou_mean,loss_bad_proxy_good,0.20603015075376885,0.15228426395939088,0.265,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,agnostic_iou_mean,loss_bad_proxy_bad,0.25125628140703515,0.19095477386934673,0.31317105060759864,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,agnostic_iou_mean,ties,0.005025125628140704,0.0,0.015151515151515152,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,agnostic_iou_mean,proxy_bad_given_loss_good,0.42990654205607476,0.33043478260869563,0.5263523391812863,107
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,class_score_mean,mean_delta,0.002093000486224788,0.0006594998620644444,0.003755094799854048,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,class_score_mean,loss_good_proxy_good,0.38190954773869346,0.315,0.4472361809045226,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,class_score_mean,loss_good_proxy_bad,0.1507537688442211,0.105,0.2,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,class_score_mean,loss_bad_proxy_good,0.2814070351758794,0.22,0.3417085427135678,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,class_score_mean,loss_bad_proxy_bad,0.17587939698492464,0.125,0.2311849652301912,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,class_score_mean,ties,0.010050251256281407,0.0,0.025252525252525252,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,class_score_mean,proxy_bad_given_loss_good,0.2803738317757009,0.19811087240799552,0.36538461538461536,107
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score50_mean,mean_delta,0.004701808021953942,-0.0028274178166316447,0.012494651202713054,196
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score50_mean,loss_good_proxy_good,0.44387755102040816,0.3756345177664975,0.5151553803339517,196
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score50_mean,loss_good_proxy_bad,0.09693877551020408,0.05641025641025641,0.14215010877447418,196
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score50_mean,loss_bad_proxy_good,0.32653061224489793,0.2628800895553473,0.39285714285714285,196
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score50_mean,loss_bad_proxy_bad,0.1326530612244898,0.08762886597938144,0.18134715025906736,196
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score50_mean,ties,0.0,0.0,0.0,196
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score50_mean,proxy_bad_given_loss_good,0.1792452830188679,0.11,0.2566432572866769,106
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score75_mean,mean_delta,-0.0008234790842528989,-0.0050227144336408205,0.002726234154610086,185
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score75_mean,loss_good_proxy_good,0.3837837837837838,0.3171976908161467,0.453551912568306,185
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score75_mean,loss_good_proxy_bad,0.14594594594594595,0.09834729151817534,0.196723491454482,185
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score75_mean,loss_bad_proxy_good,0.31891891891891894,0.2554318917668825,0.3850267379679144,185
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score75_mean,loss_bad_proxy_bad,0.14594594594594595,0.09728421970357455,0.19889577021327154,185
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score75_mean,ties,0.005405405405405406,0.0,0.016666666666666666,185
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,tp_score75_mean,proxy_bad_given_loss_good,0.2755102040816326,0.1904642857142857,0.36460336538461524,98
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp05,mean_delta,-0.025,-0.175,0.12012499999999932,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp05,loss_good_proxy_good,0.12,0.08,0.17,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp05,loss_good_proxy_bad,0.1,0.06,0.145,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp05,loss_bad_proxy_good,0.095,0.055,0.135,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp05,loss_bad_proxy_bad,0.105,0.065,0.15,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp05,ties,0.58,0.51,0.65,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp05,proxy_bad_given_loss_good,0.18691588785046728,0.11926605504587157,0.2636492281303601,107
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp50,mean_delta,-0.02,-0.075,0.035,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp50,loss_good_proxy_good,0.04,0.015,0.07,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp50,loss_good_proxy_bad,0.035,0.01,0.065,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp50,loss_bad_proxy_good,0.03,0.01,0.055,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp50,loss_bad_proxy_bad,0.025,0.005,0.05,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp50,ties,0.87,0.82,0.915,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,fp50,proxy_bad_given_loss_good,0.06542056074766354,0.019417475728155338,0.11652016093763659,107
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,duplicates,mean_delta,-0.025,-0.1,0.045,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,duplicates,loss_good_proxy_good,0.05,0.02,0.08,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,duplicates,loss_good_proxy_bad,0.055,0.025,0.09,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,duplicates,loss_bad_proxy_good,0.045,0.02,0.075,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,duplicates,loss_bad_proxy_bad,0.025,0.005,0.05,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,duplicates,ties,0.825,0.775,0.875,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,duplicates,proxy_bad_given_loss_good,0.102803738317757,0.04670753665437709,0.16666666666666666,107
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall50,mean_delta,-0.0007770521523496935,-0.006422895799284322,0.004073398085795599,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall50,loss_good_proxy_good,0.020100502512562814,0.005,0.04040404040404041,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall50,loss_good_proxy_bad,0.005025125628140704,0.0,0.015230368797265088,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall50,loss_bad_proxy_good,0.005025125628140704,0.0,0.015151515151515152,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall50,loss_bad_proxy_bad,0.010050251256281407,0.0,0.025252525252525252,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall50,ties,0.9597989949748744,0.9292929292929293,0.9848484848484849,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall50,proxy_bad_given_loss_good,0.009174311926605505,0.0,0.030644811115935557,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall75,mean_delta,-0.0016326010672744343,-0.009714517371238476,0.004701630028263192,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall75,loss_good_proxy_good,0.02512562814070352,0.005025125628140704,0.05,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall75,loss_good_proxy_bad,0.010050251256281407,0.0,0.025252525252525252,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall75,loss_bad_proxy_good,0.010050251256281407,0.0,0.02512562814070352,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall75,loss_bad_proxy_bad,0.01507537688442211,0.0,0.035175879396984924,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall75,ties,0.9396984924623115,0.9049880653266332,0.97,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,recall75,proxy_bad_given_loss_good,0.01834862385321101,0.0,0.04854368932038835,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_mean,mean_delta,0.0003749849287398448,-0.002353408119220131,0.003371641520714285,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_mean,loss_good_proxy_good,0.31155778894472363,0.24873096446700507,0.3768844221105528,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_mean,loss_good_proxy_bad,0.23618090452261306,0.17764254217299902,0.2964824120603015,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_mean,loss_bad_proxy_good,0.23115577889447236,0.175,0.29292929292929293,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_mean,loss_bad_proxy_bad,0.22110552763819097,0.16080402010050251,0.2814070351758794,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_mean,ties,0.0,0.0,0.0,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_mean,proxy_bad_given_loss_good,0.43119266055045874,0.33980582524271846,0.5267978896103895,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_median,mean_delta,7.895674268979025e-05,-0.0024886863764598034,0.0025780906731489883,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_median,loss_good_proxy_good,0.33668341708542715,0.275,0.4050508793969847,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_median,loss_good_proxy_bad,0.21105527638190955,0.15656565656565657,0.2663316582914573,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_median,loss_bad_proxy_good,0.24623115577889448,0.18592964824120603,0.305,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_median,loss_bad_proxy_bad,0.20100502512562815,0.145,0.25757575757575757,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_median,ties,0.005025125628140704,0.0,0.02,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,best_iou_median,proxy_bad_given_loss_good,0.3853211009174312,0.2962962962962963,0.4762123197903013,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,agnostic_iou_mean,mean_delta,0.0004798969235432361,-0.001372235261126109,0.002263206284706607,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,agnostic_iou_mean,loss_good_proxy_good,0.32160804020100503,0.25625192287970466,0.3888888888888889,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,agnostic_iou_mean,loss_good_proxy_bad,0.22613065326633167,0.16664572864321608,0.2864321608040201,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,agnostic_iou_mean,loss_bad_proxy_good,0.2613065326633166,0.2,0.32160804020100503,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,agnostic_iou_mean,loss_bad_proxy_bad,0.19095477386934673,0.13636363636363635,0.24623115577889448,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,agnostic_iou_mean,ties,0.0,0.0,0.0,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,agnostic_iou_mean,proxy_bad_given_loss_good,0.41284403669724773,0.31681687399509184,0.5135135135135135,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,class_score_mean,mean_delta,0.0004013881828722994,-0.0005133778388901858,0.0011771292059673465,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,class_score_mean,loss_good_proxy_good,0.36180904522613067,0.2964824120603015,0.4271356783919598,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,class_score_mean,loss_good_proxy_bad,0.18592964824120603,0.1319796954314721,0.24242424242424243,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,class_score_mean,loss_bad_proxy_good,0.2914572864321608,0.23,0.355,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,class_score_mean,loss_bad_proxy_bad,0.16080402010050251,0.11055276381909548,0.21212121212121213,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,class_score_mean,ties,0.0,0.0,0.0,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,class_score_mean,proxy_bad_given_loss_good,0.3394495412844037,0.2521720862257947,0.43103448275862066,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score50_mean,mean_delta,0.0009674561770463872,-0.0022872939290774536,0.004099457211073302,198
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score50_mean,loss_good_proxy_good,0.3434343434343434,0.28061224489795916,0.41116751269035534,198
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score50_mean,loss_good_proxy_bad,0.20202020202020202,0.14646464646464646,0.25757575757575757,198
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score50_mean,loss_bad_proxy_good,0.29797979797979796,0.2349923469387755,0.36548223350253806,198
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score50_mean,loss_bad_proxy_bad,0.15656565656565657,0.1065989847715736,0.20812182741116753,198
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score50_mean,ties,0.0,0.0,0.0,198
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score50_mean,proxy_bad_given_loss_good,0.37037037037037035,0.2796610169491525,0.460886287625418,108
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score75_mean,mean_delta,-0.0007796702179098342,-0.005886421154676712,0.004295794266323447,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score75_mean,loss_good_proxy_good,0.3736842105263158,0.3089005235602094,0.4473684210526316,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score75_mean,loss_good_proxy_bad,0.1736842105263158,0.12103678699366217,0.22461222947056017,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score75_mean,loss_bad_proxy_good,0.2789473684210526,0.21693121693121692,0.3421087813115677,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score75_mean,loss_bad_proxy_bad,0.1736842105263158,0.12365591397849462,0.2299570232662317,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score75_mean,ties,0.0,0.0,0.0,190
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,tp_score75_mean,proxy_bad_given_loss_good,0.3173076923076923,0.2291517857142857,0.40406870428422137,104
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp05,mean_delta,0.04,-0.11,0.19,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp05,loss_good_proxy_good,0.125,0.08,0.17,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp05,loss_good_proxy_bad,0.08,0.045,0.115,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp05,loss_bad_proxy_good,0.095,0.055,0.135,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp05,loss_bad_proxy_bad,0.13,0.085,0.175,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp05,ties,0.57,0.505,0.6351249999999993,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp05,proxy_bad_given_loss_good,0.14678899082568808,0.0847457627118644,0.2110224064925899,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp50,mean_delta,0.015,-0.03,0.06,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp50,loss_good_proxy_good,0.025,0.005,0.05,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp50,loss_good_proxy_bad,0.06,0.03,0.095,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp50,loss_bad_proxy_good,0.025,0.005,0.05,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp50,loss_bad_proxy_bad,0.005,0.0,0.015,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp50,ties,0.885,0.84,0.925,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,fp50,proxy_bad_given_loss_good,0.11009174311926606,0.05690289921767142,0.1743119266055046,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,duplicates,mean_delta,0.01,-0.045,0.07,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,duplicates,loss_good_proxy_good,0.04,0.015,0.07,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,duplicates,loss_good_proxy_bad,0.025,0.005,0.05,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,duplicates,loss_bad_proxy_good,0.02,0.005,0.04,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,duplicates,loss_bad_proxy_bad,0.025,0.005,0.05,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,duplicates,ties,0.89,0.845,0.93,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,duplicates,proxy_bad_given_loss_good,0.045871559633027525,0.009523809523809525,0.08738715721342186,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,recall50,mean_delta,0.00020379676158570638,-0.0014141414141414144,0.0019527777777777777,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,recall50,loss_good_proxy_good,0.005025125628140704,0.0,0.015151515151515152,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,recall50,loss_good_proxy_bad,0.005025125628140704,0.0,0.015151515151515152,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,recall50,loss_bad_proxy_good,0.005025125628140704,0.0,0.015228426395939087,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,recall50,loss_bad_proxy_bad,0.005025125628140704,0.0,0.015151515151515152,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,recall50,ties,0.9798994974874372,0.9597939190904016,0.995,199
