detector,case,variant,k,iou,tp_count,mean,p10,p25,median,p75,p90
target,color_cast_s2,det_pseudo_clip_radius,1,75,870,0.6205217792727481,0.35690239667892454,0.5010990798473358,0.6537849307060242,0.7543857544660568,0.8227790832519531
target,color_cast_s2,det_pseudo_clip_radius,3,50,1201,0.5884972389393504,0.32581982016563416,0.4572407603263855,0.61027592420578,0.7250644564628601,0.8040807247161865
target,color_cast_s2,det_pseudo_clip_radius,3,75,872,0.6199640016661051,0.35491600036621096,0.49893907457590103,0.6538452506065369,0.75465127825737,0.8218941390514374
target,clean_s0,no_adapt,0,50,1232,0.5983275346240247,0.3491888701915741,0.4680887535214424,0.6203815639019012,0.7337953746318817,0.8092987298965455
target,clean_s0,no_adapt,0,75,914,0.6277548051897754,0.36152510046958924,0.5163163840770721,0.6625432372093201,0.756933182477951,0.8277824342250824
target,clean_s0,global_generic,1,50,1234,0.5978555059969135,0.34919544756412507,0.4661126136779785,0.6213569641113281,0.7323596775531769,0.808872950077057
target,clean_s0,global_generic,1,75,919,0.6261910265787901,0.36222808361053466,0.510357528924942,0.6601292490959167,0.7561429738998413,0.8275477528572083
target,clean_s0,global_generic,3,50,1239,0.5970091864743283,0.34636295437812803,0.4613300561904907,0.620861828327179,0.731762707233429,0.8086815118789673
target,clean_s0,global_generic,3,75,906,0.6296548690589322,0.36675071716308594,0.5162650495767593,0.6625377237796783,0.7568686157464981,0.8284192681312561
target,clean_s0,det_pseudo,1,50,1235,0.5973217666873083,0.34506479501724246,0.46266166865825653,0.6191783547401428,0.7333241999149323,0.8096259951591491
target,clean_s0,det_pseudo,1,75,916,0.6268767879942359,0.36147540807724,0.5142084956169128,0.6609843969345093,0.757158100605011,0.8271076679229736
target,clean_s0,det_pseudo,3,50,1232,0.5985498373795833,0.3487968802452088,0.46573201566934586,0.6213021874427795,0.7342625856399536,0.8104331612586975
target,clean_s0,det_pseudo,3,75,910,0.6285594862896008,0.3628619968891144,0.5184291154146194,0.6637077927589417,0.7563256621360779,0.8276176989078522
target,clean_s0,det_pseudo_clip_radius,1,50,1236,0.5979446133773496,0.3491050899028778,0.4661581218242645,0.6217702031135559,0.7332037389278412,0.8094896078109741
target,clean_s0,det_pseudo_clip_radius,1,75,919,0.6257174483645338,0.3604675233364105,0.5128333866596222,0.6603910326957703,0.7568652629852295,0.827130138874054
target,clean_s0,det_pseudo_clip_radius,3,50,1237,0.5976735083996141,0.34870578646659856,0.4626937508583069,0.6216084361076355,0.7331559658050537,0.8103105187416078
target,clean_s0,det_pseudo_clip_radius,3,75,917,0.625656405201785,0.3574608564376831,0.5112450122833252,0.6609719395637512,0.7577645778656006,0.8280180096626282
