contrast,group,failure,statistic,estimate,ci_low,ci_high,valid_observations
source/det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",false_positives,given_loss_good,0.49609375,0.4319954545454545,0.5622612121489761,256
source/det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",duplicates,loss_good_proxy_bad,0.08074534161490683,0.054538811918770164,0.10829589093701997,483
source/det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",duplicates,given_loss_good,0.15234375,0.10505795703495406,0.20233463035019456,256
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",geometry,loss_good_proxy_bad,0.2413793103448276,0.13559322033898305,0.3510035682426398,58
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",geometry,given_loss_good,0.4375,0.2592293906810036,0.6071428571428571,32
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",class_score,loss_good_proxy_bad,0.1896551724137931,0.08928571428571429,0.29310344827586204,58
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",class_score,given_loss_good,0.34375,0.18518518518518517,0.5143073593073592,32
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",false_positives,loss_good_proxy_bad,0.1016949152542373,0.03389830508474576,0.1864406779661017,59
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",false_positives,given_loss_good,0.1875,0.06060606060606061,0.3333333333333333,32
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",duplicates,loss_good_proxy_bad,0.03389830508474576,0.0,0.0847457627118644,59
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",duplicates,given_loss_good,0.0625,0.0,0.16,32
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",geometry,loss_good_proxy_bad,0.25806451612903225,0.12903225806451613,0.41935483870967744,31
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",geometry,given_loss_good,0.5714285714285714,0.3076923076923077,0.8181818181818182,14
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",class_score,loss_good_proxy_bad,0.16129032258064516,0.03225806451612903,0.2903225806451613,31
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",class_score,given_loss_good,0.35714285714285715,0.1111111111111111,0.6153846153846154,14
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",false_positives,loss_good_proxy_bad,0.12903225806451613,0.03225806451612903,0.25806451612903225,31
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",false_positives,given_loss_good,0.2857142857142857,0.06666666666666667,0.5454545454545454,14
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",duplicates,loss_good_proxy_bad,0.0967741935483871,0.0,0.19435483870967302,31
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",duplicates,given_loss_good,0.21428571428571427,0.0,0.46153846153846156,14
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",geometry,loss_good_proxy_bad,0.23255813953488372,0.11627906976744186,0.3488372093023256,43
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",geometry,given_loss_good,0.4,0.2,0.5926215277777775,25
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",class_score,loss_good_proxy_bad,0.23255813953488372,0.11627906976744186,0.37209302325581395,43
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",class_score,given_loss_good,0.4,0.20833333333333334,0.6,25
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",false_positives,loss_good_proxy_bad,0.3488372093023256,0.20930232558139536,0.4883720930232558,43
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",false_positives,given_loss_good,0.6,0.4136755485893417,0.7917025862068964,25
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",duplicates,loss_good_proxy_bad,0.09302325581395349,0.023255813953488372,0.18604651162790697,43
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",duplicates,given_loss_good,0.16,0.034482758620689655,0.3103448275862069,25
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",geometry,loss_good_proxy_bad,0.29850746268656714,0.19402985074626866,0.40298507462686567,67
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",geometry,given_loss_good,0.6060606060606061,0.43333333333333335,0.7741935483870968,33
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",class_score,loss_good_proxy_bad,0.11940298507462686,0.04477611940298507,0.208955223880597,67
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",class_score,given_loss_good,0.24242424242424243,0.10714285714285714,0.4,33
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",false_positives,loss_good_proxy_bad,0.2835820895522388,0.1791044776119403,0.40298507462686567,67
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",false_positives,given_loss_good,0.5757575757575758,0.4062288851351351,0.7419354838709677,33
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",duplicates,loss_good_proxy_bad,0.11940298507462686,0.04477611940298507,0.208955223880597,67
source/det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",duplicates,given_loss_good,0.24242424242424243,0.1,0.39486842105263087,33
source/det_pseudo-minus-no_adapt/K3,corrupted_overall,geometry,loss_good_proxy_bad,0.22780569514237856,0.2051926298157454,0.25129166666666664,1194
source/det_pseudo-minus-no_adapt/K3,corrupted_overall,geometry,given_loss_good,0.43659711075441415,0.3966525974025974,0.477424765536432,623
source/det_pseudo-minus-no_adapt/K3,corrupted_overall,class_score,loss_good_proxy_bad,0.1658291457286432,0.1425,0.18855218855218855,1194
source/det_pseudo-minus-no_adapt/K3,corrupted_overall,class_score,given_loss_good,0.31781701444622795,0.27450980392156865,0.36088275248266816,623
source/det_pseudo-minus-no_adapt/K3,corrupted_overall,false_positives,loss_good_proxy_bad,0.25666666666666665,0.23,0.28583333333333333,1200
source/det_pseudo-minus-no_adapt/K3,corrupted_overall,false_positives,given_loss_good,0.4943820224719101,0.4501561641514375,0.5407733880225464,623
source/det_pseudo-minus-no_adapt/K3,corrupted_overall,duplicates,loss_good_proxy_bad,0.10416666666666667,0.08416666666666667,0.125,1200
source/det_pseudo-minus-no_adapt/K3,corrupted_overall,duplicates,given_loss_good,0.20064205457463885,0.16587072469297023,0.2396825396825397,623
source/det_pseudo-minus-no_adapt/K3,gamma_s1,geometry,loss_good_proxy_bad,0.19095477386934673,0.14,0.245,199
source/det_pseudo-minus-no_adapt/K3,gamma_s1,geometry,given_loss_good,0.4175824175824176,0.31958762886597936,0.5200136986301369,91
source/det_pseudo-minus-no_adapt/K3,gamma_s1,class_score,loss_good_proxy_bad,0.16080402010050251,0.11055276381909548,0.215,199
source/det_pseudo-minus-no_adapt/K3,gamma_s1,class_score,given_loss_good,0.3516483516483517,0.25280172413793106,0.44680851063829785,91
source/det_pseudo-minus-no_adapt/K3,gamma_s1,false_positives,loss_good_proxy_bad,0.22,0.16487500000000002,0.28,200
source/det_pseudo-minus-no_adapt/K3,gamma_s1,false_positives,given_loss_good,0.4835164835164835,0.3780131453911942,0.5934448462929474,91
source/det_pseudo-minus-no_adapt/K3,gamma_s1,duplicates,loss_good_proxy_bad,0.1,0.06,0.145,200
source/det_pseudo-minus-no_adapt/K3,gamma_s1,duplicates,given_loss_good,0.21978021978021978,0.13976254480286737,0.3048780487804878,91
source/det_pseudo-minus-no_adapt/K3,gamma_s2,geometry,loss_good_proxy_bad,0.2613065326633166,0.20100502512562815,0.3200402010050249,199
source/det_pseudo-minus-no_adapt/K3,gamma_s2,geometry,given_loss_good,0.4642857142857143,0.372722816399287,0.5526507409299949,112
source/det_pseudo-minus-no_adapt/K3,gamma_s2,class_score,loss_good_proxy_bad,0.1708542713567839,0.12,0.225,199
source/det_pseudo-minus-no_adapt/K3,gamma_s2,class_score,given_loss_good,0.30357142857142855,0.21818181818181817,0.3909363636363635,112
source/det_pseudo-minus-no_adapt/K3,gamma_s2,false_positives,loss_good_proxy_bad,0.29,0.225,0.35,200
source/det_pseudo-minus-no_adapt/K3,gamma_s2,false_positives,given_loss_good,0.5178571428571429,0.42342342342342343,0.6132238931440313,112
source/det_pseudo-minus-no_adapt/K3,gamma_s2,duplicates,loss_good_proxy_bad,0.1,0.06,0.145,200
source/det_pseudo-minus-no_adapt/K3,gamma_s2,duplicates,given_loss_good,0.17857142857142858,0.1111111111111111,0.2524322943280531,112
source/det_pseudo-minus-no_adapt/K3,contrast_s1,geometry,loss_good_proxy_bad,0.24623115577889448,0.19093090452261305,0.305,199
source/det_pseudo-minus-no_adapt/K3,contrast_s1,geometry,given_loss_good,0.4336283185840708,0.34744887239109123,0.5245942217172537,113
source/det_pseudo-minus-no_adapt/K3,contrast_s1,class_score,loss_good_proxy_bad,0.18592964824120603,0.135,0.23737373737373738,199
source/det_pseudo-minus-no_adapt/K3,contrast_s1,class_score,given_loss_good,0.3274336283185841,0.24239811912225706,0.4132373895696779,113
source/det_pseudo-minus-no_adapt/K3,contrast_s1,false_positives,loss_good_proxy_bad,0.25,0.195,0.31,200
source/det_pseudo-minus-no_adapt/K3,contrast_s1,false_positives,given_loss_good,0.4424778761061947,0.34950311412346585,0.5350943646996278,113
source/det_pseudo-minus-no_adapt/K3,contrast_s1,duplicates,loss_good_proxy_bad,0.135,0.09,0.185,200
source/det_pseudo-minus-no_adapt/K3,contrast_s1,duplicates,given_loss_good,0.23893805309734514,0.16215572715572715,0.3166768292682926,113
source/det_pseudo-minus-no_adapt/K3,contrast_s2,geometry,loss_good_proxy_bad,0.24623115577889448,0.19,0.30503831658291436,199
source/det_pseudo-minus-no_adapt/K3,contrast_s2,geometry,given_loss_good,0.44954128440366975,0.35454545454545455,0.5446631493506492,109
source/det_pseudo-minus-no_adapt/K3,contrast_s2,class_score,loss_good_proxy_bad,0.1407035175879397,0.09546545226130652,0.19,199
source/det_pseudo-minus-no_adapt/K3,contrast_s2,class_score,given_loss_good,0.25688073394495414,0.1792452830188679,0.34234859859859856,109
source/det_pseudo-minus-no_adapt/K3,contrast_s2,false_positives,loss_good_proxy_bad,0.31,0.25,0.375,200
source/det_pseudo-minus-no_adapt/K3,contrast_s2,false_positives,given_loss_good,0.5688073394495413,0.47786614047675996,0.6632702119309262,109
source/det_pseudo-minus-no_adapt/K3,contrast_s2,duplicates,loss_good_proxy_bad,0.08,0.045,0.12,200
source/det_pseudo-minus-no_adapt/K3,contrast_s2,duplicates,given_loss_good,0.14678899082568808,0.08333333333333333,0.21907142857142844,109
source/det_pseudo-minus-no_adapt/K3,color_cast_s1,geometry,loss_good_proxy_bad,0.19095477386934673,0.135,0.24623115577889448,199
source/det_pseudo-minus-no_adapt/K3,color_cast_s1,geometry,given_loss_good,0.4,0.2989353215513009,0.5054945054945055,95
source/det_pseudo-minus-no_adapt/K3,color_cast_s1,class_score,loss_good_proxy_bad,0.1658291457286432,0.11557788944723618,0.21719927703430228,199
source/det_pseudo-minus-no_adapt/K3,color_cast_s1,class_score,given_loss_good,0.3473684210526316,0.25489304812834224,0.44232954545454534,95
source/det_pseudo-minus-no_adapt/K3,color_cast_s1,false_positives,loss_good_proxy_bad,0.235,0.18,0.295,200
source/det_pseudo-minus-no_adapt/K3,color_cast_s1,false_positives,given_loss_good,0.49473684210526314,0.39470884658454647,0.594059405940594,95
source/det_pseudo-minus-no_adapt/K3,color_cast_s1,duplicates,loss_good_proxy_bad,0.095,0.06,0.14,200
source/det_pseudo-minus-no_adapt/K3,color_cast_s1,duplicates,given_loss_good,0.2,0.12643375680580762,0.28735632183908044,95
source/det_pseudo-minus-no_adapt/K3,color_cast_s2,geometry,loss_good_proxy_bad,0.23115577889447236,0.175,0.292966466697431,199
source/det_pseudo-minus-no_adapt/K3,color_cast_s2,geometry,given_loss_good,0.44660194174757284,0.3535204991087344,0.5464071724381001,103
source/det_pseudo-minus-no_adapt/K3,color_cast_s2,class_score,loss_good_proxy_bad,0.1708542713567839,0.12058793969849246,0.22113344500279158,199
source/det_pseudo-minus-no_adapt/K3,color_cast_s2,class_score,given_loss_good,0.3300970873786408,0.23958333333333334,0.4215686274509804,103
source/det_pseudo-minus-no_adapt/K3,color_cast_s2,false_positives,loss_good_proxy_bad,0.235,0.18,0.295,200
source/det_pseudo-minus-no_adapt/K3,color_cast_s2,false_positives,given_loss_good,0.4563106796116505,0.35998058252427184,0.5566062050184789,103
source/det_pseudo-minus-no_adapt/K3,color_cast_s2,duplicates,loss_good_proxy_bad,0.115,0.07,0.16,200
source/det_pseudo-minus-no_adapt/K3,color_cast_s2,duplicates,given_loss_good,0.22330097087378642,0.1415857060407849,0.31001699029126206,103
source/det_pseudo-minus-no_adapt/K3,clean_s0,geometry,loss_good_proxy_bad,0.3015075376884422,0.23615138190954774,0.365,199
source/det_pseudo-minus-no_adapt/K3,clean_s0,geometry,given_loss_good,0.5128205128205128,0.4214767290126142,0.6016967901604919,117
source/det_pseudo-minus-no_adapt/K3,clean_s0,class_score,loss_good_proxy_bad,0.21105527638190955,0.155,0.26636528602608983,199
source/det_pseudo-minus-no_adapt/K3,clean_s0,class_score,given_loss_good,0.358974358974359,0.27350427350427353,0.44231194690265485,117
source/det_pseudo-minus-no_adapt/K3,clean_s0,false_positives,loss_good_proxy_bad,0.31,0.245,0.375,200
source/det_pseudo-minus-no_adapt/K3,clean_s0,false_positives,given_loss_good,0.5299145299145299,0.4380165289256198,0.6218487394957983,117
source/det_pseudo-minus-no_adapt/K3,clean_s0,duplicates,loss_good_proxy_bad,0.135,0.09,0.18,200
source/det_pseudo-minus-no_adapt/K3,clean_s0,duplicates,given_loss_good,0.23076923076923078,0.15701221703197987,0.30693286433906547,117
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",geometry,loss_good_proxy_bad,0.24548736462093862,0.18971707925941333,0.29962612065928046,277
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",geometry,given_loss_good,0.4503311258278146,0.360437863372093,0.536146760956871,151
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",class_score,loss_good_proxy_bad,0.1588447653429603,0.10691703874405876,0.21498546460719414,277
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",class_score,given_loss_good,0.2913907284768212,0.20311680506993007,0.37953012048192764,151
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",false_positives,loss_good_proxy_bad,0.10247349823321555,0.06761445609310378,0.14130792334096107,283
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",false_positives,given_loss_good,0.19205298013245034,0.13193050486618005,0.2589938892259686,151
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",duplicates,loss_good_proxy_bad,0.05653710247349823,0.029411764705882353,0.08993475807589218,283
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",duplicates,given_loss_good,0.10596026490066225,0.054417813637082736,0.16788460466930405,151
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",geometry,loss_good_proxy_bad,0.20809248554913296,0.1489330040526849,0.27528510394940453,173
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",geometry,given_loss_good,0.41379310344827586,0.3125,0.52,87
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",class_score,loss_good_proxy_bad,0.17341040462427745,0.11827201884740848,0.2307803468208092,173
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",class_score,given_loss_good,0.3448275862068966,0.25,0.4431818181818182,87
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",false_positives,loss_good_proxy_bad,0.24277456647398843,0.17512779122948613,0.31613541097138687,173
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",false_positives,given_loss_good,0.4827586206896552,0.36780436312456016,0.5955056179775281,87
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",duplicates,loss_good_proxy_bad,0.09826589595375723,0.05324660633484163,0.14943217014247365,173
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",duplicates,given_loss_good,0.19540229885057472,0.11221655328798186,0.2839506172839506,87
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",geometry,loss_good_proxy_bad,0.210727969348659,0.16665162454873644,0.2585618429881458,261
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",geometry,given_loss_good,0.39568345323741005,0.32025490196078427,0.4790658682634729,139
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",class_score,loss_good_proxy_bad,0.19157088122605365,0.144,0.2415200852099817,261
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",class_score,given_loss_good,0.3597122302158273,0.28056115107913665,0.437511405109489,139
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",false_positives,loss_good_proxy_bad,0.3103448275862069,0.2582966313534103,0.36822695637412994,261
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",false_positives,given_loss_good,0.5827338129496403,0.5062461890243902,0.6691743782533256,139
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",duplicates,loss_good_proxy_bad,0.10727969348659004,0.071936337722275,0.14510129362948498,261
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",duplicates,given_loss_good,0.2014388489208633,0.13668247220405494,0.2676056338028169,139
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",geometry,loss_good_proxy_bad,0.23395445134575568,0.197145288470957,0.26885465321902013,483
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",geometry,given_loss_good,0.45934959349593496,0.39688059235909307,0.5171258503401359,246
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",class_score,loss_good_proxy_bad,0.15320910973084886,0.11841970998925885,0.1913224121557455,483
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",class_score,given_loss_good,0.3008130081300813,0.23728185812931576,0.3694048582389258,246
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",false_positives,loss_good_proxy_bad,0.32298136645962733,0.27732492164703343,0.36820352467902484,483
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",false_positives,given_loss_good,0.6341463414634146,0.5679891891891892,0.6940320456540825,246
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",duplicates,loss_good_proxy_bad,0.13250517598343686,0.09795918367346938,0.1670023271150914,483
source/det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",duplicates,given_loss_good,0.2601626016260163,0.19767082974447314,0.3251053899427883,246
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",geometry,loss_good_proxy_bad,0.3275862068965517,0.20680888369374634,0.4482758620689655,58
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",geometry,given_loss_good,0.4634146341463415,0.3076388888888889,0.6190476190476191,41
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",class_score,loss_good_proxy_bad,0.2413793103448276,0.13559322033898305,0.3510035682426398,58
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",class_score,given_loss_good,0.34146341463414637,0.2,0.4878048780487805,41
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",false_positives,loss_good_proxy_bad,0.288135593220339,0.1864406779661017,0.4067796610169492,59
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",false_positives,given_loss_good,0.4146341463414634,0.2702208305866843,0.575,41
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",duplicates,loss_good_proxy_bad,0.05084745762711865,0.0,0.11864406779661017,59
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",duplicates,given_loss_good,0.07317073170731707,0.0,0.1628875968992243,41
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",geometry,loss_good_proxy_bad,0.25806451612903225,0.12822580645161294,0.41935483870967744,31
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",geometry,given_loss_good,0.6666666666666666,0.3747159090909091,0.9166666666666666,12
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",class_score,loss_good_proxy_bad,0.16129032258064516,0.03225806451612903,0.2903225806451613,31
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",class_score,given_loss_good,0.4166666666666667,0.125,0.7142857142857143,12
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",false_positives,loss_good_proxy_bad,0.12903225806451613,0.03225806451612903,0.25806451612903225,31
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",false_positives,given_loss_good,0.3333333333333333,0.09090909090909091,0.6,12
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",duplicates,loss_good_proxy_bad,0.16129032258064516,0.03225806451612903,0.2903225806451613,31
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",duplicates,given_loss_good,0.4166666666666667,0.14285714285714285,0.7,12
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",geometry,loss_good_proxy_bad,0.3023255813953488,0.16279069767441862,0.4418604651162791,43
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",geometry,given_loss_good,0.52,0.32142857142857145,0.72,25
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",class_score,loss_good_proxy_bad,0.23255813953488372,0.11627906976744186,0.37209302325581395,43
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",class_score,given_loss_good,0.4,0.20833333333333334,0.5862068965517241,25
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",false_positives,loss_good_proxy_bad,0.3953488372093023,0.2558139534883721,0.5354651162790666,43
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",false_positives,given_loss_good,0.68,0.4782608695652174,0.8636363636363636,25
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",duplicates,loss_good_proxy_bad,0.18604651162790697,0.06976744186046512,0.3023255813953488,43
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",duplicates,given_loss_good,0.32,0.14285714285714285,0.52,25
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",geometry,loss_good_proxy_bad,0.29850746268656714,0.19402985074626866,0.417910447761194,67
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",geometry,given_loss_good,0.5128205128205128,0.3611111111111111,0.6774193548387096,39
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",class_score,loss_good_proxy_bad,0.19402985074626866,0.1044776119402985,0.29850746268656714,67
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",class_score,given_loss_good,0.3333333333333333,0.1935483870967742,0.4762175324675323,39
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",false_positives,loss_good_proxy_bad,0.3582089552238806,0.25335820895522393,0.47761194029850745,67
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",false_positives,given_loss_good,0.6153846153846154,0.4650737379466818,0.775069444444444,39
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",duplicates,loss_good_proxy_bad,0.16417910447761194,0.07462686567164178,0.2537313432835821,67
source/det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",duplicates,given_loss_good,0.28205128205128205,0.15,0.425,39
source/det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,geometry,loss_good_proxy_bad,0.23953098827470687,0.21440536013400335,0.26549413735343386,1194
source/det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,geometry,given_loss_good,0.45686900958466453,0.41490998834670556,0.4984025559105431,626
source/det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,class_score,loss_good_proxy_bad,0.1884422110552764,0.16415410385259632,0.211892797319933,1194
source/det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,class_score,given_loss_good,0.35942492012779553,0.31810428428593984,0.3990537185390126,626
source/det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,false_positives,loss_good_proxy_bad,0.14666666666666667,0.12583333333333332,0.16833333333333333,1200
source/det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,false_positives,given_loss_good,0.28115015974440893,0.24301494464067921,0.32020687841346585,626
source/det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,duplicates,loss_good_proxy_bad,0.0425,0.03,0.05583333333333333,1200
source/det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,duplicates,given_loss_good,0.08146964856230032,0.05863192182410423,0.1050080775444265,626
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,geometry,loss_good_proxy_bad,0.19095477386934673,0.14,0.245,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,geometry,given_loss_good,0.4418604651162791,0.3414562410329986,0.5454545454545454,86
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,class_score,loss_good_proxy_bad,0.1708542713567839,0.12060301507537688,0.22613065326633167,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,class_score,given_loss_good,0.3953488372093023,0.29347463768115944,0.5053856136447904,86
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,false_positives,loss_good_proxy_bad,0.125,0.085,0.175,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,false_positives,given_loss_good,0.29069767441860467,0.20253164556962025,0.38636363636363635,86
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,duplicates,loss_good_proxy_bad,0.045,0.02,0.075,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,duplicates,given_loss_good,0.10465116279069768,0.0449438202247191,0.17173458725182852,86
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,geometry,loss_good_proxy_bad,0.2964824120603015,0.23115577889447236,0.36185472818638625,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,geometry,given_loss_good,0.5412844036697247,0.44554455445544555,0.6381003039513677,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,class_score,loss_good_proxy_bad,0.23618090452261306,0.17587939698492464,0.3,199
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,class_score,given_loss_good,0.43119266055045874,0.3362812786084834,0.5267978896103895,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,false_positives,loss_good_proxy_bad,0.175,0.12,0.23,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,false_positives,given_loss_good,0.3211009174311927,0.23146367521367522,0.4077902068383283,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,duplicates,loss_good_proxy_bad,0.05,0.02,0.085,200
source/det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,duplicates,given_loss_good,0.09174311926605505,0.0380952380952381,0.1485148514851485,109
source/det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,geometry,loss_good_proxy_bad,0.24120603015075376,0.18090452261306533,0.3015075376884422,199
