contrast,group,event,estimate,ci_low,ci_high,valid_observations
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,source_only_fail,0.215,0.16,0.275,200
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,target_only_fail,0.245,0.185,0.305,200
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,both_any_fail,0.17,0.12,0.225,200
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,both_geometry,0.05527638190954774,0.025,0.09,199
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,both_class_score,0.05527638190954774,0.02512562814070352,0.09,199
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,both_false_positives,0.02,0.005,0.04,200
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s1,both_duplicates,0.0,0.0,0.0,200
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,source_only_fail,0.16,0.11,0.2101249999999993,200
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,target_only_fail,0.315,0.25,0.38,200
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,both_any_fail,0.195,0.145,0.255,200
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,both_geometry,0.05025125628140704,0.02030456852791878,0.085,199
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,both_class_score,0.05527638190954774,0.02512562814070352,0.09,199
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,both_false_positives,0.02,0.005,0.04,200
det_pseudo_clip_radius-minus-no_adapt/K1,contrast_s2,both_duplicates,0.01,0.0,0.025,200
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,source_only_fail,0.24,0.18,0.3,200
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,target_only_fail,0.26,0.2,0.32,200
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,both_any_fail,0.13,0.085,0.18,200
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,both_geometry,0.03015075376884422,0.01,0.05527638190954774,199
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,both_class_score,0.03015075376884422,0.01,0.05527638190954774,199
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,both_false_positives,0.015,0.0,0.035,200
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s1,both_duplicates,0.005,0.0,0.015,200
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,source_only_fail,0.28,0.22,0.34,200
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,target_only_fail,0.21,0.155,0.27,200
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,both_any_fail,0.165,0.115,0.22,200
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,both_geometry,0.04020100502512563,0.015151515151515152,0.07,199
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,both_class_score,0.04020100502512563,0.01507537688442211,0.07,199
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,both_false_positives,0.025,0.005,0.05,200
det_pseudo_clip_radius-minus-no_adapt/K1,color_cast_s2,both_duplicates,0.0,0.0,0.0,200
det_pseudo_clip_radius-minus-no_adapt/K1,clean_s0,source_only_fail,0.255,0.195,0.315,200
det_pseudo_clip_radius-minus-no_adapt/K1,clean_s0,target_only_fail,0.325,0.26,0.39,200
det_pseudo_clip_radius-minus-no_adapt/K1,clean_s0,both_any_fail,0.14,0.095,0.19,200
det_pseudo_clip_radius-minus-no_adapt/K1,clean_s0,both_geometry,0.020100502512562814,0.005,0.04020100502512563,199
det_pseudo_clip_radius-minus-no_adapt/K1,clean_s0,both_class_score,0.03015075376884422,0.01,0.05527638190954774,199
det_pseudo_clip_radius-minus-no_adapt/K1,clean_s0,both_false_positives,0.025,0.005,0.05,200
det_pseudo_clip_radius-minus-no_adapt/K1,clean_s0,both_duplicates,0.0,0.0,0.0,200
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",source_only_fail,0.24381625441696114,0.19572760328021044,0.2890749947390572,283
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",target_only_fail,0.254416961130742,0.20063106796116506,0.3108120761210649,283
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",both_any_fail,0.1166077738515901,0.07638756361323155,0.15602893345981841,283
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",both_geometry,0.04332129963898917,0.019681194635826772,0.07117467881054346,277
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",both_class_score,0.04693140794223827,0.02089697389146103,0.07500408496732024,277
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",both_false_positives,0.007067137809187279,0.0,0.018119247857822898,283
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",both_duplicates,0.007067137809187279,0.0,0.018249846260795156,283
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",source_only_fail,0.17341040462427745,0.11763884324679592,0.23165102905569002,173
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",target_only_fail,0.3179190751445087,0.2556786616161616,0.38506790599113844,173
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",both_any_fail,0.16184971098265896,0.10752688172043011,0.21978021978021978,173
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",both_geometry,0.017341040462427744,0.0,0.038461538461538464,173
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",both_class_score,0.057803468208092484,0.023809523809523808,0.09444444444444444,173
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",both_false_positives,0.028901734104046242,0.005952380952380952,0.05521472392638037,173
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",both_duplicates,0.0,0.0,0.0,173
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",source_only_fail,0.21455938697318008,0.16551464869069224,0.2627554179566563,261
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",target_only_fail,0.2260536398467433,0.17623982952344053,0.27626854575938753,261
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",both_any_fail,0.18007662835249041,0.13961421832884097,0.2243364719619173,261
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",both_geometry,0.04597701149425287,0.023713080825371137,0.07197045454545455,261
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",both_class_score,0.05747126436781609,0.03064841624989032,0.08614562679004184,261
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",both_false_positives,0.02681992337164751,0.008063706438657857,0.04743083003952569,261
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",both_duplicates,0.007662835249042145,0.0,0.019609773043075488,261
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",source_only_fail,0.2525879917184265,0.21321139142457354,0.29591836734693877,483
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",target_only_fail,0.2691511387163561,0.22755029417346748,0.31187403345694,483
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",both_any_fail,0.15734989648033126,0.12757097515869445,0.18750322164948452,483
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",both_geometry,0.053830227743271224,0.034482758620689655,0.0744472152061304,483
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",both_class_score,0.041407867494824016,0.023853322751239598,0.06060912771439086,483
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",both_false_positives,0.016563146997929608,0.005714313020873157,0.030991735537190084,483
det_pseudo_clip_radius-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",both_duplicates,0.002070393374741201,0.0,0.006438114356915407,483
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [0,1)",source_only_fail,0.288135593220339,0.1694915254237288,0.4067796610169492,59
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [0,1)",target_only_fail,0.22033898305084745,0.11864406779661017,0.3220338983050847,59
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [0,1)",both_any_fail,0.1864406779661017,0.0847457627118644,0.288135593220339,59
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [0,1)",both_geometry,0.05172413793103448,0.0,0.11864406779661017,58
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [0,1)",both_class_score,0.017241379310344827,0.0,0.05263157894736842,58
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [0,1)",both_false_positives,0.01694915254237288,0.0,0.05084745762711865,59
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [0,1)",both_duplicates,0.0,0.0,0.0,59
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [1,2)",source_only_fail,0.25806451612903225,0.12903225806451613,0.41935483870967744,31
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [1,2)",target_only_fail,0.3548387096774194,0.1935483870967742,0.5483870967741935,31
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [1,2)",both_any_fail,0.0967741935483871,0.0,0.1935483870967742,31
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [1,2)",both_geometry,0.03225806451612903,0.0,0.0967741935483871,31
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [1,2)",both_class_score,0.03225806451612903,0.0,0.0967741935483871,31
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [1,2)",both_false_positives,0.03225806451612903,0.0,0.0967741935483871,31
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [1,2)",both_duplicates,0.0,0.0,0.0,31
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [2,4)",source_only_fail,0.2558139534883721,0.13953488372093023,0.3953488372093023,43
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [2,4)",target_only_fail,0.37209302325581395,0.23255813953488372,0.5116279069767442,43
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [2,4)",both_any_fail,0.11627906976744186,0.023255813953488372,0.23255813953488372,43
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [2,4)",both_geometry,0.0,0.0,0.0,43
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [2,4)",both_class_score,0.046511627906976744,0.0,0.11627906976744186,43
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [2,4)",both_false_positives,0.0,0.0,0.0,43
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [2,4)",both_duplicates,0.0,0.0,0.0,43
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",source_only_fail,0.22388059701492538,0.13432835820895522,0.3283582089552239,67
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",target_only_fail,0.373134328358209,0.26865671641791045,0.4925373134328358,67
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",both_any_fail,0.13432835820895522,0.05970149253731343,0.22388059701492538,67
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",both_geometry,0.0,0.0,0.0,67
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",both_class_score,0.029850746268656716,0.0,0.07462686567164178,67
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",both_false_positives,0.04477611940298507,0.0,0.1044776119402985,67
det_pseudo_clip_radius-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",both_duplicates,0.0,0.0,0.0,67
det_pseudo_clip_radius-minus-no_adapt/K3,corrupted_overall,source_only_fail,0.21333333333333335,0.19,0.23666666666666666,1200
det_pseudo_clip_radius-minus-no_adapt/K3,corrupted_overall,target_only_fail,0.27,0.24416666666666667,0.2958541666666666,1200
det_pseudo_clip_radius-minus-no_adapt/K3,corrupted_overall,both_any_fail,0.18416666666666667,0.16166666666666665,0.20833333333333334,1200
det_pseudo_clip_radius-minus-no_adapt/K3,corrupted_overall,both_geometry,0.05611390284757119,0.043328680203045686,0.07,1194
det_pseudo_clip_radius-minus-no_adapt/K3,corrupted_overall,both_class_score,0.04355108877721943,0.03198653198653199,0.05611390284757119,1194
det_pseudo_clip_radius-minus-no_adapt/K3,corrupted_overall,both_false_positives,0.041666666666666664,0.03,0.055,1200
det_pseudo_clip_radius-minus-no_adapt/K3,corrupted_overall,both_duplicates,0.010833333333333334,0.005833333333333334,0.016666666666666666,1200
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s1,source_only_fail,0.21,0.155,0.26512499999999933,200
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s1,target_only_fail,0.245,0.185,0.305,200
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s1,both_any_fail,0.205,0.15,0.26012499999999933,200
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s1,both_geometry,0.07537688442211055,0.04020100502512563,0.115,199
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s1,both_class_score,0.06532663316582915,0.035,0.10050251256281408,199
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s1,both_false_positives,0.045,0.02,0.075,200
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s1,both_duplicates,0.005,0.0,0.015,200
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s2,source_only_fail,0.225,0.165,0.285,200
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s2,target_only_fail,0.25,0.19,0.315,200
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s2,both_any_fail,0.15,0.105,0.2,200
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s2,both_geometry,0.04020100502512563,0.01507537688442211,0.07035175879396985,199
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s2,both_class_score,0.035175879396984924,0.015,0.061224489795918366,199
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s2,both_false_positives,0.035,0.01,0.065,200
det_pseudo_clip_radius-minus-no_adapt/K3,gamma_s2,both_duplicates,0.02,0.005,0.045,200
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s1,source_only_fail,0.22,0.165,0.28,200
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s1,target_only_fail,0.26,0.205,0.325,200
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s1,both_any_fail,0.195,0.144875,0.25,200
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s1,both_geometry,0.06030150753768844,0.03,0.09547738693467336,199
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s1,both_class_score,0.06030150753768844,0.03,0.09547738693467336,199
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s1,both_false_positives,0.03,0.01,0.055,200
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s1,both_duplicates,0.005,0.0,0.015,200
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s2,source_only_fail,0.17,0.12,0.225,200
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s2,target_only_fail,0.325,0.26,0.39,200
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s2,both_any_fail,0.2,0.15,0.255,200
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s2,both_geometry,0.05527638190954774,0.02512562814070352,0.09045226130653267,199
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s2,both_class_score,0.03015075376884422,0.01,0.05527638190954774,199
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s2,both_false_positives,0.055,0.025,0.09,200
det_pseudo_clip_radius-minus-no_adapt/K3,contrast_s2,both_duplicates,0.015,0.0,0.035,200
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s1,source_only_fail,0.21,0.155,0.265,200
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s1,target_only_fail,0.28,0.22,0.345,200
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s1,both_any_fail,0.175,0.125,0.23,200
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s1,both_geometry,0.04020100502512563,0.01507537688442211,0.07035175879396985,199
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s1,both_class_score,0.02512562814070352,0.005025125628140704,0.05,199
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s1,both_false_positives,0.035,0.01,0.065,200
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s1,both_duplicates,0.005,0.0,0.015,200
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s2,source_only_fail,0.245,0.185,0.305,200
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s2,target_only_fail,0.26,0.2,0.3201249999999993,200
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s2,both_any_fail,0.18,0.13,0.23,200
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s2,both_geometry,0.06532663316582915,0.035175879396984924,0.10101010101010101,199
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s2,both_class_score,0.04522613065326633,0.02,0.07537688442211055,199
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s2,both_false_positives,0.05,0.025,0.085,200
det_pseudo_clip_radius-minus-no_adapt/K3,color_cast_s2,both_duplicates,0.015,0.0,0.035,200
det_pseudo_clip_radius-minus-no_adapt/K3,clean_s0,source_only_fail,0.185,0.135,0.24,200
det_pseudo_clip_radius-minus-no_adapt/K3,clean_s0,target_only_fail,0.29,0.23,0.3501249999999993,200
det_pseudo_clip_radius-minus-no_adapt/K3,clean_s0,both_any_fail,0.225,0.17,0.28,200
det_pseudo_clip_radius-minus-no_adapt/K3,clean_s0,both_geometry,0.06532663316582915,0.035,0.10051520227399618,199
det_pseudo_clip_radius-minus-no_adapt/K3,clean_s0,both_class_score,0.04522613065326633,0.02,0.07537688442211055,199
det_pseudo_clip_radius-minus-no_adapt/K3,clean_s0,both_false_positives,0.04,0.015,0.07,200
det_pseudo_clip_radius-minus-no_adapt/K3,clean_s0,both_duplicates,0.01,0.0,0.025,200
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",source_only_fail,0.18021201413427562,0.12866240579861837,0.23390749081427042,283
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",target_only_fail,0.2826855123674912,0.23246859741324685,0.3333333333333333,283
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",both_any_fail,0.14487632508833923,0.0984251968503937,0.1891919697475253,283
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",both_geometry,0.04693140794223827,0.021942429581493263,0.07758685023160061,277
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",both_class_score,0.04332129963898917,0.01967740950985778,0.06620816789563241,277
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",both_false_positives,0.02120141342756184,0.006779661016949152,0.038168601569126374,283
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",both_duplicates,0.0035335689045936395,0.0,0.011235955056179775,283
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",source_only_fail,0.1907514450867052,0.13414463823409184,0.2528106031254036,173
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",target_only_fail,0.27167630057803466,0.2068917356963976,0.34517917573120616,173
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",both_any_fail,0.2138728323699422,0.1520377488665484,0.28146002113420204,173
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",both_geometry,0.06358381502890173,0.028735632183908046,0.10429447852760736,173
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",both_class_score,0.04046242774566474,0.012195121951219513,0.07407407407407407,173
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",both_false_positives,0.04046242774566474,0.012191448721716134,0.07362573201338536,173
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",both_duplicates,0.011560693641618497,0.0,0.030125045637093804,173
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",source_only_fail,0.19923371647509577,0.15174240971118538,0.25172665492071483,261
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",target_only_fail,0.23371647509578544,0.1850530305153137,0.2840052631578947,261
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",both_any_fail,0.22988505747126436,0.17999218749999998,0.2803030303030303,261
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",both_geometry,0.07662835249042145,0.04597701149425287,0.10757278577995708,261
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",both_class_score,0.06513409961685823,0.03543307086614173,0.09876777918603012,261
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",both_false_positives,0.06130268199233716,0.033959072208823944,0.09124122283589131,261
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",both_duplicates,0.019157088122605363,0.003937007874015748,0.03614457831325301,261
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",source_only_fail,0.2484472049689441,0.21236488597313338,0.28601263667244614,483
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",target_only_fail,0.2815734989648033,0.23746721157051143,0.3274888237724933,483
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",both_any_fail,0.17184265010351968,0.13607743997198327,0.20659386068476976,483
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",both_geometry,0.047619047619047616,0.02857142857142857,0.06876444327731085,483
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",both_class_score,0.033126293995859216,0.019313304721030045,0.048193402540981534,483
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",both_false_positives,0.043478260869565216,0.023809523809523808,0.06473857723120692,483
det_pseudo_clip_radius-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",both_duplicates,0.010351966873706004,0.002083225051975052,0.02040816326530612,483
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [0,1)",source_only_fail,0.1694915254237288,0.0847457627118644,0.2711864406779661,59
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [0,1)",target_only_fail,0.2711864406779661,0.1694915254237288,0.3898305084745763,59
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [0,1)",both_any_fail,0.22033898305084745,0.11864406779661017,0.32245762711864173,59
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [0,1)",both_geometry,0.06896551724137931,0.01694915254237288,0.13793103448275862,58
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [0,1)",both_class_score,0.05172413793103448,0.0,0.11864406779661017,58
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [0,1)",both_false_positives,0.05084745762711865,0.0,0.11864406779661017,59
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [0,1)",both_duplicates,0.01694915254237288,0.0,0.05084745762711865,59
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [1,2)",source_only_fail,0.16129032258064516,0.03225806451612903,0.2903225806451613,31
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [1,2)",target_only_fail,0.2903225806451613,0.12903225806451613,0.45161290322580644,31
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [1,2)",both_any_fail,0.16129032258064516,0.03225806451612903,0.2903225806451613,31
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [1,2)",both_geometry,0.03225806451612903,0.0,0.0967741935483871,31
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [1,2)",both_class_score,0.0967741935483871,0.0,0.1935483870967742,31
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [1,2)",both_false_positives,0.0,0.0,0.0,31
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [1,2)",both_duplicates,0.0,0.0,0.0,31
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [2,4)",source_only_fail,0.27906976744186046,0.13953488372093023,0.4186046511627907,43
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [2,4)",target_only_fail,0.3023255813953488,0.16279069767441862,0.4418604651162791,43
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [2,4)",both_any_fail,0.20930232558139536,0.09302325581395349,0.32558139534883723,43
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [2,4)",both_geometry,0.06976744186046512,0.0,0.16279069767441862,43
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [2,4)",both_class_score,0.046511627906976744,0.0,0.11627906976744186,43
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [2,4)",both_false_positives,0.023255813953488372,0.0,0.06976744186046512,43
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [2,4)",both_duplicates,0.023255813953488372,0.0,0.06976744186046512,43
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",source_only_fail,0.14925373134328357,0.07462686567164178,0.23880597014925373,67
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",target_only_fail,0.29850746268656714,0.19402985074626866,0.40298507462686567,67
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",both_any_fail,0.26865671641791045,0.16417910447761194,0.3880597014925373,67
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",both_geometry,0.07462686567164178,0.014925373134328358,0.14925373134328357,67
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",both_class_score,0.014925373134328358,0.0,0.04477611940298507,67
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",both_false_positives,0.05970149253731343,0.014925373134328358,0.11940298507462686,67
det_pseudo_clip_radius-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",both_duplicates,0.0,0.0,0.0,67
det_pseudo_clip_radius-minus-det_pseudo/K1,corrupted_overall,source_only_fail,0.22916666666666666,0.20416666666666666,0.25333333333333335,1200
det_pseudo_clip_radius-minus-det_pseudo/K1,corrupted_overall,target_only_fail,0.2125,0.18833333333333332,0.23833333333333334,1200
det_pseudo_clip_radius-minus-det_pseudo/K1,corrupted_overall,both_any_fail,0.1575,0.1375,0.18083333333333335,1200
det_pseudo_clip_radius-minus-det_pseudo/K1,corrupted_overall,both_geometry,0.04355108877721943,0.03166666666666667,0.05611390284757119,1194
det_pseudo_clip_radius-minus-det_pseudo/K1,corrupted_overall,both_class_score,0.05778894472361809,0.045,0.07191488321471995,1194
det_pseudo_clip_radius-minus-det_pseudo/K1,corrupted_overall,both_false_positives,0.030833333333333334,0.020833333333333332,0.041666666666666664,1200
