contrast,group,event,estimate,ci_low,ci_high,valid_observations
det_pseudo-minus-no_adapt/K1,gamma_s2,target_only_fail,0.235,0.18,0.295,200
det_pseudo-minus-no_adapt/K1,gamma_s2,both_any_fail,0.165,0.115,0.21512499999999932,200
det_pseudo-minus-no_adapt/K1,gamma_s2,both_geometry,0.05025125628140704,0.02019948225978377,0.08080808080808081,199
det_pseudo-minus-no_adapt/K1,gamma_s2,both_class_score,0.02512562814070352,0.005025125628140704,0.05,199
det_pseudo-minus-no_adapt/K1,gamma_s2,both_false_positives,0.055,0.025,0.09,200
det_pseudo-minus-no_adapt/K1,gamma_s2,both_duplicates,0.01,0.0,0.025,200
det_pseudo-minus-no_adapt/K1,contrast_s1,source_only_fail,0.2,0.145,0.255,200
det_pseudo-minus-no_adapt/K1,contrast_s1,target_only_fail,0.145,0.095,0.195,200
det_pseudo-minus-no_adapt/K1,contrast_s1,both_any_fail,0.265,0.205,0.325,200
det_pseudo-minus-no_adapt/K1,contrast_s1,both_geometry,0.08040201005025126,0.045,0.12,199
det_pseudo-minus-no_adapt/K1,contrast_s1,both_class_score,0.07035175879396985,0.035175879396984924,0.10606060606060606,199
det_pseudo-minus-no_adapt/K1,contrast_s1,both_false_positives,0.055,0.025,0.09,200
det_pseudo-minus-no_adapt/K1,contrast_s1,both_duplicates,0.02,0.005,0.04,200
det_pseudo-minus-no_adapt/K1,contrast_s2,source_only_fail,0.19,0.135,0.245,200
det_pseudo-minus-no_adapt/K1,contrast_s2,target_only_fail,0.245,0.185,0.305,200
det_pseudo-minus-no_adapt/K1,contrast_s2,both_any_fail,0.225,0.17,0.285,200
det_pseudo-minus-no_adapt/K1,contrast_s2,both_geometry,0.07537688442211055,0.04020100502512563,0.115,199
det_pseudo-minus-no_adapt/K1,contrast_s2,both_class_score,0.04522613065326633,0.02,0.07537688442211055,199
det_pseudo-minus-no_adapt/K1,contrast_s2,both_false_positives,0.07,0.035,0.11,200
det_pseudo-minus-no_adapt/K1,contrast_s2,both_duplicates,0.035,0.01,0.06,200
det_pseudo-minus-no_adapt/K1,color_cast_s1,source_only_fail,0.2,0.145,0.26,200
det_pseudo-minus-no_adapt/K1,color_cast_s1,target_only_fail,0.225,0.17,0.285,200
det_pseudo-minus-no_adapt/K1,color_cast_s1,both_any_fail,0.19,0.14,0.245,200
det_pseudo-minus-no_adapt/K1,color_cast_s1,both_geometry,0.03015075376884422,0.01,0.05527638190954774,199
det_pseudo-minus-no_adapt/K1,color_cast_s1,both_class_score,0.035175879396984924,0.010101010101010102,0.06091370558375635,199
det_pseudo-minus-no_adapt/K1,color_cast_s1,both_false_positives,0.04,0.015,0.07,200
det_pseudo-minus-no_adapt/K1,color_cast_s1,both_duplicates,0.015,0.0,0.035,200
det_pseudo-minus-no_adapt/K1,color_cast_s2,source_only_fail,0.23,0.17,0.29,200
det_pseudo-minus-no_adapt/K1,color_cast_s2,target_only_fail,0.24,0.18,0.3,200
det_pseudo-minus-no_adapt/K1,color_cast_s2,both_any_fail,0.19,0.13987500000000003,0.245,200
det_pseudo-minus-no_adapt/K1,color_cast_s2,both_geometry,0.07035175879396985,0.03535353535353535,0.10607406552838018,199
det_pseudo-minus-no_adapt/K1,color_cast_s2,both_class_score,0.04020100502512563,0.015,0.07035175879396985,199
det_pseudo-minus-no_adapt/K1,color_cast_s2,both_false_positives,0.04,0.015,0.07,200
det_pseudo-minus-no_adapt/K1,color_cast_s2,both_duplicates,0.005,0.0,0.015,200
det_pseudo-minus-no_adapt/K1,clean_s0,source_only_fail,0.25,0.19487500000000002,0.31,200
det_pseudo-minus-no_adapt/K1,clean_s0,target_only_fail,0.305,0.24,0.37,200
det_pseudo-minus-no_adapt/K1,clean_s0,both_any_fail,0.185,0.13,0.24,200
det_pseudo-minus-no_adapt/K1,clean_s0,both_geometry,0.07035175879396985,0.03535353535353535,0.11,199
det_pseudo-minus-no_adapt/K1,clean_s0,both_class_score,0.035175879396984924,0.015,0.06030150753768844,199
det_pseudo-minus-no_adapt/K1,clean_s0,both_false_positives,0.035,0.015,0.065,200
det_pseudo-minus-no_adapt/K1,clean_s0,both_duplicates,0.01,0.0,0.025,200
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",source_only_fail,0.22968197879858657,0.17856518481518482,0.2777777777777778,283
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",target_only_fail,0.20848056537102475,0.16901408450704225,0.24638622247317896,283
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",both_any_fail,0.1413427561837456,0.10038574155674526,0.18478633114949372,283
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",both_geometry,0.04693140794223827,0.021119424882629106,0.0753473933182221,277
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",both_class_score,0.039711191335740074,0.018346112636442778,0.06397516086128184,277
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",both_false_positives,0.01060070671378092,0.0,0.023892830426854916,283
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [0,1)",both_duplicates,0.0,0.0,0.0,283
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",source_only_fail,0.1791907514450867,0.1257476475620188,0.23837209302325582,173
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",target_only_fail,0.34104046242774566,0.26993865030674846,0.42135677541627176,173
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",both_any_fail,0.15606936416184972,0.10714285714285714,0.2075497473966388,173
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",both_geometry,0.028901734104046242,0.005847953216374269,0.05495179666958804,173
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",both_class_score,0.046242774566473986,0.017543859649122806,0.07692307692307693,173
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",both_false_positives,0.023121387283236993,0.00546448087431694,0.04663591188679815,173
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [1,2)",both_duplicates,0.005780346820809248,0.0,0.0189873417721519,173
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",source_only_fail,0.20689655172413793,0.16091440886699507,0.2557274099059116,261
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",target_only_fail,0.18773946360153257,0.14073784722222224,0.23488042439050297,261
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",both_any_fail,0.2681992337164751,0.21770415530242257,0.3203125,261
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",both_geometry,0.0842911877394636,0.05241549117680117,0.11953011922348057,261
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",both_class_score,0.06130268199233716,0.03320994931941021,0.0928612956810631,261
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",both_false_positives,0.06513409961685823,0.03717472118959108,0.09579080459770112,261
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [2,4)",both_duplicates,0.019157088122605363,0.003875594863966957,0.03731343283582089,261
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",source_only_fail,0.22981366459627328,0.19342339868344596,0.2669642281385821,483
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",target_only_fail,0.2194616977225673,0.18162816407267146,0.259636264289196,483
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",both_any_fail,0.21325051759834368,0.17306211498973306,0.2527563722584469,483
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",both_geometry,0.055900621118012424,0.03482723289994347,0.08017072980153149,483
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",both_class_score,0.037267080745341616,0.020403009688723973,0.05738185536020131,483
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",both_false_positives,0.07453416149068323,0.04741157584787853,0.10251046025104603,483
det_pseudo-minus-no_adapt/K1,"corrupted_overall ratio [4,inf)",both_duplicates,0.026915113871635612,0.014344262295081968,0.04130693581780537,483
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",source_only_fail,0.1864406779661017,0.1016949152542373,0.288135593220339,59
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",target_only_fail,0.2542372881355932,0.15254237288135594,0.3728813559322034,59
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",both_any_fail,0.2033898305084746,0.1016949152542373,0.3220338983050847,59
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",both_geometry,0.08620689655172414,0.017543859649122806,0.16378274268104698,58
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",both_class_score,0.05172413793103448,0.0,0.11864406779661017,58
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",both_false_positives,0.05084745762711865,0.0,0.11864406779661017,59
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [0,1)",both_duplicates,0.0,0.0,0.0,59
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",source_only_fail,0.2903225806451613,0.12903225806451613,0.45161290322580644,31
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",target_only_fail,0.3225806451612903,0.16129032258064516,0.5161290322580645,31
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",both_any_fail,0.0967741935483871,0.0,0.22580645161290322,31
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",both_geometry,0.03225806451612903,0.0,0.0967741935483871,31
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",both_class_score,0.06451612903225806,0.0,0.16129032258064516,31
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",both_false_positives,0.0,0.0,0.0,31
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [1,2)",both_duplicates,0.0,0.0,0.0,31
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",source_only_fail,0.37209302325581395,0.23255813953488372,0.5116279069767442,43
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",target_only_fail,0.3488372093023256,0.20930232558139536,0.4883720930232558,43
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",both_any_fail,0.16279069767441862,0.06976744186046512,0.27906976744186046,43
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",both_geometry,0.046511627906976744,0.0,0.11627906976744186,43
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",both_class_score,0.0,0.0,0.0,43
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",both_false_positives,0.023255813953488372,0.0,0.06976744186046512,43
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [2,4)",both_duplicates,0.0,0.0,0.0,43
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",source_only_fail,0.208955223880597,0.11940298507462686,0.31343283582089554,67
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",target_only_fail,0.31343283582089554,0.208955223880597,0.43283582089552236,67
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",both_any_fail,0.22388059701492538,0.13432835820895522,0.3283582089552239,67
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",both_geometry,0.08955223880597014,0.029850746268656716,0.16417910447761194,67
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",both_class_score,0.029850746268656716,0.0,0.07462686567164178,67
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",both_false_positives,0.04477611940298507,0.0,0.1044776119402985,67
det_pseudo-minus-no_adapt/K1,"clean_s0 ratio [4,inf)",both_duplicates,0.029850746268656716,0.0,0.07462686567164178,67
det_pseudo-minus-no_adapt/K3,corrupted_overall,source_only_fail,0.2075,0.18416666666666667,0.23416666666666666,1200
det_pseudo-minus-no_adapt/K3,corrupted_overall,target_only_fail,0.24583333333333332,0.22083333333333333,0.2725,1200
det_pseudo-minus-no_adapt/K3,corrupted_overall,both_any_fail,0.20833333333333334,0.18416666666666667,0.23333333333333334,1200
det_pseudo-minus-no_adapt/K3,corrupted_overall,both_geometry,0.052763819095477386,0.04020100502512563,0.06514839425554164,1194
det_pseudo-minus-no_adapt/K3,corrupted_overall,both_class_score,0.04103852596314908,0.02847571189279732,0.05416666666666667,1194
det_pseudo-minus-no_adapt/K3,corrupted_overall,both_false_positives,0.06916666666666667,0.05416666666666667,0.085,1200
det_pseudo-minus-no_adapt/K3,corrupted_overall,both_duplicates,0.019166666666666665,0.010833333333333334,0.028333333333333332,1200
det_pseudo-minus-no_adapt/K3,gamma_s1,source_only_fail,0.19,0.135,0.245,200
det_pseudo-minus-no_adapt/K3,gamma_s1,target_only_fail,0.26,0.205,0.32,200
det_pseudo-minus-no_adapt/K3,gamma_s1,both_any_fail,0.17,0.12,0.225,200
det_pseudo-minus-no_adapt/K3,gamma_s1,both_geometry,0.04020100502512563,0.015,0.07,199
det_pseudo-minus-no_adapt/K3,gamma_s1,both_class_score,0.04522613065326633,0.02,0.07537688442211055,199
det_pseudo-minus-no_adapt/K3,gamma_s1,both_false_positives,0.02,0.005,0.04,200
det_pseudo-minus-no_adapt/K3,gamma_s1,both_duplicates,0.01,0.0,0.025,200
det_pseudo-minus-no_adapt/K3,gamma_s2,source_only_fail,0.235,0.18,0.29,200
det_pseudo-minus-no_adapt/K3,gamma_s2,target_only_fail,0.25,0.19,0.31,200
det_pseudo-minus-no_adapt/K3,gamma_s2,both_any_fail,0.21,0.15,0.27,200
det_pseudo-minus-no_adapt/K3,gamma_s2,both_geometry,0.04522613065326633,0.02,0.07537688442211055,199
det_pseudo-minus-no_adapt/K3,gamma_s2,both_class_score,0.035175879396984924,0.015,0.06092147518906035,199
det_pseudo-minus-no_adapt/K3,gamma_s2,both_false_positives,0.09,0.05,0.13,200
det_pseudo-minus-no_adapt/K3,gamma_s2,both_duplicates,0.025,0.005,0.05,200
det_pseudo-minus-no_adapt/K3,contrast_s1,source_only_fail,0.19,0.135,0.245,200
det_pseudo-minus-no_adapt/K3,contrast_s1,target_only_fail,0.27,0.205,0.335,200
det_pseudo-minus-no_adapt/K3,contrast_s1,both_any_fail,0.25,0.19,0.31,200
det_pseudo-minus-no_adapt/K3,contrast_s1,both_geometry,0.07537688442211055,0.04039896451956754,0.115,199
det_pseudo-minus-no_adapt/K3,contrast_s1,both_class_score,0.06532663316582915,0.035,0.10050251256281408,199
det_pseudo-minus-no_adapt/K3,contrast_s1,both_false_positives,0.075,0.04,0.11,200
det_pseudo-minus-no_adapt/K3,contrast_s1,both_duplicates,0.015,0.0,0.035,200
det_pseudo-minus-no_adapt/K3,contrast_s2,source_only_fail,0.18,0.125,0.235,200
det_pseudo-minus-no_adapt/K3,contrast_s2,target_only_fail,0.23,0.175,0.29,200
det_pseudo-minus-no_adapt/K3,contrast_s2,both_any_fail,0.275,0.215,0.335,200
det_pseudo-minus-no_adapt/K3,contrast_s2,both_geometry,0.07035175879396985,0.04,0.10606060606060606,199
det_pseudo-minus-no_adapt/K3,contrast_s2,both_class_score,0.04522613065326633,0.02,0.07537688442211055,199
det_pseudo-minus-no_adapt/K3,contrast_s2,both_false_positives,0.105,0.065,0.15,200
det_pseudo-minus-no_adapt/K3,contrast_s2,both_duplicates,0.04,0.015,0.07,200
det_pseudo-minus-no_adapt/K3,color_cast_s1,source_only_fail,0.235,0.18,0.295,200
det_pseudo-minus-no_adapt/K3,color_cast_s1,target_only_fail,0.245,0.19,0.3051249999999993,200
det_pseudo-minus-no_adapt/K3,color_cast_s1,both_any_fail,0.155,0.105,0.21,200
det_pseudo-minus-no_adapt/K3,color_cast_s1,both_geometry,0.020100502512562814,0.005,0.04020100502512563,199
det_pseudo-minus-no_adapt/K3,color_cast_s1,both_class_score,0.03015075376884422,0.01,0.05527638190954774,199
det_pseudo-minus-no_adapt/K3,color_cast_s1,both_false_positives,0.055,0.025,0.085,200
det_pseudo-minus-no_adapt/K3,color_cast_s1,both_duplicates,0.015,0.0,0.035,200
det_pseudo-minus-no_adapt/K3,color_cast_s2,source_only_fail,0.215,0.16,0.275,200
det_pseudo-minus-no_adapt/K3,color_cast_s2,target_only_fail,0.22,0.165,0.28,200
det_pseudo-minus-no_adapt/K3,color_cast_s2,both_any_fail,0.19,0.135,0.245,200
det_pseudo-minus-no_adapt/K3,color_cast_s2,both_geometry,0.06532663316582915,0.035,0.10101010101010101,199
det_pseudo-minus-no_adapt/K3,color_cast_s2,both_class_score,0.02512562814070352,0.005025125628140704,0.05,199
det_pseudo-minus-no_adapt/K3,color_cast_s2,both_false_positives,0.07,0.035,0.11,200
det_pseudo-minus-no_adapt/K3,color_cast_s2,both_duplicates,0.01,0.0,0.025,200
det_pseudo-minus-no_adapt/K3,clean_s0,source_only_fail,0.275,0.215,0.335,200
det_pseudo-minus-no_adapt/K3,clean_s0,target_only_fail,0.27,0.205,0.335,200
det_pseudo-minus-no_adapt/K3,clean_s0,both_any_fail,0.225,0.165,0.285,200
det_pseudo-minus-no_adapt/K3,clean_s0,both_geometry,0.05527638190954774,0.02512562814070352,0.09045226130653267,199
det_pseudo-minus-no_adapt/K3,clean_s0,both_class_score,0.05527638190954774,0.025122487437185932,0.09,199
det_pseudo-minus-no_adapt/K3,clean_s0,both_false_positives,0.065,0.03,0.1,200
det_pseudo-minus-no_adapt/K3,clean_s0,both_duplicates,0.02,0.005,0.04,200
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",source_only_fail,0.20848056537102475,0.16114907819453272,0.25723501794119014,283
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",target_only_fail,0.26148409893992935,0.2081750273681499,0.31366621424834934,283
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",both_any_fail,0.13780918727915195,0.09454402290622763,0.18251573357807785,283
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",both_geometry,0.05415162454873646,0.026515151515151516,0.08746686392116952,277
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",both_class_score,0.04693140794223827,0.02,0.07692307692307693,277
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",both_false_positives,0.01060070671378092,0.0,0.02400763888888885,283
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [0,1)",both_duplicates,0.007067137809187279,0.0,0.018521973466003296,283
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",source_only_fail,0.19653179190751446,0.13661964417307085,0.26011560693641617,173
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",target_only_fail,0.28901734104046245,0.22598870056497175,0.35716314935064924,173
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",both_any_fail,0.2138728323699422,0.1533990002483855,0.2802197802197802,173
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",both_geometry,0.05202312138728324,0.022857142857142857,0.08888888888888889,173
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",both_class_score,0.046242774566473986,0.01764705882352941,0.07784431137724551,173
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",both_false_positives,0.057803468208092484,0.02824858757062147,0.09412319644839065,173
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [1,2)",both_duplicates,0.028901734104046242,0.005318445345041089,0.06289308176100629,173
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",source_only_fail,0.210727969348659,0.15662543412082494,0.26692375021523274,261
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",target_only_fail,0.2222222222222222,0.16603699008128867,0.2783928571428571,261
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",both_any_fail,0.23371647509578544,0.1855987762237762,0.2846441947565543,261
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",both_geometry,0.04597701149425287,0.022813688212927757,0.07393718081225677,261
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",both_class_score,0.04597701149425287,0.02316379566379566,0.07114661515003479,261
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",both_false_positives,0.07662835249042145,0.04510741138560687,0.11231985832926233,261
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [2,4)",both_duplicates,0.011494252873563218,0.0,0.026717557251908396,261
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",source_only_fail,0.20910973084886128,0.17083204732510288,0.24950955734406433,483
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",target_only_fail,0.23395445134575568,0.19214671146845183,0.2786254083144422,483
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",both_any_fail,0.23395445134575568,0.19480048936570676,0.2721683364793572,483
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",both_geometry,0.055900621118012424,0.035643460572472335,0.07771423958669678,483
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",both_class_score,0.033126293995859216,0.016628587350236836,0.053063434035031325,483
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",both_false_positives,0.10351966873706005,0.07515534419884057,0.13152538182617293,483
det_pseudo-minus-no_adapt/K3,"corrupted_overall ratio [4,inf)",both_duplicates,0.026915113871635612,0.012898441771459815,0.04330345136709993,483
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",source_only_fail,0.3389830508474576,0.22033898305084745,0.4576271186440678,59
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",target_only_fail,0.23728813559322035,0.13559322033898305,0.3389830508474576,59
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",both_any_fail,0.22033898305084745,0.11864406779661017,0.3389830508474576,59
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",both_geometry,0.08620689655172414,0.017241379310344827,0.15789473684210525,58
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",both_class_score,0.05172413793103448,0.0,0.1206896551724138,58
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",both_false_positives,0.03389830508474576,0.0,0.0847457627118644,59
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [0,1)",both_duplicates,0.01694915254237288,0.0,0.05084745762711865,59
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",source_only_fail,0.16129032258064516,0.03225806451612903,0.2903225806451613,31
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",target_only_fail,0.3225806451612903,0.16129032258064516,0.4838709677419355,31
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",both_any_fail,0.1935483870967742,0.06451612903225806,0.3225806451612903,31
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",both_geometry,0.03225806451612903,0.0,0.0967741935483871,31
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",both_class_score,0.12903225806451613,0.03225806451612903,0.25806451612903225,31
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",both_false_positives,0.06451612903225806,0.0,0.16129032258064516,31
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [1,2)",both_duplicates,0.0,0.0,0.0,31
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",source_only_fail,0.27906976744186046,0.13953488372093023,0.4186046511627907,43
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",target_only_fail,0.23255813953488372,0.11627906976744186,0.34941860465115965,43
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",both_any_fail,0.23255813953488372,0.11627906976744186,0.34941860465115965,43
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",both_geometry,0.046511627906976744,0.0,0.11627906976744186,43
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",both_class_score,0.023255813953488372,0.0,0.06976744186046512,43
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",both_false_positives,0.06976744186046512,0.0,0.16279069767441862,43
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [2,4)",both_duplicates,0.046511627906976744,0.0,0.11627906976744186,43
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",source_only_fail,0.26865671641791045,0.16417910447761194,0.373134328358209,67
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",target_only_fail,0.29850746268656714,0.19402985074626866,0.40298507462686567,67
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",both_any_fail,0.23880597014925373,0.13432835820895522,0.34328358208955223,67
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",both_geometry,0.04477611940298507,0.0,0.1044776119402985,67
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",both_class_score,0.04477611940298507,0.0,0.1044776119402985,67
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",both_false_positives,0.08955223880597014,0.029850746268656716,0.16417910447761194,67
det_pseudo-minus-no_adapt/K3,"clean_s0 ratio [4,inf)",both_duplicates,0.014925373134328358,0.0,0.04477611940298507,67
det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,source_only_fail,0.23083333333333333,0.2075,0.255,1200
det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,target_only_fail,0.2633333333333333,0.23666666666666666,0.2891666666666667,1200
det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,both_any_fail,0.15333333333333332,0.13333333333333333,0.175,1200
det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,both_geometry,0.04438860971524288,0.03350083752093802,0.056666666666666664,1194
det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,both_class_score,0.048576214405360134,0.035833333333333335,0.06250264382402705,1194
det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,both_false_positives,0.018333333333333333,0.010833333333333334,0.02666666666666667,1200
det_pseudo_clip_radius-minus-no_adapt/K1,corrupted_overall,both_duplicates,0.004166666666666667,0.0008333333333333334,0.008333333333333333,1200
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,source_only_fail,0.19,0.135,0.245,200
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,target_only_fail,0.3,0.24,0.365,200
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,both_any_fail,0.135,0.09,0.185,200
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,both_geometry,0.04522613065326633,0.02,0.07537688442211055,199
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,both_class_score,0.06532663316582915,0.035,0.10152284263959391,199
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,both_false_positives,0.015,0.0,0.03,200
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s1,both_duplicates,0.005,0.0,0.015,200
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,source_only_fail,0.3,0.24,0.365,200
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,target_only_fail,0.25,0.19,0.31,200
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,both_any_fail,0.125,0.08,0.17,200
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,both_geometry,0.04522613065326633,0.02,0.07575757575757576,199
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,both_class_score,0.04522613065326633,0.02,0.07537688442211055,199
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,both_false_positives,0.015,0.0,0.035,200
det_pseudo_clip_radius-minus-no_adapt/K1,gamma_s2,both_duplicates,0.005,0.0,0.015,200
